acronym,title,projectUrl,status,
FLIP,Fatty liver Inhibition of Progression,http://www.flip-fp7.eu/,,
MEDIA,The MEtabolic Road to DIAstolic Heart Failure,http://www.diastolicheartfailure.eu/home/,,
IDEAS,Instantly Deployable Evolvable Assembly Systems,http://www.ideasconsortium.eu/,,
NEREIDS,New Service Capabilities for Integrated and Advanced Maritime Surveillance,http://nereids-fp7.eu/,,
DSPACE,DSP for Space Applications,http://www.dspace-project.eu/,,
CAPWA,Capture of evaporated water with novel membranes,http://www.watercapture.eu/,,
NAMASTE,New Advances in the integrated Management of food processing wAste in India and Europe use of Sustainable Technologies for the Exploitation of byproducts into new foods and feeds,http://www.ifr.ac.uk/sfc/research/NAMASTE.html,,
SIDER,RADIATION SHIELDING OF COMPOSITE SPACE ENCLOSURES,http://www.sider-project.eu/,,
ELIBAMA,European Li Ion Battery Advanced Manufacturing for Electric Vehicles,https://elibama.wordpress.com/,,
PERS,Paediatric European Risperidone Studies,http://www.pers-project.com/,,
HYDRALAB IV,HYDRALAB IV More than water dealing with the complex interaction of water with environmental elements sediment structures and ice,http://www.hydralab.eu/,,
AGEN,Atomic Gyroscope for Enhanced Navigation,https://sites.google.com/a/tekever.com/agen-fp7/,,
PRECISE,Chemical Propulsion for an Efficient and Accurate Control of Satellites for Space Exploration,http://www.mcps-precise.com/,,
OPSIC,Operationalising Psychosocial Support in Crisis,http://opsic.eu/,,
GREENFOODEC,Development of novel and advanced decontamination sustainable technologies for the production of high quality dried herbs and spices,http://www.greenfoodec.eu/,,
ALTERNATIVE,Developing alternative understandings of security and justice through restorative justice approaches in intercultural settings within democratic societies,http://www.alternativeproject.eu/,,
DEECON,Innovative After Treatment System for Marine Diesel Engine Emission Control,http://www.deecon.eu/,,
AFRICA BUILD,AFRICA BUILD Building a Research and Education Infrastructure for Africa,http://www.africabuild.eu/,,
BRAINAGE,Impact of Prenatal Stress on BRAIN AGEing,http://www.brain-age.eu/,,
SNIFFER,A bio mimicry enabled artificial sniffer,http://www.sniffer-project.eu/,,
PROBIOLIVES,Table olive fermentation with selected strains of probiotic lactic acid bacteria Towards a new functional food,http://www.probiolives.eu/,,
NEOSHIELD,A Global Approach to Near Earth Object Impact Threat Mitigation,http://www.space.com/14370-asteroid-shield-earth-threat-protection-meeting.html,,
VINTAGE,A user friendly Decision Support System for an integrated vineyard management for addressing quality and quantity production variability optimising the use of resources,http://www.vintage-project.eu/,,
VECTORIE,Vector borne Risks for Europe Risk assessment and control of West Nile and Chikungunya virus VECTORIE,http://vectorie.eu/,,
IMPACT,Improving the lives of Parkinson s Disease patients while reducing side effects through tailored deep brain stimulation,http://www.csr-impact.eu/,,
NEXT AIR BIOTREAT,Developing the next generation air treatment based on replacing non renewable resources by microbiology,http://www.nextairbiotreat.eu/,,
G-SEXTANT,SERVICE PROVISION OF GEOSPATIAL INTELLIGENCE IN EU EXTERNAL ACTIONS SUPPORT,http://externalaction.security-copernicus.eu/,,
SAFETRACKFOOD,Development of a novel Industrial Fish Drying and Maturing Process to secure Seafood Safety Traceability and Quality,http://www.safetrackfood.eu/,,
OCTIPS,Ovarian Cancer Therapy Innovative Models Prolong Survival,http://www.octips.eu/,,
GLADIATOR,Graphene Layers Production Characterization and Integration,http://graphene-gladiator.eu/,,
SIMUGLASS,Development of a Synergistic Computational Tool for Material Modeling Process Simulation and Optimization of Optical Glass Molding,http://www.simuglass.com/,,
PROVIDE,Planetary Robotics Vision Data Exploitation,http://www.provide-space.eu/,,
CAPP-4-SMES,Collaborative and Adaptive Process Planning for Sustainable Manufacturing Environments,http://www.capp-4-smes.eu/,,
HEALCON,Self healing concrete to create durable and sustainable concrete structures,http://www.healcon.ugent.be/,,
NEOSTREP,Development of Group B Streptococcal vaccine to alleviate emerging antibiotic resistance through elimination of current prophylactic antibiotic strategies in GBS prevention,http://www.neostrep.eu/,,
PRENANOTOX,Predictive toxicology of engineered nanoparticles,http://prenanotox.tau.ac.il/,,
ABCIT,Advancing Binaural Cochlear Implant Technology,http://www.ucl.ac.uk/abcit,,
PANCARELIFE,PanCare Studies in Fertility and Ototoxicity to Improve Quality of Life after Cancer during Childhood Adolescence and Young Adulthood,http://www.pancarelife.eu/,,
DEXLIFE,Mechanisms of prevention of type 2 diabetes by lifestyle intervention in subjects with pre diabetes or at high risk for progression,http://dexlife.eu/,,
SMARTPREVENT,Smart Video Surveillance System to Detect and Prevent Local Crimes in Urban Areas,http://www.smartprevent.eu/,,
FIRE-RESIST,Developing Novel Fire Resistant High Performance Composites,http://www.fire-resist.eu/FireResist/index.xhtml,,
EFFIPRO,Energy Efficient Manufacturing Process of Engineering Materials,http://www.effipro.org/,,
BRIDGE,BRIDGE Bridging resources and agencies in large scale emergency management,http://www.bridgeproject.eu/en,,
EU-WISE,Self care Support for People with Long Term Conditions Diabetes and Heart Disease A Whole System Approach,http://eu-wise.com/,,
COSMOPHOS-NANO,Novel nanotechnology enabled system for endovascular in vivo near infrared fluorescence molecular imaging and endovascular near infrared targeted photodynamic therapy of atherosclerotic heart disease,http://www.cosmophos-nano.eu/,,
ATHENA,ATHENA,http://www.westyorkshire.police.uk/athena,,
SECILE,Securing Europe through Counter Terrorism Impact Legitimacy and Effectiveness,http://secile.eu/,,
SOURCE,SOURCE Virtual centre of excellence for research support and coordination on societal security,http://www.societalsecurity.net/,,
SOLALGEN,Hybrid Algae Cultivation System Based on Conditioned Environment with Efficient Light Collection and Distribution System,http://www.solalgen.eu/,,
PARIS,PrivAcy pReserving Infrastructure for Surveillance,http://www.paris-project.org/,,
INTEGRAL,Future oriented integrated management of European forest landscapes,http://www.integral-project.eu/,,
NANOFATE,Nanoparticle Fate Assessment and Toxicity in the Environment,https://wiki.ceh.ac.uk/display/nanofate/Home,jsessionid=39AD340AE340366A0575A27F56AC9D44,
THROUGHLIFE,Development and proof of new approaches for through life asset management based on next generation of materials and production technology,http://www.throughlife.eu/Throughlife/index.xhtml,,
EVACUATE,A holistic scenario independent situation awareness and guidance system for sustaining the Active Evacuation Route for large crowds,http://www.evacuate.eu/,,
HINTS,Next Generation Hybrid Interfaces for Spintronic Applications,http://hintsproject.eu/,,
NADIR,The Network of Animal Disease Infectiology Research Facilities,http://www.justbrain-fp7.eu/index.php?id=764,,
MERIT,Mutanome Engineered RNA Immuno Therapy,http://merit-consortium.eu/,,
CABLEBOT,Parallel Cable Robotics for Improving Maintenance and Logistics of Large Scale Products,http://www.cablebot.eu/en/,,
EULER,EUropean software defined radio for WireLEss in joint secuRity operations,http://www.euler-project.eu/,,
EURO4M,EUropean Reanalysis and Observations for Monitoring,http://www.euro4m.eu/,,
DDRESPONSE,The DNA damage response and breast cancer,http://www.ddresponse.eu/,,
EVERREST,Does vascular endothelial growth factor gene therapy safely improve outcome in severe early onset fetal growth restriction,http://everrest-fp7.eu/,,
EMERALD,Emerging mental health systems in low and middle income countries,http://www.emerald-project.eu/,,
USE-IT-WISELY,Innovative continuous upgrades of high investment product services,http://www.use-it-wisely.eu/,,
IMA,Intelligent Motion Analysis Development of a novel technology that makes quantitative measurement of musculoskeletal problems available in the interests of physiotherapists patients and society,http://www.imatec.is/,,
INCAS,Integration of Nanoreactor and multisite CAtalysis for a Sustainable chemical production,http://www.incasproject.eu/,,
TIPS,Enhancing the capacity of EU transport projects to transform research results into innovative products and services,http://www.transport-tips.eu/,,
ISITEP,Inter System Interoperability for Tetra TetraPol Networks,http://isitep.eu/about/,,
ELASSTIC,Enhanced Large scale Architecture with Safety and Security Technologies and special Information Capabilities,http://www.elasstic.eu/mainmenu/home.html,,
IMPACT EUROPE,Innovative Method and Procedure to Assess Counter violent radicalisation Techniques in Europe,http://www.impact-fp7.eu/,,
BESECURE,Best practice Enhancers for Security in Urban Environments,http://www.besecure-project.eu/,,
BIOMAN,Economically efficient biogas production from manure fibres and straw,http://Bioman.dti.dk/,,
MUSHTV,EU Title of project Solutions for the mushroom industry to emerging disease threats from Trichoderma and Virus,http://www.mushtv.eu/,,
D-BOARD,Novel Diagnostics and Biomarkers for Early Identification of Chronic Inflammatory Joint Diseases,http://www.d-board.eu/dboard/index.aspx,,
PRISMS,The PRIvacy and Security MirrorS Towards a European framework for integrated decision making,http://prismsproject.eu/?page_id=19,,
RADIOMI,Innovative Radiochemistry to Advance Molecular Imaging,http://radiomi.chem.ox.ac.uk/,,
SESTI,Scanning for Emerging Science and Technology Issues,http://sesti.info/,,
WHITEFISH,Automated and differentiated calculation of sustainability for cod and haddock products,http://www.whitefishproject.org/,,
TRACE,TRafficking as A Criminal Enterprise,http://www.eutrace.org/,,
PRIME,PReventing Interdicting and Mitigating Extremist events Defending against lone actor extremism,http://www.fp7prime.eu/,,
EFFIDRIP,Enabling next generation commercial service oriented automatic irrigation management systems for high efficient use of water fertilizers and energy in drip irrigated tree crops,http://effidrip.eu/,,
POSE²IDON,Power Optimised Ship for Environment with Electric Innovative Designs ON board,http://www.poseidon-ip.eu/index.php/,,
CITISPYCE,Combating inequalities through innovative social practices of and for young people in cities across Europe,http://www.aston.ac.uk/,,
NETGROW,Enhancing the innovativeness of food SME s through the management of strategic network behaviour and network learning performance,http://www.netgrow.eu/,,
GERYON,Next generation technology independent interoperability of emergency services,http://www.sec-geryon.eu/,,
FASTPASS,A harmonized modular reference system for all European automated border crossing points,https://www.fastpass-project.eu//,,
FOFIND,Development and human validation of new healthier food products using low cost functional ingredients,http://www.fofind-project.com/,,
REDDAF,Reducing Emissions from Deforestation and Degradation in Africa,https://www.reddaf.info/,,
ALPHA-MAN,Clinical development of Enzyme Replacement Therapy in alpha Mannosidosis patients using recombinant human enzyme,http://www.alpha-man.eu/index.htm,,
ULYSSES,Ultra Slow Ships,http://www.ultraslowships.com/,,
SIS.NET,Network of Science in Society National Contact Points,http://www.sisnetwork.eu/,,
ISAR+,Online and Mobile Communications for Crisis Response and Search and Rescue,http://isar.i112.eu/,,
DIABIL-2,Ultra low dose of IL 2 for the treatment of recently diagnosed type 1 diabetes,http://www.diabil-2.eu/,,
EPISECC,Establish Pan European Information Space to Enhance seCurity of Citziens,https://episecc.eu//,,
PROGRESS,Protection and Resilience Of Ground based infRastructures for European Space Systems,http://www.progress-satellite.eu/,,
SPARKS,Smart Grid Protection Against Cyber Attacks,https://project-sparks.eu/,,
MACFINROBODS,Integrated Macro Financial Modelling for Robust Policy Design,http://www.macfinrobods.eu/,,
HYRIM,Hybrid Risk Management for Utility Networks,https://hyrim.net/,,
NANEX,Development of Exposure Scenarios for Manufactured Nanomaterials,http://nanex-project.eu/,,
PLASMANURE,Novel plasma catalyst reactor for the total conversion of the ammonia contained in pig manure into environmental neutral products,http://ateknea.com/,,
RACE2050,Responsible innovation Agenda for Competitive European transport industries up to 2050,http://www.race2050.org/,,
SATIN,Satiety Innovation,http://www.satin-satiety.eu/,,
ITARS,Initial Training for Atmospheric Remote Sensing,http://www.itars.net/,,
MEDEA,Mechanisms of Epigenetic regulation in Development Evolution and Adaptation,http://www.gold.ac.uk/medea/,,
HELM,High frequency ELectro Magnetic technologies for advanced processing of ceramic matrix composites and graphite expansion,http://www.helm-project.eu/,,
SETTLE,Bivalve conditioning and settlement keys to competitive hatchery production,http://settleproject.com/,,
SYSVASC,Systems Biology to Identify Molecular Targets for Vascular Disease Treatment,http://www.sysvasc.eu/,,
ACTION,Advance Care Planning an Innovative Palliative Care Intervention to Improve Quality of Life in Cancer Patients a Multi Centre Cluster Randomized Clinical Trial,http://www.action-acp.eu/,,
NANOGNOSTICS,Quantum Dot Based Highly Sensitive Immunoassays for Multiplexed Diagnostics of Alzheimer s Disease,http://www.nanognostics.org/,,
M3D,Materials for a Magnetic Memory in Three Dimensions,http://mem3d.eu/,,
TABANOID,Trap for the novel control of horse flies on open air fields,http://tabanoid.eu/,,
C-ENERGY +,Connecting Energy NCPs Plus A Pro Active Network of National Contact Points in the Seventh Framework Programme under the Energy Theme,http://www.c-energy2020.eu/,,
GAPVAC,Glioma Actively Personalized Vaccine Consortium,http://gapvac.eu/,,
EURA-NET,Transnational Migration in Transition Transformative Characteristics of Temporary Mobility of People,http://www.uta.fi/edu/en/research/projects/eura-net/index.html,,
ATMOP,Advanced Thermosphere Modelling for Orbit Prediction,http://www.atmop.eu/,,
BRAGMA,Bridging Actions for GMES and AFRICA,http://www.bragma.eu/home/,,
3D-HIPMAS,Pilot Factory for 3D High Precision MID Assemblies,http://www.3d-hipmas.eu/,,
PRIMA-EDS,Polypharmacy in chronic diseases Reduction of Inappropriate Medication and Adverse drug events in elderly populations by electronic Decision Support,http://www.prima-eds.eu/,,
SMART,Scalable Measures for Automated Recognition Technologies,http://www.smartsurveillance.eu/,,
IDEAL,Integrated research on DEvelopmental determinants of Aging and Longevity,http://www.ideal-ageing.eu/,,
CASCATBEL,CAScade deoxygenation process using tailored nanoCATalysts for the production of BiofuELs from lignocellullosic biomass,http://www.cascatbel.eu/,,
MONICO,Fibre Optics Based Intelligent MONItoring and Assessment System for Proactive Maintenance and Seismic Disaster Prevention in Reinforced COncrete Tunnel Linings,http://www.monico-eu.org/,,
DIPOP,Disruptive technologies for space Power and Propulsion,http://www.dipop.eu/,,
RECOBIA,REduction of COgnitive BIAses in Intelligence Analysis,https://www.recobia.eu/,,
BURULIVAC,Identification and development of vaccine candidates for Buruli Ulcer Disease,http://www.burulivac.eu/,,
COPERNICO,Cooperation Environment For Rapid Design prototyping and New Integration Concepts for Factory of the Future,http://www.copernico.co/,,
NEMO,Treatment of NEonatal seizures with Medication Off patent evaluation of efficacy and safety of bumetanide,http://www.nemo-europe.com/,,
RIBS,RESILIENT INFRASTRUCTURE AND BUILDING SECURITY,http://ribs-project.eu/,,
VITISENS,COST EFFECTIVE HAND HELD DEVICE FOR RAPID IN FIELD DETECTION OF FLAVENSCENCE DOREE PHYTOPLASMA IN GRAPEVINES,http://www.vitisens.eu/,,
ADAPOND,Development of an automatic process of in house collection storage and application of adaptive bacteria culture for fish farms,http://adapond.eii.ee/,,
OPERATION SWAT,High algal recovery using a Salsnes Water to Algae Treatment SWAT filter technology,http://www.swattechnology.no/,,
GECCO,3D GaN for High Efficiency Solid State Lighting,http://www.gecco.tu-bs.de/,,
SWIFF,Space Weather Integrated Forecasting Framework,http://www.swiff.eu/,,
TEH-TUBE,Tissue engineering of the right heart outflow tract by a biofunctionalized bioresorbable polymeric valved tube,http://teh-tube.eu/,,
BOOSTEFF,Boosting raw material and energy efficiency using advanced sheet structure design and fibre modifications,http://www.boosteff.com/,,
COMMONSENSE,Development of a Common Sensor Platform for the Detection of IED Bomb Factories,http://www.fp7projectcommonsense.eu/,,
TAILORCRETE,New industrial technologies for tailor made concrete structures at mass customised prices,http://www.tailorcrete.com/,,
EURISGIC,European Risk from Geomagnetically Induced Currents,http://www.eurisgic.eu/,,
MID-FRAIL-STUDY,A RANDOMIZED CLINICAL TRIAL TO EVALUATE THE EFFECTIVENESS OF A MULTI MODAL INTERVENTION IN OLDER PEOPLE WITH TYPE 2 DIABETES ON FRAILTY AND QUALITY OF LIFE THE MID FRAIL STUDY,http://www.midfrail-study.org/,,
POLYBRIGHT,Extending the process limits of laser polymer welding with high brilliance beam sources,http://www.polybright.eu/,,
TECHNOTUBES,Technology for Wafer scale Carbon Nanotube Applications,http://www.technotubes.eu/,,
PNEUMONP,Nanotherapeutics to Treat Antibiotic Resistant Gram Negative Pneumonia Infections,http://www.pneumonp.eu/,,
SYBOSS,Systems Biology of Stem Cells and Reprogramming,http://syboss.eu/,,
CLEANFRUIT,High reliability non chemical disinfestation system of fruits and vegetables,http://ateknea.com/,,
HIPR,High Precision micro forming of complex 3D parts,http://www.hipr.eu/,,
PHOTOSENS,Large Area Photonic Crystal Chemical Sensors,http://www.photosens.eu/,,
MEFOPA,European Project on Mendelian Forms of Parkinson s Disease,http://www.mefopa.eu/,,
MEDOW,Multi terminal DC grid for offshore wind,http://sites.cardiff.ac.uk/medow/,,
BEADS,Bio engineered micro Encapsulation of Active agents Delivered to Shellfish,http://www.projectbeads.eu/,,
BASTION,From Basic to Translational Research in Oncology,http://bastion.wum.edu.pl/,,
NANOBIOTOUCH,Nano resolved multi scale investigations of human tactile sensations and tissue engineered nanobiosensors,http://www.prototouch.org/,,
MATCON,Materials and Interfaces for Energy Conversion and Storages,http://www.uu.se/,,
FINESS,Financial systems efficiency and stimulation of sustainable growth,http://www.euroframe.org/,,
HISP,High Performance Solid Propellants for In Space Propulsion,http://www.foi.se/en/Customer--Partners/Projects/HISP/HISP/,,
REDDSTAR,Repair of Diabetic Damage by Stromal Cell Administration,http://www.reddstar.eu/,,
EURO-MOTOR,European multidisciplinary ALS network identification to cure motor neuron degeneration,http://www.euromotorproject.eu/,,
AUTOSPAR,Development of an Automatic harvesting System for white and violet Asparagus,http://www.autospar.net/,,
PASHMINA,PAradigm SHifts Modelling and INnovative Approaches,http://www.pashmina-project.eu/,,
SINPLEX,Small Integrated Navigator for PLanetary EXploration,http://www.sinplex.eu/,,
EFFICIENTHEAT,Integrated and Cost Effective Solution to reduce the volume of Pig Slurry minimize Pollutant Emissions and Process Energy Consumption,http://www.efficientheat.eu/,,
REMPLANET,Resilient Multi Plant Networks,http://www.remplanet.eu/web/,,
IPOD,Academie universitaire Louvain Incoming Post Doc Fellowshpis,http://rotabot.eu/,,
EUROCSCTRAINING,EUROCANCER STEMCELL TRAINING NETWORK,http://www.develage.eu/,,
TOX-TRAIN,implementation of a TOXicity assessment Tool for pRActical evaluation of life cycle Impacts of techNologies TOX TRAIN,http://toxtrain.eu/,,
SEARCH,a Study of the Epigenetic Alterations that Result in Cardiac Hypertrophy,http://www.ub.edu/searchproject/,,
MLPM2012,Machine Learning for Personalized Medicine,http://www.mlpm.eu/,,
IN-MINDD,Innovative Midlife Intervention for Dementia deterrence,http://www.inmindd.eu/,,
NANOPORATION,Ultrasound activiated nanoencapsulated targetted drug delivery and tumous cell poration,https://www.nanoporation.eu/,,
ER_PARTNERS,Chromatin Mediators of Estrogen Receptor Biology,http://www.alpha-man.eu/index.htm,,
COSMIC-LAB,Star clusters as cosmic laboratories for Astrophysics Dynamics and Fundamental Physics,http://www.cosmic-lab.eu/Cosmic-Lab/Home.html,,
NEMEDES,Novel conducting copolymErs for Multicolor Electrochromic DEviceS ECDs,http://www.iap.fraunhofer.de/de/Forschungsbereiche/Funktionale_Polymersysteme/polymere_und_elektronik/elektroaktive_polymere1.html,,
ROMEO,ROle of crustacean zooplankton on prokaryotic community composition in the MEsopelagic Ocean,http://www.romeo-fp7.eu/,,
IMPACT,Improved Millets for Phosphate ACquisition and Transport,http://www.csr-impact.eu/,,
PERFECT,Pheromone Identification for Environmentally Responsible Control of Thrips,http://www.notox-sb.eu/,,
OECUMENE,Citizenship after Orientalism,http://www.oecumene.eu/,,
BIOMECHTOOLS,Biomechanical diagnostic pre planning and outcome tools to improve musculoskeletal surgery,http://orthopaedicresearchlab.nl/research/erc-biomechtools/,,
INCPAR,Incomplete Parenthesis Determining how and why secondary propositions can be elliptical or fragmented from a cross linguistic and multifaceted theoretical perspective,http://let.webhosting.rug.nl/~incpar/,,
MEDEA,Microbial Ecology of the DEep Atlantic pelagic realm,http://www.gold.ac.uk/medea/,,
NUMERIWAVES,New analytical and numerical methods in wave propagation,http://www.bcamath.org/projects/NUMERIWAVES/,,
MCD,A low cost Mosquito Contamination Device for sustainable malaria mosquito control,http://www.mcdproject.org/the-mcd-project/,,
HDHL CSA,A Healthy Diet for a Healthy Life Coordination Action,https://www.healthydietforhealthylife.eu/,,
PANGEO,Enabling access to geological information in support of GMES,http://www.pangeoproject.eu/,,
NEWS,Development of a Next generation European Inland Waterway Ship and logistics system,http://www.news-fp7.eu/,,
MODNANOTOX,Modelling nanoparticle toxicity principles methods novel approaches,http://www.birmingham.ac.uk/generic/modnanotox/index.aspx,,
INTIME,In Time delivery in non hierarchical Manufacturing Networks of Machinery and Equipment Industry,http://fp7-intime.eu/,,
COUNTERSTROKE,Treating stroke with Affibody molecules targeting the inflammatory mediator HMGB1,http://www.counterstroke.se/,,
UROMOL,Prediction of bladder cancer disease course using risk scores that combine molecular and clinical risk factors,http://www.uromol.eu/,,
PLA4FOOD,Active Multilayer Packaging based on Optimized PLA formulations for Minimally Processed Vegetables and Fruits,http://www.aimplas.es/proyectos/pla4food/,,
FOODSECURE,Exploring the Future of Global Food and Nutrition Security,http://www.foodsecure.eu/,,
COSMIC,Community based scheduled screening and treatment of malaria in pregnancy for improved maternal and infant health a cluster randomized trial,http://www.cosmicmalaria.eu/,,
INGINEUS,Impact of Networks Globalisation and their Interaction with EU Strategies,http://www.feemdeveloper.net/ingineus/getpage.aspx?id=1&sec=1,,
ORFEUS,Operational Radar For Every drill string Under the Street,http://orfeus.org/,,
COLLAB4SAFETY,Towards sustainable global food safety collaboration,http://web.spi.pt/collab4safety/collab4safety,,
ENF 2011,Organisation of EuroNanoForum 2011,http://www.euronanoforum2011.eu/,,
NANOCI,Nanotechnology based cochlear implant with gapless interface to auditory neurons,http://www.nanoci.org/,,
NANOINTERFACE,Knowledge based multi scale modelling of metal oxide polymer interface behaviour for micro and nanoelectronics,http://www.nanointerface.eu/,,
AVERT,The Autonomous Vehicle Emergency Recovery Tool AVERT provides a capability rapidly to deploy extract and remove both blocking and suspect vehicles from vulnerable positions and confined spaces,http://avertproject.eu/,,
DISASTER,Data Interoperability Solution At STakeholders Emergencies Reaction,http://disaster-fp7.eu/,,
LAPI,Development of novel composite material for safety helmets boat hulls and lifeboat containers that has self repairing and visual inspection features,http://lapi.eii.ee/,,
ROV-E,LIGHTWEIGHT TECHNOLOGIES FOR EXPLORATION ROVERS,http://www.rove-project.eu/,,
SOPHIA,PhotoVoltaic European Research Infrastructure,http://www.sophia-ri.eu/,,
STYLE,Strategic Transitions for Youth Labour in Europe,http://www.style-research.eu/,,
NANOFOL,Folate based nanobiodevices for integrated diagnosis therapy targeting chronic inflammatory diseases,http://www.nanofol.eu/,,
NOPOOR,Enhancing Knowledge for Renewed Policies against Poverty,http://www.nopoor.eu/,,
INNOSEC,INNOvation Management Models for SECurity Organizations,http://www.innosec-project.eu/,,
HI-MICRO,High Precision Micro Production Technologies,http://www.hi-micro.eu/,,
MARS,Managing Aquatic ecosystems and water Resources under multiple Stress,http://www.mars-project.eu/,,
DEPLOYTECH,Large Deployable Technologies for Space,http://www.surrey.ac.uk/ssc/research/space_vehicle_control/deploytech/,,
MACC II,Monitoring Atmospheric Composition and Climate Interim Implementation,http://www.gmes-atmosphere.eu/,,
NANOTOTOUCH,Nanosciences Live in Science Centres and Museums,http://www.nanototouch.eu/,,
TEMPER,TEMPORARY VERSUS PERMANENT MIGRATION,http://www.temperproject.eu/,,
AXIOMA,Smart release of biocides in finishing materials for the sector of construction,http://www.axioma-project.eu/,,
IDIRA,Interoperability of data and procedures in large scale multinational disaster response actions,http://www.idira.eu/,,
AT~SEA,ADVANCED TEXTILES FOR OPEN SEA BIOMASS CULTIVATION,http://www.atsea-project.eu/,,
ETCETERA,Evaluation of critical and emerging technologies for the elaboration of a security research agenda,http://www.etcetera-project.eu/,,
A-FOOTPRINT,Ankle and Foot Orthotic Personalisation via Rapid Manufacturing,http://www.afootprint.eu/,,
COCOPS,Coordinating for Cohesion in the Public Sector of the Future,http://www.cocops.eu/,,
NEAT,Nanoparticle Embedded in Alloy Thermoelectrics,http://www.neat-project.eu/,,
MICROME,The Microme Project A Knowledge Based Bioinformatics Framework for Microbial Pathway Genomics,http://www.microme.eu/,,
ROMEO,Replacement and Original Magnet Engineering Options,http://www.romeo-fp7.eu/,,
NUTRITECH,Application of new technologies and methods in nutrition research the example of phenotypic flexibility,http://www.nutritech.nl/nutritech,,
SAFTINSPECT,Ultrasonic Synthetic Aperture Focusing Technique for Inspection of Railway Crossings Frogs,http://www.airtren.com/saftinspect/,,
FLOCK-REPROD,Hormone free non seasonal or seasonal goat reproduction for a sustainable European goat milk market,http://www.flock-reprod.eu/,,
COBACORE,Community Based Comprehensive Recovery,http://cobacore.eu/vde/,,
TOPAS,Tool platform for intelligent Patent Analysis and Summarization,http://www.topasproject.eu/,,
RECLAIM,Reclamation of Gallium Indium and Rare Earth Elements from Photovoltaics Solid State Lighting and Electronics Waste,http://www.re-claim.eu/,,
EASYFRUIT,Active packaging for extended shelf life of peeled and cut fruit,http://www.easyfruit.eu/,,
WAFERLEVELOPTICS,WaferLevelOptics Specific Technological Developments to Create an Intelligent and Scalable Production Platform for Glass Optics Manufacturing,http://www.waferleveloptics.org/,,
MOBILEPASS,A secure modular and distributed mobile border control solution for European land border crossing points,http://mobilepass-project.eu/,,
TRIMAGE,A dedicated trimodality PET MR EEG imaging tool for schizophrenia,http://www.trimage.eu/,,
ETTIS,ETTIS European security trends and threats in society,http://ettis-project.eu/,,
MICROMILK,Nutritional and shelf stable milk by novel microwave processing,http://www.micromilk.fraunhofer.eu/,,
THERMOMAG,Nanostructured energy harvesting thermoelectrics based on Mg2Si,http://thermomag-project.eu/,,
IF REACT,Improved First Responder Ensembles Against CBRN Terrorism,http://www.ifreact.eu/,,
LAMPRE,LAndslide Modelling and tools for vulnerability assessment Preparedness and REcovery management,http://www.lampre-project.eu/,,
CUVITO,Nano structured copper coatings based on Vitolane technology for antimicrobial applications,http://www.cuvito.com/,,
PBSA,PHOTONIC BIOSENSOR FOR SPACE APPLICATION,http://www.pbsa-fp7.eu/,,
SAFEPROTEX,High protective clothing for complex emergency operations,http://www.safeprotex.org/,,
I-PROTECT,Intelligent PPE system for personnel in high risk and complex environments,https://www.i-protect.pl/,,
MASTERSWITCH,Mechanisms to Attack Steering Effectors of Rheumatoid Syndromes with Innovated Therapy Choices,http://www.masterswitchproject.eu/,,
SUPERSONIC,SUPERSONIC DEPOSITION OF NANOSTRUCTURED SURFACES,http://www.supersonic-project.eu/,,
DEMAT,A multi technological approach for Dematerialising the production systems within a view of productive reliable and eco efficient machining processes,http://www.dematproject.eu/,,
EUFODOS,European Forest Downstream Services Improved Information on Forest Structure and Damages,http://www.eufodos.info/,,
µFCU,Miniaturized Flow Control Unit,http://www.microfcu.com/,,
AEROMUCO,AEROdynamic Surfaces by advanced MUltifunctional COatings,http://www.aeromuco.eu/,,
NANOPV,Nanomaterials and nanotechnology for advanced photovoltaics,http://www.sintef.no/Projectweb/nanoPV/,,
SANBOX,Development of an innovative sanitation and wastewater treatment system for remote located tourist facilities,http://sanbox.info/,,
BIOMONAR,Biosensor nanoarrays for environmental monitoring,http://www.sdu.dk/Om_SDU/Institutter_centre/fysik_kemi_og_farmaci/forskning/forskningsgrupper/raewyn_m_town/biomonar,,
RESOLVE,Resolve Chronic Inflammation and Achieve Healthy Aging by Understanding Non regenerative Repair,http://resolve.punkt-international.eu/,,
NANOMICRO,NANO MICRO INTEGRATION IN MICROMANUFACTURING,http://www.nanomicro-project.eu/,,
MEDPRO,Prospective Analysis for the Mediterranean Region,http://www.medpro-foresight.eu/,,
INTEG-RISK,Early Recognition Monitoring and Integrated Management of Emerging New Technology Related Risks,http://www.integrisk.eu-vri.eu/,,
GREENXPO,Maintaining all Green and Ecoinnovation Results in a Living Portal,http://www.greenxpo.eu/,,
SEREN 2,SEcurity REsearch Ncp network phase 2,http://www.seren-project.eu/,,
ROTABOT,The Development of a Next Generation Robotic Milking Parlour,http://rotabot.eu/,,
RECYVAL-NANO,Development of recovery processes for recycling of valuable components from FPDs In Y Nd for the production of high added value NPs,http://www.recyval-nano.eu/,,
MINTWELD,Modelling of Interface Evolution in Advanced Welding,http://www2.le.ac.uk/projects/mintweld/mintweld?uol_r=698857c0,,
MULTI-PART,Multicentre Preclinical Animal Research Team,http://www.dcn.ed.ac.uk/multipart/,,
EHEROES,Environment for Human Exploration and RObotic Experimentation in Space,http://soteria-space.eu/eheroes/html/,,
