,title,projectUrl,acronym,return_code,redirect_url
1884,Entrepreneurship Laboratory for Eastern European Regions,http://enlargenet.org,ENLARGE,200,
1885,Switching Technologies for Optically Labeled Signals,http://noplace.com/,STOLAS,301,http://noplace.com/
1887,Dynamic Organizational Management for Inter-firm Network Orchestrations,http://www.eltrun.gr/,DOMINO,301,http://www.eltrun.gr/
1888,Technical Drawings Understanding for the Blind,http://www.tzi.de/404.html,TEDUB,302,http://www.tzi.de/404.html
1893,GEographically relevant information for moBile users in Protected AReas,http://webparkservices.info/,WEBPARK,301,http://webparkservices.info/
1894,SMARTSKETCHES: A multimodal approach to improve usability in the early stages of product design,http://smartsketches.inesc-id.pt/,SMARTSKETCHES,200,
1895,"Exploitation, Promotion and Support for Integrated Machine Vision",http://www.eutist-imv.com/,EXPANSIV,200,
1898,"Statistical Indicators for the Information Society-Measuring Forms, Content, Strategy and Impacts of B2B E-Commerce",http://www.b2b-metrics.de/,B2B METRICS,301,http://www.b2b-metrics.de/
1903,CRITICAL RESOURCE SHARING FOR COOPERATION IN COMPLEX SYSTEMS,https://www.ceid.upatras.gr/webpages/faculty/kakl/crescco/,CRESCCO,302,https://www.ceid.upatras.gr/webpages/faculty/kakl/crescco/
1906,Web Delivering of Music Scores,http://www.wedelmusic.org/,WEDELMUSIC,200,
1909,Assessing and MonitoriNg the environmental Impact of mining activities in Europe using advanced Earth Observation techniques,http://www.brgm.fr/mineo,MINEO,200,
1913,The Universal Exchange for Pan-European Higher Education,http://www.ist-universal.org,UNIVERSAL,200,
1918,HIERATICAL TESTING STRATEGY FOR SAFE COMPONENTS,http://www.qualityobjects.com/horoscopeweb/inbex.htm,HOROSCOPE,302,
1920,Development of virtual jewellery shopping catalogues linked to CAD/CAM to increase product innovation,http://www.vjsc.com,VJSC,200,
1921,Innovative Teaching and Learning Environments for Schools,http://www.itales.com,ITALES,200,
1922,NSF-EC Understanding on Co-operation in Information Technologies- Strategic Research Workshops,http://www.ercim.eu/EU-NSF/,NSF-EC WORKSHOPS,301,http://www.ercim.eu/EU-NSF/
1923,SODA. Integration and exploitation of networked solar radiation Databases for environment monitoring,http://www.armines.org,SODA,200,
1928,OntoWeb: Ontology-based information exchange for knowledge management and electronic commerce,http://www.ontoweb.org,ONTOWEB,200,
1932,Validation of critical software by static analysis and abstract testing,http://www.di.ens.fr/~cousot/projects/DAEDALUS/index.shtml,DAEDALUS,200,
1933,Safe Food Enhancement System,http://www.vanhelsing.com,SAFES,200,
1934,Dialogues in the Home Machine Environment,http://www.ling.gu.se/projekt/dhomme/,D'HOMME,200,
1939,Virtual Manipulation to simulate Machine-Tool's Processes,http://www.virtool.com/,VIRTOOL,200,
1941,Demonstrating and promoting the take-up of new ways of FLEXIBLE WORKING among outlying regions and SMEs.,http://www.flexwork.eu.com/,FLEXWORK,200,
1943,People and Knowledge Cross Lingual Information Gathering,http://www.interpeking.com/,PEKING,200,
1944,Statistical Indicators for Benchmarking the Information Society,http://www.sibis-eu.org,SIBIS,200,
1945,K2: knowledge square,http://www.know-2.org,K2,200,
1946,Foetal Malformation - Ultrasonography training networking platform,http://www.eu-projects.com/fmultra/uk.htm,FM-ULTRANET,200,
1947,Next Generation Networks Laboratory,http://www.ngnlab.org/,NGN LAB,200,
1951,Distant learning brokerage environment for life long training of individuals with emphasis in socially excluded communities,http://www.hope-project.org,HOPE,200,
1952,Video Wizard,http://www.video-wizard.com/,VIZARD,200,
1956,Dependability Development Support Initiative,http://www.ddsi.org,DDSI,200,
1957,Experiment baSed cross fertilisation And Dissemination of REquirements gathering Techniques,http://www.redest.net/,REDEST,200,
1958,Network for Automated Geometry Extraction from Seismic,http://www.slb.com/?id=id1168492,NETAGES,301,http://www.slb.com/?id=id1168492
1960,Low Cost satellite based train location system for signalling and train PROtection for Low density railway lines,http://www.locoprol.org,LOCOPROL,200,
1961,OpenMath Thematic Network,http://www.nag.co.uk/projects/openmath.html,OPENMATH,200,
1962,New E-Work Techniques in Micro-Enterprises,http://www.openuniversity.edu/welcome/die-open-university-in-deutschland?country=germany&ONBAN=global-Hamburg-Rd&MEDIA=global-Hamburg-Rd_Radio_234&utm_source=Hamburg-Rd&utm_medium=Radio&utm_campaign=Hamburg_radio_July15,NEWTIME,301,http://www.openuniversity.edu/welcome/die-open-university-in-deutschland?country=germany&ONBAN=global-Hamburg-Rd&MEDIA=global-Hamburg-Rd_Radio_234&utm_source=Hamburg-Rd&utm_medium=Radio&utm_campaign=Hamburg_radio_July15
1963,Multiple-site Environment for Testing Systems with Embedded Software,http://www.tecnalia.com/es/,METSES,301,http://www.tecnalia.com/es/
1965,Safe and Comfortable Driving based upon inter-vehicle communication,http://www.cartalk2000.net,CARTALK 2000,200,
1966,System for effective Assessment of driver vigilance and Warning According to traffic risK Estimation,http://www.awake-eu.org,AWAKE,200,
1971,Simulation and IT-Solutions: Applications in the Baltic Ports? Areas of the Newly Associated States,http://www.baltports-it.com,BALTPORTS-IT,200,
1975,Fast translator supporting b2b-Asp applications,http://www.hugedomains.com/domain_profile.cfm?d=opifici&e=com,FASP,302,http://www.hugedomains.com/domain_profile.cfm?d=opifici&e=com
1978,A Virtual Marketplace For The Implementation Of Healthy Nutritional Plans,http://www.healthy-market.org,HEALTHY-MARKET,200,
1980,Information on Interactive Electronic Publishing,http://www.elpub.org/base07.htm,INFORM,200,
1981,Feedback-Operated User iNterface for Design and Image reTrieval,http://homepages.cwi.nl/~foundit/homepage.html,FOUNDIT,301,http://homepages.cwi.nl/~foundit/homepage.html
1983,Information Visualisation for Site Planning,http://www.domainmarkt.de/invisip.de/direct,INVISIP,302,http://www.domainmarkt.de/invisip.de/direct
1991,Socio-Economic Analysis and Macro-modelling of Adapting to information Technologies in Europe,http://www.seamate.net,SEAMATE,200,
1992,European National Activities for Basic Language Resources,http://www.enabler-network.org,ENABLER,200,
1993,Web Access to Commercial Fairs Through Mobile Agents,http://www.ics.forth.gr/webfair/index.html,WEBFAIR,200,
1994,A humanistic Urban Communal Educational Net,http://in.bgu.ac.il/humsos/edu/futuredu/Pages/default.aspx/edcomnet.html,EDCOMNET,302,http://in.bgu.ac.il/humsos/edu/futuredu/Pages/default.aspx/edcomnet.html
1995,A Multilingual Information Environment for Travel and Tourism Applications,http://www.mietta.info/,MIETTA-II,200,
1998,Benchmarking the Information Society e-Europe Indicators for European Regions,http://www.biser-eu.com,BISER,200,
2000,Learning Citizen Cluster Node,http://www.learningcitizen.net/,LCCN,200,
2007,Development Of A System Of Indicators On Competitiveness And Fiscal Impact On Enterprises Performance,http://www.istat.it/errori/en/,DIECOFIS,302,http://www.istat.it/errori/en/
2008,A Virtual Assistant for Cellular Phones Users and Internauts,http://www.muabantenmien.com/tim-kiem-ten-mien/?st=www.mayva.com,AS AN ANGEL,302,http://www.muabantenmien.com/tim-kiem-ten-mien/?st=www.mayva.com
2010,Port_Of_Rotterdam.Com,https://www.portofrotterdam.com/en,POR.COM,301,https://www.portofrotterdam.com/en
2011,Industrial Embedded Systems,http://www.romaricerche.it,INES,200,
2012,Eye tracking analysis in the evaluation of e-learning systems,http://e-tracking.unipv.it,E-TRACKING,200,
2017,Control and Computation,http://www.dii.unisi.it/~hybrid/cc/,CC,200,
2022,"A computational logic model for the description, analysis and verification of global and open societies of heterogeneous computees.",http://www-lia.deis.unibo.it/Research/Projects/SOCS/,SOCS,200,
2024,Mobile Resource Guarantees,http://groups.inf.ed.ac.uk/mrg/,MRG,200,
2025,European Knowledge Discovery Network of Excellence,http://www.iais.fraunhofer.de/kd.html,KDNET,301,http://www.iais.fraunhofer.de/kd.html
2027,SUStainable TELework - Assessing and Optimising the Ecological and Social Benefits of Teleworking,http://www.sustel.org,SUSTEL,200,
2029,t-learning ? a study into TV-based interactive learning to the home,http://www.pjb.co.uk/t-learning/,T-LEARNING,200,
2035,High Integrity Distributed Object-Oriented Realtime Systems,https://www.aicas.com/cms/,HIDOORS,302,https://www.aicas.com/cms/
2036,Large-scale International Ipv6 Testbed,https://www.6net.org/,6NET,302,https://www.6net.org/
2037,EUROpean IPv6 Internet eXchanges backbone,http://www.euro6ix.org/,EURO6IX,200,
2038,Ultra-wideband Concepts for Ad-hoc Networks,http://www.ucan.biz,U.C.A.N.,200,
2044,Universal Remote Signal Acquisition For hEalth,http://www.tesa.prd.fr/,U-R-SAFE,302,http://www.tesa.prd.fr/
2046,Lexica and Corpora for Speech-to-Speech Translation Technologies,http://www.lc-star.com/,LC-STAR,200,
2050,A dynamic management methodology which fosters disruptive innovation in smart organisations,http://www.disruptit.org/,DISRUPT- IT,200,
2052,NEXT TTA - High-Confidence Architecture for Distributed Control Applications,http://www.cheshirehenbury.com/europeanprojects/ist11922.html,NEXT TTA,200,
2053,Distributed control and stochastic analysis of HYBRId systEms supporting safety critical real-time systems desiGn,http://hybridge.nlr.nl/,HYBRIDGE,302,http://hybridge.nlr.nl/
2054,A Governmental Knowledge-based Platform for Public Sector Online Services,http://www.dual-citizenship.com/,SMARTGOV,301,http://www.dual-citizenship.com/
2058,Real Time COordination and control of Multiple heterogeneous unmanned aerial vehiclES,http://www.comets-uavs.org/,COMETS,200,
2067,"Thematic network: strategies for regional sustainable development, an integrated approach beyond best practices",http://www.iccr-international.org/regionet/,REGIONET,200,
2070,Algal introductions to european shores,http://bos.uniovi.es/,ALIENS,301,http://bos.uniovi.es/
2072,Copenhagen biosystematics centre,http://www.zmuc.dk/commonweb/COBICE.htm,ACCESS TO COBICE,200,
2073,Laboratori nazionali di legnaro del 'infn,http://www.lnl.infn.it/,LNLBEYONDY2K,200,
2075,Fire star : a decision support system for fuel management and fire hazard reduction in mediterranean wildland-urban interfaces,http://www.eufirestar.org,FIRE STAR,200,
2077,Characterisation of the baltic sea ecosystem: dynamics and function of coastal types,http://www.dmu.dk/1_Viden/2_Miljoe-tilstand/3_vand/4_Charm/charm_main.htm,CHARM,200,
2079,New strategy of monitoring and management of habs in the mediterranean sea,http://cordis.europa.eu/eesd/ka3/projects.htm,STRATEGY,200,
2082,Urban development towards appropriate structures for sustainable transport,http://www.ecocityprojects.net,ECOCITY,200,
2084,"Participation, leadership, and urban sustainability",http://www.plus-eura.org,PLUS,200,
2086,REal COst Reduction of Door-to-door Intermodal Transport,http://www.recordit.org,RECORDIT,200,
2087,Integrated geophysical techniques for surveying and quantifying potentially polluted sediments in european waterways,http://www.geowaters.com/,GEOWATERS,200,
2091,Multi Fuel Operated Integrated Clean Energy Process: Thermal Desorption Recycle-reduce-reuse Technology,http://www.3ragrocarbon.com,TDT-3R MULTI FUEL,200,
2092,A Scaleable Monitoring Platform for the Internet,https://www.ist-scampi.org/,SCAMPI,302,https://www.ist-scampi.org/
2093,Mirror World Communities of Practice for Learning and Innovation in Natural Science,http://www.syntax.gr,MIRROR,200,
2095,"MyFashion.eu - Added Value for the Consumer Through Integrated, Extended Fashion Products",http://data.fir.de/projektseiten/myfashion/,MYFASHION.EU,302,http://data.fir.de/projektseiten/myfashion/
2096,European initiative for a Citizen digital ID solution,http://electronic-identity.org/,EUCLID,301,http://electronic-identity.org/
2099,Intelligent Knowledge Assets Sharing and Trading,http://www.inkass.com,INKASS,200,
2102,Coevolution and self-organization in dynamical networks,http://www.cosinproject.org/,COSIN,200,
2104,Mathematics On the Web: Get it by Logic and Interfaces,http://mowgli.cs.unibo.it/,MOWGLI,200,
2106,INFOMIX: Boosting information integration,https://sv.mat.unical.it/infomix/,INFOMIX,302,https://sv.mat.unical.it/infomix/
2109,Video monitoring of littoral processes in support of coastal-zone management.,http://cordis.europa.eu/eesd/ka3/projects.htm,COASTVIEW,200,
2115,Generic Systems Supervision,http://genesys.sztaki.hu/,GENESYS,200,
2118,Ecommerce enabled Demand Responsive Urban Logistic,http://www.edrul.org,EDRUL,200,
2119,Flexible Agency for collective demand-responsive Mobility Services,http://www.famsweb.com,FAMS,200,
2120,A networked training initiative for embedded systems design,http://antitesys.alari.ch/,ANTITESYS,200,
2126,Integrated Air Traffic Control wake vortex safety and capacity system,http://atcwake.nlr.nl/,ATC-WAKE,301,http://atcwake.nlr.nl/
2130,E-Factors: A Thematic Network in E-Business Models,http://www.e-factors.net/,E-FACTORS,301,http://www.e-factors.net/
2132,Prospective analysis on the relationships and synergy between MEDical informatics and BIOINFOrmatics,http://bioinfomed.isciii.es,BIOINFOMED,200,
2135,Intracorporeal VideoProbe,http://ivp.ims-chips.de,IVP,200,
2136,Advanced reliability qualification and monitoring equipment assessment,http://www.setnet.org/Research/MIDAS.htm,MIDAS,200,
2142,Component BaSEd innovation NETwork,http://www.cbsenet.org,CBSENET,200,
2143,MINERVA - MInisterial NEtwoRk for Valorising Activities in digitisation,http://www.minervaeurope.org,MINERVA,200,
2145,Integrated Platform for Location-Based Services,http://www.igloo.com/domain/polos.org,POLOS,302,http://www.igloo.com/domain/polos.org
2146,REAL time visualization of complex REFLECTance behaviour in virtual prototyping,http://cg.cs.uni-bonn.de/project-pages/RealReflect/default.html,REALREFLECT,200,
2150,Component based open source architecture for distributed telecom applications,http://coach.objectweb.org/,COACH,200,
2151,Business Mobile Agent Networks,http://www.b-man.org,B-MAN,200,
2153,Facilitating Co-operation amongst European Public Administration employees through a Unitary European Network Architecture and the use of Interoperable Middleware Components,http://www.eu-publi.com,EU-PUBLI.COM,200,
2161,W3C Semantic Web Advanced Development for Europe,http://www.w3.org/2001/sw/Europe/,SWAD-EUROPE,301,http://www.w3.org/2001/sw/Europe/
2163,Semantic and Content-based mULtimedia exPloiTation for EURopean benefit,http://www.sculpteurweb.org/,SCULPTEUR,200,
2165,European consortium of laboratories for earthquake and dynamic experimental research,http://www.lnec.pt/pt/,ECOLEADER-LIS,302,http://www.lnec.pt/pt/
2172,Monolithic Above IC Resonator Technology for Integrated Novel Architecture in mobile and wireless communication,http://www.isen.fr/martina,MARTINA,200,
2174,INFOGENMED: A virtual laboratory for accessing and integrating genetic and medical information for health applications,http://www.infogenmed.net,INFOGENMED,200,
2177,Composition Of Mobile Pre-trip On-trip SErvices,http://galileo.cs.telespazio.it/compose/,COMPOSE,301,http://galileo.cs.telespazio.it/compose/
2178,An intelligent wearable device for health monitoring during pregnancy,http://galileo.cs.telespazio.it/compose/,LIFEBELT,301,http://galileo.cs.telespazio.it/compose/
2181,Advanced Methods for Timed Systems,http://ametist.cs.utwente.nl,AMETIST,200,
2182,EUROpean railway open MAINtenance system,http://www.euromain.org,EUROMAIN,200,
2183,Design of Embedded Controllers for Safety Critical Systems,http://www.columbus.gr/finalreport/welcome.htm,COLUMBUS,200,
2185,"Web Accessibility Initiative: Training, Implementation, Evaluation and Support",http://www.w3.org/WAI/TIES/,WAI-TIES,301,http://www.w3.org/WAI/TIES/
2188,Decision support tools and methods for management and measurement of intellectual assets across cooperative networks,http://eu-plexus.com/,PLEXUS,301,http://eu-plexus.com/
2189,The Digital Culture Forum,http://www.digicult.info,DIGICULT FORUM,200,
2190,Professional and Ethical Codes for Technology-relatedSocio-Economic Research,http://www.respectproject.org,RESPECT,200,
2192,BIO-mimetic structures for LOComotion in the Human body,http://www.ics.forth.gr/bioloch/,BIOLOCH,200,
2196,CONVOLUTION AER VISION ARCHITECTURE FOR REAL-TIME,http://www.imse-cnm.csic.es/404.php,CAVIAR,302,http://www.imse-cnm.csic.es/404.php
2198,Real-time Spiking Networks for Robot Control,http://www.spikeforce.org/,SPIKEFORCE,200,
2199,Open Components for Embedded Real-time Applications,http://www.ocera.org,OCERA,200,
2208,Voicexml trial for an open source reference implementation,http://www.publicvoicexml.org,PUBLICVOICEXML,200,
2211,Acceleration of Innovative ideas to Market,https://www.atb-bremen.de:443/projects/aim/,AIM,301,https://www.atb-bremen.de:443/projects/aim/
2212,Collaborative Development of Tools and Dies in SMEs networks,http://www.cdie.de/de/,CDIE,301,http://www.cdie.de/de/
2214,CRICKET INSPIRED PERCEPTION AND AUTONOMOUS DECISION AUTOMATA,http://www.bionics-cicada.org/,CICADA,301,http://www.bionics-cicada.org/
2215,COllaborative Learning and Distributed Experimentation,http://www.coldex.info,COLDEX,200,
2218,Application service providers network,http://www.archimedia.gr/,ASP-NET,301,http://www.archimedia.gr/
2219,Experimental structural analysis of advanced composites,http://www.exsacom.de/en/,EXSACOM,303,http://www.exsacom.de/en/
2228,European TECH Venturing Programme,http://www.e-unlimited.com/home/home-public.aspx,TECHFORUM,302,http://www.e-unlimited.com/home/home-public.aspx
2234,"Business, Policy and Research implications of LOGISTICS in the e-economy environment",http://www.bpr-logistics.trans.aueb.gr/default.htm,BPR LOGISTICS,301,http://www.bpr-logistics.trans.aueb.gr/default.htm
2235,Development of monotoring quidelines and modelling tools for environmental effects from Mediterranean aquaculture,http://www.hugedomains.com/domain_profile.cfm?d=meramed&e=com,MERAMED,302,http://www.hugedomains.com/domain_profile.cfm?d=meramed&e=com
2238,Middleware technologies for ADAPTive and composable distributed components,http://lsd.ls.fi.upm.es/adapt/adapt,ADAPT,301,http://lsd.ls.fi.upm.es/adapt/adapt
2241,Middleware for compassable and Dynamically Adaptable Services,http://boise.namedisplay.com/wp-signup.php?new=www.newcastle.research.ec.org,MIDAS,302,http://boise.namedisplay.com/wp-signup.php?new=www.newcastle.research.ec.org
2242,ACE-GIS: Adaptable and Composable E-commerce and Geographic Information Services,http://www.acegis.net,ACE-GIS,200,
2243,Optical isolater monolithically integrated with DFB-laser.,http://noplace.com/,ISOLASER,301,http://noplace.com/
2244,User Group for Process Simulation European Research + Device Simulation,http://www.iis-b.fhg.de/en/arb_geb/upper_plus.htm,UPPER+,200,
2246,RoadMAP design for collaborative Virtual Organizations in dynamic business ecosystems,http://www.vomap.org,VOMAP,200,
2247,FILM RESTORATION AND CONSERVATION STRATEGIES,http://company.theseoexpertsydney.com.au/index.html,FIRST,301,http://company.theseoexpertsydney.com.au/index.html
2248,Development of a CYBERnetic HAND prosthesis,http://www-arts.sssup.it/Cyberhand/,CYBERHAND,200,
2250,Microfluidics Roadmap,http://www.microfluidics-roadmap.com,FLOWMAP,200,
2255,Intersection algorithms for geometry based IT-applications using approximate algebraic methods,http://www.sintef.no/IST_GAIA,GAIA II,200,
2259,Health Early Alarm Recognition And Telemonitoring System,http://www.datamat.it/,HEARTS,301,http://www.datamat.it/
2261,End-User DevelopmENT - Empowering people to flexibly employ advanced information and communication technology,http://giove.cnuce.cnr.it/eud-net.htm,EUD-NET,200,
2262,Roadmap for ICT solutions for Rural Areas and Maritime Regions,http://www.ruralwins.org/,RURAL WINS,200,
2270,IMPROVING ACCESS OF ASSOCIATED STATES TO ADVANCEDCONCEPTS IN MEDICAL TELEMATICS,http://ww2.pro-access.org/,PRO-ACCESS,302,http://ww2.pro-access.org/
2274,Active Environment for Health Promotion and Disease Prevention,http://www.active-health.info,ACTIVE HEALTH,200,
2275,Strategic Roadmap for Crypto,http://www.stork.eu.org/index.html,STORK,302,http://www.stork.eu.org/index.html
2280,Open Computing GRID for Molecular Science and Engineering,http://www.openmolgrid.org,OPENMOLGRID,200,
2285,ICTP Schools in Mathematics,http://www.ictp.trieste.it/404-page.aspx,,302,http://www.ictp.trieste.it/404-page.aspx
2286,5th Carolus Magnus Euro Summer School on Plasma and Fusion Energy Physics,http://www.carolusmagnus.net/,,200,
2289,A Virtual Storyboarding Tool for Advertising,http://www.visions4d.com/,VISTA,200,
2291,A VR based system to allow matching of an optimum interface to a User of Assistive Technology,http://www.i-match.org,I-MATCH,200,
2292,European federated mammogram database implemented on a GRID structure,http://mammogrid.vitamib.com,MAMMOGRID,200,
2293,Inclusive Design Curriculum Network,https://imergo.com/legacy/idcnet/,IDCNET,301,https://imergo.com/legacy/idcnet/
2295,Trusted and QoS-Aware Provision of Application Services,http://boise.namedisplay.com/wp-signup.php?new=www.newcastle.research.ec.org,TAPAS,302,http://boise.namedisplay.com/wp-signup.php?new=www.newcastle.research.ec.org
2296,APNEE Take Up - trials,http://apnee.org/,APNEE-TU,301,http://apnee.org/
2297,An Integrated Distributed Environment for Application Services in e-Health,http://www.ideas-eHealth.upv.es,IDEAS,200,
2300,Optical Fibre Sensors For Small Office Home Office,http://www.tid.es/,OFFSSOHO,301,http://www.tid.es/
2302,Adaptive Zones for Interregional Electronic Commerce based on the concepts of Request-Based Virtual Organizations and sector-specific Service Level Agreements,http://lauraproject.net/,LAURA,301,http://lauraproject.net/
2304,The Information Society as a Complex System,http://www.iscom.unimo.it/,ISCOM,200,
2305,Artificial Life Control in Mixed-Societies,http://leurre.ulb.ac.be/index2.html,LEURRE,200,
2306,Development and Analysis of Left-Handed Materials,http://esperia.iesl.forth.gr/~ppm/DALHM/,DALHM,200,
2309,Roadmap to Communicating Knowledge Essential for the indusTrial environment,http://www.acten.net/,ROCKET,200,
2311,Optimised expert system for conducting environmental assessment of urban road traffic,http://www.eu-oscar.org,OSCAR,200,
2312,"The Deep Earth: Theory, Experiment and Observation",http://www.esf.org/home.html,,301,http://www.esf.org/home.html
2313,Atrial Fibrillation - Implications of Basic Research and Novel Curative Approaches Interventional therapy of atrial tachyarrhythmias,http://WWW.MEDIZIN.UNI-TUEBINGEN.DE,,200,
2315,EU advanced course in integrated assessment methodology,http://www.icis.unimaas.info/,,301,http://www.icis.unimaas.info/
2316,"Transnational mobility and security: conceptual frames, experiences and new perspectives for the European Union",http://www.unifi.it/,,301,http://www.unifi.it/
2317,Symmetries and Integrability of Difference Equations,http://www.esf.org/home.html,,301,http://www.esf.org/home.html
2318,Europe under Dictatorship: Economic Control and Law,http://www.esf.org/home.html,,301,http://www.esf.org/home.html
2319,Theoretical and Experimental Linguistics: The Syntax of Impaired Language,http://www.esf.org/home.html,,301,http://www.esf.org/home.html
2320,Cellular and Molecular Basis of Regeneration,http://www.esf.org/home.html,,301,http://www.esf.org/home.html
2321,Cluster - Surface Interactions,http://www.esf.org/home.html,,301,http://www.esf.org/home.html
2322,Neuroendocrine-immune Interactions,http://www.esf.org/home.html,,301,http://www.esf.org/home.html
2324,"Mind, Language and Metaphor",http://www.esf.org/home.html,,301,http://www.esf.org/home.html
2325,Isaac Newton institute for mathematical sciences Euro workshops in mathematical sciences framework five series three,http://www.newton.ac.uk/,,302,http://www.newton.ac.uk/
2329,6th International meeting on Ribonucleases,http://rnase2002.bath.ac.uk,,200,
2330,"EuroConference on ""Symbiotic stars probing stellar evolution""",http://www.ing.iac.es/conferences/symbiotics/,,200,
2331,"International high energy physics conference of the European physical society Aachen, July 16-23, 2003",http://accms04.physik.rwth-aachen.de/~berger/,,301,http://accms04.physik.rwth-aachen.de/~berger/
2332,International symposium on electro kinetic phenomena,http://www.ik-pan.krakow.pl,,200,
2334,Evaluation of sustainability / European Conferences,http://www.sustainability.eu/,,302,http://www.sustainability.eu/
2336,"Modern EPR spectroscopy-methodology and applications in physics, chemistry and biology",http://www.weizmann.ac.il/pages/page-not-found,,302,http://www.weizmann.ac.il/pages/page-not-found
2337,Towards a European curriculum,http://www.ecla.de,,200,
2340,"Modelling addiction: How closely do genetic, neurochemical, electrophysiological, and behavioral experimental models predict human patterns of abuse and dependence?",http://www.scicons.com/conferences.htm,,200,
2343,"European Integration, Regional Convergence, Location of Industrial Activity and Labour Markets Adjustment",https://www.zei.uni-bonn.de/,,302,https://www.zei.uni-bonn.de/
2348,European joint conferences on theory and practice of software 2003 - support for young researchers,http://www.mimuw.edu.pl/~tarlecki/,,302,http://www.mimuw.edu.pl/~tarlecki/
2349,Sixth Carolus Magnus Euro summer school on plasma and fusion energy physics,http://fusion.rma.ac.be,,200,
2350,European Meeting of statisticians 2002 - Prague,http://www.utia.cz,,200,
2352,"International Conference on ""Integrative Approaches Towards Sustainability"" (Baltic Sea Region taking the lead)",http://home.lu.lv/~asi/conference.htm,,301,http://home.lu.lv/~asi/conference.htm
2353,"Interdisciplinary Crystallographic Contributions to Physical and Life Sciences: Techniques, Analysis, Synthesis, New Compounds",http://crystalerice.org/2016/,,301,http://crystalerice.org/2016/
2354,"Interdisciplinary Crystallographic Contributions to Physical and Life Sciences : Techniques, Analysis, Synthesis, New Compounds",http://crystalerice.org/2016/,,301,http://crystalerice.org/2016/
2355,Quantum gases in low dimensions,http://www.lptmc.jussieu.fr/users/pricoupenko,,302,http://www.lptmc.jussieu.fr/users/pricoupenko
2356,Dark Matter and Dark Energy in the Universe,http://www.iac.es/estudiantes.php?op1=120&op2=36&lang=en/Programas.html,,302,http://www.iac.es/estudiantes.php?op1=120&op2=36&lang=en/Programas.html
2357,"13th International Conference on Cytochromes P450: biochemistry, biophysics, and drug metabolism",http://www.upol.cz,,200,
2359,Biodiversity of coastal marine ecosystems. A functional approach to coastal marine biodiversity,https://nioo.knaw.nl/,,301,https://nioo.knaw.nl/
2360,Polar Regions and Quaternary Climate,http://www.esf.org/home.html,,301,http://www.esf.org/home.html
2361,"Poisson Geometry, Deformation Quantisation and Group Representations.",http://homepages.ulb.ac.be/~sgutt/,,200,
2362,Lifecycle Design for Global Collaborative Production,http://www.licopro.com,LICOPRO,200,
2363,IPv6 QoS Measurement,http://www.licopro.com,6QM,200,
2364,"Euro summer school field theory of quantum coherence, correlations, and mesoscopics",http://www.lancaster.ac.uk/physics/,,301,http://www.lancaster.ac.uk/physics/
2369,Biological Surfaces and Interfaces,http://www.esf.org/home.html,,301,http://www.esf.org/home.html
2371,Emergent Materials and Highly Correlated Electrons,http://www.th.ph.bham.ac.uk/staff/schofield/,,302,http://www.th.ph.bham.ac.uk/staff/schofield/
2373,"Second International POMI-Conference 2003 ""Arctic-Alpine ecosystems and people in a changing environment""",http://www.npolar.no/no/,,301,http://www.npolar.no/no/
2374,6th Jenner meeting on glycobiology and medicine,https://www.rsm.ac.uk/sections/sections-and-networks-list/clinical-immunology-allergy-section.aspx,,301,https://www.rsm.ac.uk/sections/sections-and-networks-list/clinical-immunology-allergy-section.aspx
2375,Euroconference on dendrimer soft self-assembly systems,http://www.hull.ac.uk/chemistry/,,200,
2376,Chemistry and Physics of Multifunctional Materials,http://www.esf.org/home.html,,301,http://www.esf.org/home.html
2377,Molecular Crystal Engineering,http://www.esf.org/home.html,,301,http://www.esf.org/home.html
2379,NMR in Molecular Biology,http://www.esf.org/home.html,,301,http://www.esf.org/home.html
2382,Euromech fluid mechanics conference,https://www.imft.fr/,,302,https://www.imft.fr/
2384,"Frontiers in Number Theory, Physics and Geometry",http://www.phys.ens.fr/~H03/,,302,http://www.phys.ens.fr/~H03/
2385,"5th International Conference on Hydroscience and Engineering, Warsaw University of Technology, Warsaw, Poland, September 18-21, 2002",http://iche2002.pl/,,301,http://iche2002.pl/
2386,High-level training on electron liquid model for young researchers,http://www.sif.it,,200,
2387,High-level training on complex systems and materials for young researchers,http://www.sif.it,,200,
2388,International congress of mathematical physics Lisbon 2003,http://icmp2003.net,,200,
2393,The economics of cities and regions: European integration and new technologies,http://cepr.org/,,301,http://cepr.org/
2394,EU evaluation policy discussing the evaluation of EU programs and defining prospects for the future,http://www.uab.cat/,,301,http://www.uab.cat/
2395,Baltic lab course 2003: Neurodegeneration: basic and clinical sciences,http://www.neurologie-kiel.uk-sh.de/,,302,http://www.neurologie-kiel.uk-sh.de/
2400,Hearing and vision technologies: state of the art and new challenges,http://www.gla.ac.uk/schools/engineering/,,301,http://www.gla.ac.uk/schools/engineering/
2403,2nd International Conference on The Navier-Stokes Equations: Theory and Numerical Methods,https://www.mate.polimi.it/varenna2000/,,302,https://www.mate.polimi.it/varenna2000/
2405,Biology of Type IV Secretion Processes,http://www.esf.org/home.html,,301,http://www.esf.org/home.html
2407,"Biomathematics Euro Summer School on ""Dynamical Models for Medicine and Physiology"", Urbino, July 2002.",http://biomat1.iasi.cnr.it/biomatematica/,,302,http://biomat1.iasi.cnr.it/biomatematica/
2408,"Euro Summer School ""Galaxies at High Redshift""",http://www.iac.es/index.php?lang=en,,302,http://www.iac.es/index.php?lang=en
