,title,projectUrl,acronym
7714,Location Aware Visually Enhanced Ubiquitous Services,http://loveus.intranet.gr/,LOVEUS
7738,Lexica and Corpora for Speech-to-Speech Translation Technologies,http://www.lc-star.com/,LC-STAR
7739,Mobile in-Exhibition PRovision of Electronic Support Services,http://mexpress.intranet.gr,MEXPRESS
7740,seamlEss multimedia serVices Over alL IP-based infrastrUcTurEs,http://evolute.intranet.gr,EVOLUTE
7741,Global Electronic Medium Constallation for Dynamic Content Integration,http://gemini.intranet.gr/,GEMINI
7743,A dynamic management methodology which fosters disruptive innovation in smart organisations,http://www.disruptit.org/,DISRUPT- IT
7746,BusIness ONtologies for dynamic web environments,http://www.ist-bizon.org,BIZON
7748,NEXT TTA - High-Confidence Architecture for Distributed Control Applications,http://www.cheshirehenbury.com/europeanprojects/ist11922.html,NEXT TTA
7749,Distributed control and stochastic analysis of HYBRId systEms supporting safety critical real-time systems desiGn,http://www.nlr.nl/public/hosted-sites/hybridge/,HYBRIDGE
7751,A Governmental Knowledge-based Platform for Public Sector Online Services,http://www.smartgov-project.org/,SMARTGOV
7756,KNOWLEDGE APPLICATIONS FOR COLLABORATIVE ORGANISATIONAL NETWORKS,http://www.knowlaboration.net,KNOWLABORATION
7758,Core for Ambient and Mobile intELLigent Imaging Applications,http://www.extra.research.philips.com/euprojects/camellia/,CAMELLIA
7759,AGENT-based arChitecture fOr numerical Simulation,http://www.lfpt.rwth-aachen.de/COGents/,COGENTS
7773,Real Time COordination and control of Multiple heterogeneous unmanned aerial vehiclES,http://www.comets-uavs.org/,COMETS
7774,Integrated Digital Conferencing,http://indico.sissa.it/,INDICO
7775,Very high resolution real-time graphic interaction for the mediaIndustries,http://www.speedfx.org,SPEED-FX
7787,Network of Excellence on broadband Fiber Radio Techniques and its Integration Technologies,http://www.ist-nefertiti.org,NEFERTITI
7789,Power Aware Communications for Wireless OptiMised personel Area Network,http://www.imec.be/pacwoman/,PACWOMAN
7790,Ontology-based electronic integration of complex products and value chains,http://www.cs.vu.nl/~obelix/,OBELIX
7792,MOBILE ADAPTIVE PROCEDURE,http://www.map-project.net,MAP
7804,"Actinide user laboratory at institute for transuranium elements, karlsruhe",http://itu.jrc.cec.eu.int/ACTINIDES_USER_LABORATORY/actinides_userlab.html,ACTINIDE USER LAB
7810,Anti-infectious immune effectors in marine invertebrates: characterization and application for disease control in aquaculture,http://www.ifremer.fr/immunaqua/,IMMUNAQUA
7815,"Thematic network: strategies for regional sustainable development, an integrated approach beyond best practices",http://www.iccr-international.org/regionet/,REGIONET
7816,Integrating ecosystem function into river quality assessment and management,http://www.egs.mmu.ac.uk/users/rivfunction/summary.html,RIVFUNCTION
7820,Array of sensors for long term seabed monitoring of geohazards,http://www.ifremer.fr/assem/,ASSEM
7821,Algal introductions to european shores,http://www.uniovi.es/bos/Aliens/E-aliens.htm,ALIENS
7822,International Symposium on Deep-Sea Hydrothermal Vent Biology,http://www.ifremer.fr/2ishvb/,ISHVB
7837,Copenhagen biosystematics centre,http://www.zmuc.dk/commonweb/COBICE.htm,ACCESS TO COBICE
7838,Laboratori nazionali di legnaro del 'infn,http://www.lnl.infn.it/,LNLBEYONDY2K
7839,Sintef multiphase flow laboratory,http://www.iku.sintef.no/SIMlab,SIMLAB
7841,Fire star : a decision support system for fuel management and fire hazard reduction in mediterranean wildland-urban interfaces,http://www.eufirestar.org,FIRE STAR
7845,Enhanced zero discharge seawater desalination using hybrid solar technology,http://www.psa.es/webeng/aquasol/index.html,AQUASOL
7850,Characterisation of the baltic sea ecosystem: dynamics and function of coastal types,http://www.dmu.dk/1_Viden/2_Miljoe-tilstand/3_vand/4_Charm/charm_main.htm,CHARM
7851,Detection and analysis of nutrient limitation in coastal plankton communities across a hierarchy of temporal and physiological-systemic scales,http://www2.fimr.fi/en/tutkimus/tutkimusalueet/muututkimus/danlim.html,DANLIM
7852,New strategy of monitoring and management of habs in the mediterranean sea,http://cordis.europa.eu/eesd/ka3/projects.htm,STRATEGY
7853,"Operational radar and optical mapping in monitoring hydrodynamic, morphodynamic and environmental parameter for coastal management",http://www.scicon.gkss.de/oroma/,OROMA
7854,Urban soils as a source and sink for pollution : towards a common european methodology for the evaluation of their environmental quality as a tool for sustainable resource management,http://urbsoil.paisley.ac.uk/,URBSOIL
7856,Urban development towards appropriate structures for sustainable transport,http://www.ecocityprojects.net,ECOCITY
7857,Empowering neighbourhood through recourse of urban synergies with trades,http://www.entrust.soc.new.net/,ENTRUST
7858,"Participation, leadership, and urban sustainability",http://www.plus-eura.org,PLUS
7862,Managing agrochemicals in multi-use aquatic systems,http://www.mamasproject.org,MAMAS
7884,REal COst Reduction of Door-to-door Intermodal Transport,http://www.recordit.org,RECORDIT
7890,Integrated geophysical techniques for surveying and quantifying potentially polluted sediments in european waterways,http://www.geowaters.com/,GEOWATERS
7894,Sand transport and morphology of offshore sand mining pits/areas,http://sandpit.wldelft.nl/mainpage/mainpage.htm,SAND PIT
7895,A system of hierarchical monitoring methods for assessing changes in the biological and physical state of intertidal areas,http://www.scicon.gkss.de/HIMOM/,HIMOM
7896,Integrated urban governance and air quality management in europe,http://www.integaire.org,INTEGAIRE
7920,Multi Fuel Operated Integrated Clean Energy Process: Thermal Desorption Recycle-reduce-reuse Technology,http://www.3ragrocarbon.com,TDT-3R MULTI FUEL
8038,A Scaleable Monitoring Platform for the Internet,http://www.ist-scampi.org/,SCAMPI
8039,Mirror World Communities of Practice for Learning and Innovation in Natural Science,http://www.syntax.gr,MIRROR
8040,Compliance Assessment for IPCable Components,http://www.cassic.org,CASSIC
8041,"MyFashion.eu - Added Value for the Consumer Through Integrated, Extended Fashion Products",http://www.myfashion.org,MYFASHION.EU
8043,European initiative for a Citizen digital ID solution,http://www.electronic-identity.org,EUCLID
8044,Research On feAsibility of application of Digital MAPs in China,http://roadmap.teleatlas.com,ROADMAP
8045,REGIONAL INDICATORS of e-Government and e-Business in Information Technologies,http://www.uoc.edu/in3/regional,REGIONAL-IST
8046,Intelligent Knowledge Assets Sharing and Trading,http://www.inkass.com,INKASS
8047,Wiring Smart Enterprises in the Digital World through Process Orchestration,http://marketmaker.intracom.gr,MARKET MAKER
8049,Personal Information and Knowledge Organiser Network,http://www.pikon.zia.ms.it,PIKON
8051,Coevolution and self-organization in dynamical networks,http://www.cosinproject.org/,COSIN
8052,HIgh-Capacity space-time Coding for Unprecedented Performance,http://www.eln.polito.it/ricerca/hiccup/,HICCUP
8053,Mathematics On the Web: Get it by Logic and Interfaces,http://mowgli.cs.unibo.it/,MOWGLI
8055,MIniature Co-operative RObots advancing towards the Nano-range,http://wwwipr.ira.uka.de/~micron/,MICRON
8056,INFOMIX: Boosting information integration,http://sv.mat.unical.it/infomix/,INFOMIX
8057,Electron Spin Resonance based Quantum Computing,http://www.infm.it/Uk/Projects/EU_FP5/2002/esrqc.html,ESRQC
8059,Compact modelling of on-chip passive structures at high frequencies,http://www.magwel.com/codestar,CODESTAR
8063,Video monitoring of littoral processes in support of coastal-zone management.,http://cordis.europa.eu/eesd/ka3/projects.htm,COASTVIEW
8064,Isotopic technologies applied to the analysis of ancient roman mortars,http://www.iter-eu.com,ITER
8103,Pan-European harmonisation of vehicle eMERGEncy call service chain,http://www.ertico.com/activiti/projects/e_merge/e_merge.htm,E-MERGE
8104,Enhanced Driver's pErception in poor visibiLity,http://www.edel-eu.org,EDEL
8105,Adaptive Rate-Distortion Optimised sound codeR,http://www.extra.research.philips.com/euprojects/ardor/,ARDOR
8107,ACTual and dynamic MAP for transport telematic applications,http://www.ertico.com/activiti/projects/actMAP/home.htm,ACTMAP
8108,Generic Systems Supervision,http://genesys.sztaki.hu/,GENESYS
8109,MOnitoring the yard in CONtainer TermInals - TrIals,http://www.mocont.org,MOCONT-II
8112,Galileo W-CDMA Integrated Navigation,http://www.gawain-receivers.com,GAWAIN
8114,Ecommerce enabled Demand Responsive Urban Logistic,http://www.edrul.org,EDRUL
8116,Flexible Agency for collective demand-responsive Mobility Services,http://www.famsweb.com,FAMS
8118,A networked training initiative for embedded systems design,http://antitesys.alari.ch/,ANTITESYS
8121,A Platform for Organisationally Mobile Public Employees,http://www.sadiel.es/Europa/pellucid,PELLUCID
8123,"Model-driven Architecture inSTrumentation, Enhancement and Refinement",http://www.esi.es/en/Projects/Master/master.html,MASTER
8124,Formal verification in system level based design,HTTP://www.symbad.org,SYMBAD
8125,INdustry-driven TRAining for Low-power European Designers,http://intraled.polito.it,INTRALED
8126,Enhanced COntrol centres for fixed and Moving Block sIgNalling systEms - 2,http://www.combine2.org,COMBINE 2
8127,Integrated Air Traffic Control wake vortex safety and capacity system,http://hosted.nlr.nl/public/hosted-sites/atc-wake/,ATC-WAKE
8128,Energy Efficient Sensor Networks,http://eyes.eu.org/,EYES
8129,Architecture for Location Based Application of Third geneRation Operation Support Systems,http://www.ist-albatross.org,ALBATROSS
8132,E-learning for microelectronic manufacturing,http://www.e-limm.org/,E-LIMM
8133,E-Factors: A Thematic Network in E-Business Models,http://e-factors.net/,E-FACTORS
8134,Simulation of EnhAnced UMTS access and CORe Networks,http://seacorn.ptinovacao.pt,SEACORN
8135,Prospective analysis on the relationships and synergy between MEDical informatics and BIOINFOrmatics,http://bioinfomed.isciii.es,BIOINFOMED
8136,Supply chain visibility by dynamic consolidation of ROLLING STOCK information,http://www.eu-rollingstock.org,ROLLING STOCK
8137,System design industry council training,http://www.ecsi.org/ecsi/projects/,SYDIC-TRAINING
8138,Intracorporeal VideoProbe,http://ivp.ims-chips.de,IVP
8139,Advanced reliability qualification and monitoring equipment assessment,http://www.setnet.org/Research/MIDAS.htm,MIDAS
8140,High Speed Opto-Electronic Memory Systems,http://www.phy.hw.ac.uk/~phykjs/OIC/HOLMS/,HOLMS
8143,Electronic Pilot Display and Information System,http://www.epdis.de,EPDIS
8144,Advanced Asic cores for OFDM communications,http://cgi.ds2.es/projects/ADOC/ADOC.html,ADOC
8146,TELE-MAintenance and Support through intelligent resource management for ship Operation,http://www.telemas.de,TELEMAS
8147,Connecting All European and South American Researchers,http://www.dante.net/caesar,CAESAR
8150,Component BaSEd innovation NETwork,http://www.cbsenet.org,CBSENET
8348,MINERVA - MInisterial NEtwoRk for Valorising Activities in digitisation,http://www.minervaeurope.org,MINERVA
8349,Shoe Information Network,http://www.inescop.es/shoenet,SHOENET
8350,Integrated Platform for Location-Based Services,http://www.polos.org,POLOS
8353,REAL time visualization of complex REFLECTance behaviour in virtual prototyping,http://cg.cs.uni-bonn.de/project-pages/RealReflect/default.html,REALREFLECT
8354,"Innovative revival of LIFE in ancient frescoS and creation of immerse narrative sPaces, featuring reaL scenes with behavioUr fauna and flora",http://www.miralab.unige.ch/subpages/lifeplus,LIFEPLUS
8355,Mobile Tourism Guide,http://www.motorolatele.com/MOTOnow/,MOBILE TOURIST GUIDE
8356,An innovative Interactive Mobile Advertising Platform,http://www.imapproject.org/imapproject/hmain.jsp,IMAP
8358,Component based open source architecture for distributed telecom applications,http://coach.objectweb.org/,COACH
8360,Business Mobile Agent Networks,http://www.b-man.org,B-MAN
8361,Multimedia GEOinformation for e-Communities in Rural areas with Eco-tourism,http://www.regeo.org,REGEO
8363,Facilitating Co-operation amongst European Public Administration employees through a Unitary European Network Architecture and the use of Interoperable Middleware Components,http://www.eu-publi.com,EU-PUBLI.COM
8366,Interactive Music Tuition System,http://www.exodus.gr/imutus/,IMUTUS
8367,Ecomonic growth and sustainable Mobility supported by Ist at Regional level including SME's,http://www.ncl.ac.uk/torg/Emires,EMIRES
8369,CROSS-BORDER BUSINESS INTERMEDIATION THROUGH ELECTRONIC SEAMLESS SERVICES,http://www.cb-business.com/,CB-BUSINESS
8370,Active Learning for Adaptive Internet,http://www.rtd.softwareag.es/alfanet,ALFANET
8371,GLOBAL FOREIGN TRADE PLATFORM FOR SME,http://212.97.36.222/easytrade/,EASYTRADE
8373,Adaptive 4-D Processing for Digital Ultrasound Medical Systems,http://www.adums.net,ADUMS
8374,Combining Spatial and Semantic Information in ProductData,http://www.spacemantix.org/,SPACEMANTIX
8380,W3C Semantic Web Advanced Development for Europe,http://www.w3.org/2001/sw/europe/,SWAD-EUROPE
8381,Multiplatform e-Publishing for Leisure and Interactive Sports Advertising,http://melisa.intranet.gr/,MELISA
8388,Semantic and Content-based mULtimedia exPloiTation for EURopean benefit,http://www.sculpteurweb.org/,SCULPTEUR
8408,Enel ricerca-area generazione,http://www.pte.it/uk/services/euroflam.html,ENELFLAM
8958,European consortium of laboratories for earthquake and dynamic experimental research,http://www.lnec.pt,ECOLEADER-LIS
8959,Bergen marine food chain research infrastructure,http://www.uib.no/bergenmarine,BERGEN MARINE
8961,"Strategic Roadmap towards Knowledge-Driven """"Sustainable"""" Construction",http://www.roadcon.org/,ROADCON
8962,NEXT Low Power Magnetic Random Access Memory with Optimised Writing Time and Level of Integration.,http://www-leti.cea.fr/commun/europe/next/next.htm,NEXT
8963,Light wave Architectures for the processing of Broadband Electronic Signals,http://labels.upv.es/,LABELS
8966,Network for Agile Methodologies Experience,http://name.case.unibz.it/,NAME
8967,Integrated Opto-Nanomechanical Biosensor for functional Genomic Analysis,http://www.optonanogen.com,OPTONANOGEN
8968,Monolithic Above IC Resonator Technology for Integrated Novel Architecture in mobile and wireless communication,http://www.isen.fr/martina,MARTINA
8970,PRIvacy Enhancement in Data Management in E-Health for GENomic medicine,http://www.prideh.custodix.com,PRIDEH-GEN
8972,INFOGENMED: A virtual laboratory for accessing and integrating genetic and medical information for health applications,http://www.infogenmed.net,INFOGENMED
8974,Provision of microsystems and related TRAINING in EUROpe,http://www.eurotraining.net,EUROTRAINING
8976,Federated Applications Based on Real-time Interacting Components,http://www.extra.research.philips.com/euprojects/fabric/index.htm,FABRIC
9027,Composition Of Mobile Pre-trip On-trip SErvices,http://galileo.cs.telespazio.it/compose,COMPOSE
9028,An intelligent wearable device for health monitoring during pregnancy,http://galileo.cs.telespazio.it/compose,LIFEBELT
9182,Audio eNhancement In secured Telecommunication Applications,http://anita.eads-telecom.com/anita/,ANITA
9184,Federating a Packaging and Interconnection Transeuropean Industrial Activity,http://www.microelectronics-packaging.biz,PATRIA
9187,Advanced Methods for Timed Systems,http://ametist.cs.utwente.nl,AMETIST
9188,EUROpean railway open MAINtenance system,http://www.euromain.org,EUROMAIN
9194,Design of Embedded Controllers for Safety Critical Systems,http://www.columbus.gr/finalreport/welcome.htm,COLUMBUS
9195,The CONFLUENT bridging project: Enabling commercial application of convergent services in collaborative networks of UMTS and DVB-T systems,http://www.brunel.ac.uk/project/confluent,CONFLUENT
9196,"Web Accessibility Initiative: Training, Implementation, Evaluation and Support",http://www.w3.org/wai/ties/,WAI-TIES
9223,ULTRA Wideband Audio Video Entertainment System,http://www.ultrawaves.org,ULTRAWAVES
9224,Assessment of a Network Technology that connects Smart Objects through Surfaces to which they are pin-attached,http://ubicomp.lancs.ac.uk/pin&play/,PIN&PLAY ASSESSMENT
9225,Decision support tools and methods for management and measurement of intellectual assets across cooperative networks,http://www.eu-plexus.com,PLEXUS
9227,The Digital Culture Forum,http://www.digicult.info,DIGICULT FORUM
9234,Professional and Ethical Codes for Technology-relatedSocio-Economic Research,http://www.respectproject.org,RESPECT
9236,ASP-New Game,http://www.asp-ng.eu.org,ASP-NG
9238,BIO-mimetic structures for LOComotion in the Human body,http://www.ics.forth.gr/bioloch/,BIOLOCH
9239,MirrorBot: Biomimetic multimodal learning in a mirror neuron-based robot,http://www.his.sunderland.ac.uk/mirrorbot/,MIRRORBOT
9240,Chiroptera-Inspired Robotic Cephaloid: a Novel Tool for Experiments in Synthetic Biology,http://www.circe-project.org/index.htm,CIRCE
9241,"SenseMaker: A Multi-sensory, Task-specific, Adaptable perception System",http://isel.infm.ulst.ac.uk/sensemaker/,SENSEMAKER
9242,CONVOLUTION AER VISION ARCHITECTURE FOR REAL-TIME,http://www.imse.cnm.es/~bernabe/CAVIAR/,CAVIAR
9243,Approximately Periodic Representation of Stimuli,http://aperest.epfl.ch/,APEREST
9244,Real-time Spiking Networks for Robot Control,http://www.spikeforce.org/,SPIKEFORCE
9245,Open Components for Embedded Real-time Applications,http://www.ocera.org,OCERA
9246,Flexible Integrated Real-Time Systems Technology,http://www.idt.mdh.se/salsart/FIRST,FIRST
9247,"A Standards compliant framework to support complete integrated product life-cycle information Management And electronic commerce foR the furniture manufacturing (FM) industry, in THE advent of the smart enterprises",http://www.smart-fm.funstep.org,SMART FM
9248,Automating target analysis to speed up the dependability analysis of complex real time software modules,http://www.surlog.com/Atasdas/atasdas_consortium.htm,ATASDAS
9255,"Planning, environment, governance & sustainability",http://www.eurocities.org/pegasus/,PEGASUS
9316,A GNU LINUX Audio distribution,http://www.agnula.org/,AGNULA
9317,Advanced Three-dimensional Television System Technologies,http://www.iti.gr/db.php/en/projects/ATTEST.html,ATTEST
9318,"EUPKI, the libre software Public Key Infrastructure",http://www.eupki.org,EUPKI
9319,Open Source Medical Image Analysis,http://www.tina-vison.net/projects/osmia.php,OSMIA
9320,Voicexml trial for an open source reference implementation,http://www.publicvoicexml.org,PUBLICVOICEXML
9323,Consumer Complaint FORM for online resolution mechanisms,http://www.complaintsplatform.org and http://www.complaintsplatform.com,CCFORM
9325,Open Platform for Integration of UMTS Middleware,http://www.ist-opium.org/,OPIUM
9326,Acceleration of Innovative ideas to Market,http://www.atb-bremen.de/projects/aim/,AIM
9327,Collaborative Development of Tools and Dies in SMEs networks,http://www.cdie.de/,CDIE
9328,IMS-NoE,http://www.ims.org/projects/outline/noe.html,IMS-NOE
9333,CRICKET INSPIRED PERCEPTION AND AUTONOMOUS DECISION AUTOMATA,http://www.bionics-cicada.org/index.php,CICADA
9335,COllaborative Learning and Distributed Experimentation,http://www.coldex.info,COLDEX
9391,Metrology in chemistry (MIC),http://irmm.jrc.cec.eu.int/enlargement,
9397,Removal of persistent polar polutants through improved treatment of wastewater effluents,http://www.pthree.de/,P-THREE
9402,Application service providers network,http://www.asp-network.com,ASP-NET
9467,Experimental structural analysis of advanced composites,http://www.exsacom.de,EXSACOM
9468,Transnational access to the free radical research facility @ daresbury,http://www.frrf.dl.ac.uk,FRRF@DARESBURY
9485,Automated Matching of Open Source code,http://www.amosproject.org/,AMOS
9486,ADVanced On-board diagnosis and Control of Autonomous sysTEms,http://www.advocate-2.com/,ADVOCATE II
9488,Modelling And Characterisation for Reliability Of Silicon MEMS,http://www.dolphin.fr/projects/macros/index.php,MACROS
9489,An OPEN source tEchnology for data certIfication Value-aDdEd serviCEs,http://www.openevidence.org,OPENEVIDENCE
9496,VIrtual Pin Based On Biometrics,http://vipbob.gi-de.com,VIPBOB
9498,Development of TOOLs for direct digital alias free processing of RF and microwave Signals with demonstrations of their Application Potential,http://www.eurodasp.com,DASPTOOL
9500,Advanced Real-Time Systems,http://www.artist-embedded.org/Overview/,ARTIST
9501,European TECH Venturing Programme,http://www.e-unlimited.com,TECHFORUM
9502,Dual Use Study of systems and software Technologies,http://www.eudust.org.uk/,DUST
9509,Analysis & Assessment for Critical Infrastructure Protection,http://www.iabg.de/acip/index.html,ACIP
9512,AGRI-FOOD ROADMAP. A vision and workplan to implement future RTD trends fro the transformation of agri-food industries into digital companies.,http://www.aforo.net/,AFORO
9513,Towards Intelligent Sustainable Cities,http://www.scri.salford.ac.uk/icpart/,INTELCITY
9514,Pioneering Advanced Mobile Privacy and Security,http://www.pampas.eu.org/,PAMPAS
9518,"Business, Policy and Research implications of LOGISTICS in the e-economy environment",http://www.bpr-logistics.trans.aueb.gr,BPR LOGISTICS
9591,Development of monotoring quidelines and modelling tools for environmental effects from Mediterranean aquaculture,http://www.meramed.com,MERAMED
9600,"A NEW CONCEPT FOR FULLY INTEGRATED, QUALITY ASSURED TRANSPORTATION OF SENSITIVE MEDICAL ITEMS.",http://www.medicase.info,MEDICASE
9601,Mobile E-work and E-commerce Secured Transaction,http://www.MEEST-IST.org,MEEST
9604,Middleware technologies for ADAPTive and composable distributed components,http://adapt.ls.fi.upm.es/adapt.htm,ADAPT
9605,Development and Demonstrator of Wireless Access for Multimedia Services in Aircraft Cabins,http://www.wirelesscabin.com/,WIRELESSCABIN
9606,Rightswatch,http://www.vip-roam.org/,VIP-ROAM
9607,Middleware for compassable and Dynamically Adaptable Services,http://www.newcastle.research.ec.org/midas/,MIDAS
9609,ACE-GIS: Adaptable and Composable E-commerce and Geographic Information Services,http://www.acegis.net,ACE-GIS
9610,Optical isolater monolithically integrated with DFB-laser.,http://www.ist-optimist.org/proj.asp,ISOLASER
9611,User Group for Process Simulation European Research + Device Simulation,http://www.iis-b.fhg.de/en/arb_geb/upper_plus.htm,UPPER+
9612,A Strategic Roadmap for Defining Distributed Engineering Workspaces of the Future,http://www.avprc.ac.uk/fws/,FUTURE_WORKSPACES
9613,RoadMAP design for collaborative Virtual Organizations in dynamic business ecosystems,http://www.vomap.org,VOMAP
9615,FILM RESTORATION AND CONSERVATION STRATEGIES,http://www.film-first.org,FIRST
9618,Development of a CYBERnetic HAND prosthesis,http://www-arts.sssup.it/Cyberhand/,CYBERHAND
9619,A bioartificial brain with an artificial body: training a cultured neural tissue to support the purposive behavior of an artificial body,http://www.bio.dibe.unige.it/research/Neuro/bioartificial_nn/Neurobit/neurobit.htm,NEUROBIT
9621,Microfluidics Roadmap,http://www.microfluidics-roadmap.com,FLOWMAP
9624,Hard Real-time CORBA,http://www.hardrealtimecorba.org/,HRTC
9628,LEARNING IN PROCESS,http://www.learninginprocess.com/,LIP
9629,Consortium for hamiltonian intramolecular computing,http://www.cemes.fr/chic/,CHIC
9632,Mechanized Molecules,http://www.mechmol.net/,MECHMOL
9633,Intersection algorithms for geometry based IT-applications using approximate algebraic methods,http://www.sintef.no/IST_GAIA,GAIA II
9638,Validation of Location-based User Services in China,http://value.teleatlas.com,VALUE
9640,Intelligent physiological navigation and control of web-based applications,http://www.ipca.info/ipca/home.xhtml,IPCA
9641,Singlet and Triplet Emission in Polymers for Light-Emitting Displays,http://www.stepled.org,STEPLED
9643,Health Early Alarm Recognition And Telemonitoring System,http://heartsproject.datamat.it,HEARTS
9644,Context-Aware Collaborative Environments for Next Generation Business Networks,http://www.telin.nl/cscw/coconet/enindex.htm,COCONET
9645,End-User DevelopmENT - Empowering people to flexibly employ advanced information and communication technology,http://giove.cnuce.cnr.it/eud-net.htm,EUD-NET
9647,Roadmap for ICT solutions for Rural Areas and Maritime Regions,http://www.ruralwins.org/,RURAL WINS
9650,Measure IST industrial impact and socio economic results,http://www.eu-measure.org,MEASURE
9651,European integrated info-box system for improved food safety and logistics,http://ibos.site-maker.nl/,IBOS
9656,e-Europe Awards for Innovation in e-Government,http://www.e-europeawards.org/,E-EUROPE AWARDS
9659,Integrated Software Platform for Biological and Biomedical Data Processing in Cancerology,http://isoft.free.fr/hkis/,HKIS
9660,Towards Next Generation Knowledge Management,http://www.km-vision.org,VISION
9661,THE SCIENTIFIC FOUNDATIONS OF INFORMATICS AS AN ENGINEERING DISCIPLINE,http://www.cue-initiative.org,CUE
9662,Integrated e-Knowledge Services,http://www.iuk.fhg.de/elearning_eng.html,I-KNOWS
9663,IMPROVING ACCESS OF ASSOCIATED STATES TO ADVANCEDCONCEPTS IN MEDICAL TELEMATICS,http://www.pro-access.org,PRO-ACCESS
9664,Positioning Studies Synergism Dissemination and Exploitation,http://www.position-project.org,POSITION
9665,A central MARket place for dissemination of LOW-power micro-electronics design knowledge,http://www.marlow.dimes.tudelft.nl,MARLOW
9671,Asset Management Integration of Cultural Heritage inthe Interexchange between Archives - The StoryboardExtension,http://www.amicitia-project.de,AMICITIA-SE
9677,Active Environment for Health Promotion and Disease Prevention,http://www.active-health.info,ACTIVE HEALTH
9678,Strategic Roadmap for Crypto,http://www.stork.eu.org,STORK
9679,Biotechnology Information and Knowledge Grid,http://www.bio-grid.net/index.jsp,BIOGRID
9680,Active Loss Prevention for ICT-enabled Enterprise Working Group,http://www.opengroup.org/alpine/,WG-ALPINE
9681,Ontology driven Temporal Text Mining on Organisational Data for Extracting Temporal Valid Knowledge,http://www.crim.co.umist.ac.uk/parmenides/,PARMENIDES
9719,"Development of a novel, on-line genotoxicity monitor integrated with an effluent toxicity treatment system",http://www.toximon.capenhurst.com,TOXIMON
9793,Open Computing GRID for Molecular Science and Engineering,http://www.openmolgrid.org,OPENMOLGRID
9794,Flexible Control Systems Development and Integration Environment for Distributed Systems,http://www.shef.ac.uk/acse/utc/flexicon,FLEXICON
9798,Sixth European symposium on calcium binding proteins in normal and transformed cells,http://ecs.u-strasbg.fr,
9799,Euroconference on New Trends in Biosensing for Environmental Applications,http://www.arufog.org,
9800,Heidelberg 2000: Field theories on the light-cone and Hadron Phenomenology,http://pluto.mpi-hd.mpg.de/~hd2000,
9801,ICTP Schools in Mathematics,http://www.ictp.trieste.it/cgi-bin/ICTPsmr,
9802,5th Carolus Magnus Euro Summer School on Plasma and Fusion Energy Physics,http://www.carolusmagnus.net/,
9858,Microbial marine communities diversity : from culture to function,http://miracle.umh.es/,MIRACLE
9929,FairsNet - On-line Solutions for Trade Fairs,http://www.fairsnet.net,FAIRSNET
9930,A Virtual Storyboarding Tool for Advertising,http://www.visions4d.com/,VISTA
9932,Grid-Enabled Medical Simulation Services,http://www.ccrl-nece.de/gemss,GEMSS
9933,A VR based system to allow matching of an optimum interface to a User of Assistive Technology,http://www.i-match.org,I-MATCH
9935,European federated mammogram database implemented on a GRID structure,http://mammogrid.vitamib.com,MAMMOGRID
9936,Inclusive Design Curriculum Network,http://www.idcnet.info/,IDCNET
9938,A Net Environment forn embodied emotional Conversational Agents,http://www.ai.univie.ac.at/NECA,NECA
9941,Trusted and QoS-Aware Provision of Application Services,http://www.newcastle.research.ec.org/tapas/,TAPAS
9944,APNEE Take Up - trials,http://www.apnee.org,APNEE-TU
9948,An Integrated Distributed Environment for Application Services in e-Health,http://www.ideas-eHealth.upv.es,IDEAS
9949,A Voice Enabled Residential Automation & Networking platform,http://www.hometalk.org,HOMETALK
9950,Growth-Nodes In a Knowledge-based Europe,http://www.uoc.edu/in3/gnike/,G-NIKE
9951,Optical Fibre Sensors For Small Office Home Office,http://www.tid.es/offssoho/index.html,OFFSSOHO
9955,E-organisational metHodology and tools for Intra-European sustainable TOUrism,http://www.visiolab.fr/craft.htm,HI-TOUCH
9956,Adaptive Zones for Interregional Electronic Commerce based on the concepts of Request-Based Virtual Organizations and sector-specific Service Level Agreements,http://www.lauraproject.net/,LAURA
9958,iTrust: Working Group on Trust Management in Dynamic Open Systems,http://www.itrust.uoc.gr/,ITRUST
9959,The Information Society as a Complex System,http://www.iscom.unimo.it/,ISCOM
9960,Artificial Life Control in Mixed-Societies,http://leurre.ulb.ac.be/index2.html,LEURRE
9961,Development and Analysis of Left-Handed Materials,http://esperia.iesl.forth.gr/~ppm/DALHM/,DALHM
9962,Time-reversal ultrasonic for biometrical applications,http://www.rz.uni-karlsruhe.de/~ae44/tuba/,TUBA
9963,Sight Effectiveness Enhancement,http://www-leti.cea.fr/commun/europe/see/see.htm,SEE
9964,Roadmap to Communicating Knowledge Essential for the indusTrial environment,http://www.acten.net/,ROCKET
9989,European consortium of laboratories for earthquake and dynamic experimental research - jrc,http://www.elsa.jrc.it/,ECOLEADER-JRC
10020,Optimised expert system for conducting environmental assessment of urban road traffic,http://www.eu-oscar.org,OSCAR
10074,"The Deep Earth: Theory, Experiment and Observation",http://www.esf.org/euresco/03/lc03125,
10075,Atrial Fibrillation - Implications of Basic Research and Novel Curative Approaches Interventional therapy of atrial tachyarrhythmias,http://WWW.MEDIZIN.UNI-TUEBINGEN.DE,
10076,EIGHTH SYMPOSIUM ON AQUATIC MICROBIAL ECOLOGY,http://www.same-8.it/,
10077,EU advanced course in integrated assessment methodology,http://www.icis.unimaas.nl,
