acronym,title,foundProjectUrl1,classification
METALSYM,Metal transport in the tripartite symbiosis arbuscular mycorrhizal fungi legume rhizobia,http://www.tendersinfo.com/projects_details/32184334,0
ESED,Evolution of sensory organ morphology genetic analysis of eye size evolution in Drosophila,http://www.2020-horizon.com/ESED-Evolution-of-sensory-organ-morphology-Genetic-analysis-of-eye-size-evolution-in-Drosophila(ESED)-s10690.html,0
DANCER,DAtacommunications based on NanophotoniC Resonators,http://publications.eng.cam.ac.uk/view/year/2012.html,0
UDYNI,Ultrafast Dynamic Imaging of Complex Molecules,http://www.dsftm.cnr.it/erc-grants/,0
NUDEV,New Organic Semiconductor Device Concepts,http://www.2020-horizon.com/TECHNISCHE-UNIVERSITAET-DRESDEN-p36g1.html,0
RETIMMUNEFUNCTION,Role of the proto oncogene Ret during lymphocyte development and function,http://rp7.ffg.at/upload/medialibrary/ERC_Starting_Grantees_2007.xls,0
EQUIARITH,Equidistribution in number theory,http://tan.epfl.ch/positions,0
UNIVERSAL BANKING,Universal Banking Corporate Control and Crises,http://www.novasbe.unl.pt/pt/news-and-events/what-s-up/535-universal-banking-corporate-control-and-crises,0
VECTORIAL PROBLEMS,Vectorial Elliptic Parabolic and Variational Problems Singularities and Regularity,http://www.dmi.unipr.it/it/ricerca/progetti-di-ricerca/erc-vectorial-problems,0
MINT,Mechanically Interlocked Carbon Nanotubes,http://onlinelibrary.wiley.com/doi/10.1002/anie.201402258/abstract,0
EMERGRAV,Emergent Gravity String Theory and the Holographic Principle,http://www.2020-horizon.com/EMERGRAV-Emergent-Gravity-String-Theory-and-the-Holographic-Principle(EMERGRAV)-s5530.html,0
NEOGAL,New frOntiers in Galaxy spectrAl modeLing,https://erc.europa.eu/new-frontiers-galaxy-spectral-modeling,0
INTIMATE,Citizenship Care and Choice The Micropolitics of Intimacy in Southern Europe,https://erc.europa.eu/citizenship-care-and-choice-micropolitics-intimacy-southern-europe,0
IDENTIFICATION,Identification Estimation and Implementation of Structural Economic Models,https://ideas.repec.org/p/fip/fedlwp/2000-011.html,0
AAMDDR,DNA damage response and genome stability The role of ATM ATR and the Mre11 complex,https://erc.europa.eu/projects-and-results/erc-funded-projects?f[0]=sm_field_cordis_project_subpanel%3ALS1,0
CHRONOS,A geochemical clock to measure timescales of volcanic eruptions,https://erc.europa.eu/geochemical-clock-measure-timescales-volcanic-eruptions,0
QUANTHOM,Quantitative methods in stochastic homogenization,https://www.mathjobs.org/jobs/ULB/8520,0
GENEWELL,Genetics and epigenetics of animal welfare,http://www.slu.se/Global/externwebben/centrumbildningar-projekt/centre-of-excellence-animal-welfare/Newsletter_Issue4.pdf,0
DAL,DAL Defying Amdahl s Law,https://team.inria.fr/alf/members/andre-seznec/defying-amdahls-law-dal/,0
THESIS,Theology Education Scholastic Institution and Scholars network dialogues between the University of Paris and the new Universities from Central and Eastern Europe during the Late,https://en.wikipedia.org/wiki/Role_of_the_Catholic_Church_in_Western_civilization,0
ISCATAXIA,Unraveling the molecular mechanisms leading to cellular dysfunction in diseases linked to defects in mitochondrial iron sulfur cluster metabolism,http://www.babelfamily.org/en/index.php/news-archive,0
OPN-IMMUNOREGULATION,Immune mechanisms of osteopontin mediated protection in allergic airway disease,https://erc.europa.eu/sites/default/files/press_release/files/stg-2_list_ls.pdf,0
MOMENTUM,Angular momentum transfer in galaxy formation and evolution,http://www.2020-horizon.com/MOMENTUM-Angular-momentum-transfer-in-galaxy-formation-and-evolution(MOMENTUM)-s6602.html,0
COMPNET,Dynamics and Self organisation in Complex Cytoskeletal Networks,https://erc.europa.eu/sites/default/files/document/file/erc_2011_stg_results_all_domains.pdf,0
HIFHEPC,HIF and hepcidin missing links between infection iron metabolism and cancer,http://www.2020-horizon.com/HIFHEPC-HIF-and-hepcidin-missing-links-between-infection-iron-metabolism-and-cancer-(HIFHEPC)-s4699.html,0
FAST FILTERING,Fast Filtering for Computer Graphics Vision and Computational Sciences,https://en.wikipedia.org/wiki/Computer_Vision,0
UBINFLAM,Regulation of inflammasome activity through NLRP3 ubiquitination level,https://erc.europa.eu/regulation-inflammasome-activity-through-nlrp3-ubiquitination-level,0
REALITY CG,Computer Graphics of the Real World Realistic Rendering Modelling and Editing of Dynamic Complex Natural Scenes,https://en.wikipedia.org/wiki/Computer-generated_imagery,0
GRIEVANCES,The Economics of Grievances and Ethnic Conflicts,http://www.unil.ch/euresearch/fr/home/menuguid/projets-unil-fp7/ideas-erc/grievances/mathias-thoenig.html,0
QUCC,Chemistry of the Quantum Kind,http://www.archive.org/stream/physicianspresc00peregoog/physicianspresc00peregoog_djvu.txt,0
QAPPA,Quantifying the atmospheric implications of the solid phase and phase transitions of secondary organic aerosols,http://researchranking.org/index.php?action=partner&p=dJxI,0
DENOVO,Detection and interpretation of de novo mutations and structural genomic variations in mental retardation,http://www.genomicdisorders.nl/erc2011,1
TOMCAT,Theory of Mantle Core and Technological Materials,http://tomcatucl.wix.com/tomcat,0
DQSIM,Discrete Quantum Simulator,https://erc.europa.eu/discrete-quantum-simulator,0
NITRICARE,Nitrification Reloaded a Single Cell Approach,http://www.2020-horizon.com/NITRICARE-Nitrification-Reloaded-a-Single-Cell-Approach(NITRICARE)-s1934.html,1
ANOBEST,Structure function and pharmacology of calcium activated chloride channels Anoctamins and Bestrophins,https://erc.europa.eu/projects-and-results/erc-funded-projects?f[0]=sm_field_cordis_project_subpanel%3ALS1,0
RIBOGENES,The role of noncoding RNA in sense and antisense or orientation in epigenetic control of rRNA genes,http://www.helmholtz.de/forschung/helmholtz_international/europaeische_projekte/ideen/erc_advanced_grants/ribogenes/,0
AUTHORITARIANISM2.0:,Authoritarianism2 0 The Internet Political Discussion and Authoritarian Rule in China,http://www.authoritarianism.net/about-the-project/,0
INSTITUTIONS,How do values influence the functioning of institutions and the effects of policies,https://en.wikipedia.org/wiki/Institution,0
QFTCMPS,Quantum field theory the variational principle and continuous matrix product states,https://www.researchgate.net/publication/235696953_Matrix_product_states_and_variational_methods_applied_to_criticalquantum_field_theory,0
CIF,Complex Interfacial Flows From the Nano to the Macro Scale,https://erc.europa.eu/complex-interfacial-flows-nano-macro-scale,0
CELLUFUEL,Designer Cellulosomes by Single Molecule Cut Paste,http://www.en.uni-muenchen.de/about_lmu/research/collaborations/eu_proj/7frp/ideas/en_7frp_id_erc_adv/index.html,0
RESOCONBUCY,Rethinking sources and consequences of business cycles,http://www.aehe.es/2015/09/25/using-historical-quasi-experiments-to-understand-the-knowledge-economy/,0
SEDBIOGEOCHEM2.0,Hardwiring the ocean floor the impact of microbial electrical circuitry on biogeochemical cycling in marine sediments,https://www.nioz.nl/files/NIOZ%20assets/jaarverslagen/2012/External%20projectsnew2012.pdf,0
FMCOBE,Fluid Mechanics in Collective Behaviour Multiscale Modelling and Applications,https://erc.europa.eu/sites/default/files/document/file/erc_2013_adg_results_all_domains.pdf,0
DELPHI,Deterministic Logical Photon Photon Interactions,https://www.lcf.institutoptique.fr/lcf-en/Research-groups/Quantum-optics/Current-research-activities/Single-photon-non-linearities-ERC-project-DELPHI,0
FOPS-WATER,Fundamentals Of Photocatalytic Splitting of Water,http://www.mpip-mainz.mpg.de/4378317/ERC-FOPS-water,0
SIMP,Ultra high Q Physics Towards single molecules and phonons,http://actu.epfl.ch/news/tobias-kippenberg-capturing-phonons-on-a-chip/,0
DEHALORES,Breathing chlorinated compounds unravelling the biochemistry underpinning de halorespiration an exciting bacterial metabolism with significant bioremediation potential,http://www.2020-horizon.com/THE-UNIVERSITY-OF-MANCHESTER-p503g20.html,0
AMSTAT,Problems at the Applied Mathematics Statistics Interface,http://www.amstat.org/,0
SACCO,Signals for accommodative responses in humans,http://www.um.es/civium/en/grupo-civium-en-el-15-congreso-internacional-de-miopia-en-wenzhou-china/,0
NDOGS,Nuclear Dynamic Organization and Genome Stability,http://www.2020-horizon.com/NDOGS-Nuclear-Dynamic-Organization-and-Genome-Stability(NDOGS)-s3140.html,0
REVERSIBLECOX,Reversibility and tissue specificity of mitochondrial translation defects in early childhood,http://www.ncl.ac.uk/media/wwwnclacuk/research/files/FP7-at-newcastle-Volume4-2014.pdf,0
EVOKES,Explosive Volcanism in the Earth System,http://www.facebook.com/pages/LMU-Munich/115050705172946?nr=103137983060246,0
QUANTESS,Quantitative Analysis of Textual Data for Social Sciences,https://erc.europa.eu/quantitative-analysis-textual-data-social-sciences,0
INTERMIG,Migration and integration of GABAergic interneurons into the developing cerebral cortex a transgenic approach,http://rp7.ffg.at/upload/medialibrary/ERC_Starting_Grantees_2007.xls,0
DYNCORSYS,Real time dynamics of correlated many body systems,http://www.unifr.ch/recherche/assets/files/euresearch/278023_DYNCORSYS_Unifr_s.pdf,0
MEMEME,Randomized controlled trial of metformin and dietary restriction to prevent age related morbid events in people with metabolic syndrome,http://docplayer.net/5415655-Tj-tumori-scientific-report-2014-journal-istituto-nazionale-dei-tumori-comprehensive-cancer-center-back-to-contents.html,0
LIGHTTOUCH,Feeling with Light Development of a multimodal optofluidic platform for high content blood cell analysis,http://erc.europa.eu/sites/default/files/document/file/erc_2011_stg_results_ls.pdf,0
MATRIX,In silico and in vitro Models of Angiogenesis unravelling the role of the extracellular matrix,http://esbiomech.org/wp-content/uploads/2012/02/ERC-vacancy-descriptions_Hans-Van-Oosterwyck.pdf,0
TCCECJ,Theologies of conversion to Christianity in early modern east central Europan Judaism,https://erc.europa.eu/sites/default/files/press_release/files/erc_stg2010results_sh_0.pdf,0
HIGHACCTC,High accuracy models in theoretical chemistry,http://rp7.ffg.at/upload/medialibrary/ERC_Starting_Grantees_2007.xls,0
SCSPL,Stability and change in sound patterns of the world s languages typological physiological and cognitive factors,http://www.en.phonetik.uni-muenchen.de/people/staff/cunha_conceicao/index.html,0
FUBSSY,Functional Biosupramolecular Systems Photosystems and Sensors,https://www.unige.ch/recherche/euresearch/projets/ercgrantsunige/,0
REFINE,Phenotypic plasticity animal welfare and the validity of animal experiments,http://www.unibe.ch/unibe/portal/content/e1133/e1172/e212217/e276986/section276987/files212292/EUProjects_2015_Dec_ger.pdf,0
MULTICELL,Microfluidic multiplexed cell chips,http://www.2020-horizon.com/MULTICELL-Microfluidic-multiplexed-cell-chips(MULTICELL)-s3694.html,0
CHD-IPS,Modeling congenital heart disease CHD in ISL1 cardiovascular progenitors from patient specific iPS cells,https://erc.europa.eu/sites/default/files/press_release/files/erc_stg2010results_ls.PDF,0
MCC,Mapping the Complexity of Counting,http://www.cs.ox.ac.uk/projects/MCC/,0
SUPERBAD,Understanding high temperature superconductivity from the foundations Superconductivity as a cure of bad metallic behaviour,https://superbadproject.wordpress.com/,0
OBSERVABLESTRING,The Low Energy Limit of String Theory and the Observable World,http://www-dsm.cea.fr/Phocea/Vie_des_labos/Ast/ast.php?t=actualites&id_ast=293,0
2F4BIODYN,Two Field Nuclear Magnetic Resonance Spectroscopy for the Exploration of Biomolecular Dynamics,https://erc.europa.eu/projects-and-results/erc-funded-projects?f[0]=sm_field_cordis_project_funding%3AStarting%20Grant%20%28StG%29&f[1]=sm_field_cordis_project_hi_count%3AFrance,0
FRACTALSANDMETRICNT,Fractals algebraic dynamics and metric number theory,http://sahlsten.org/,0
LABPOL,Labor Markets Economic Fluctuations and Monetary Policy,http://www.upf.edu/ercday/jordigali.pdf,0
CHEMOSENSORYCIRCUITS,Function of Chemosensory Circuits,https://erc.europa.eu/projects-and-results/erc-funded-projects?f[0]=sm_field_cordis_project_hi_count%3ANorway,0
MULTISIGN,Multilingual Behaviours In Sign Language Users,https://www.uclan.ac.uk/research/explore/projects/multilingual_behaviours_sign_language_users.php,0
STOMAMOTOR,Stomatocyte Nanomotors Programmed Supramolecular Architectures for Autonomous Movement,http://www.ru.nl/publish/pages/689102/daniela_wilson_-_right_on_target.pdf,0
UTM,Updating the mind The mechanisms behind behavioural change,http://www.iep.utm.edu/2012/05/,0
GEVM,Genetic and Environmental Variation of Memory phases,http://rp7.ffg.at/upload/medialibrary/ERC_Starting_Grantees_2007.xls,0
HOTLHC,Hot and dense QCD in the LHC era,http://igfae.usc.es/hotlhc/index.php/the-project,1
FLOODCHANGE,Deciphering River Flood Change,http://floodchange.hydro.tuwien.ac.at/deciphering-river-flood-change/,1
µTHALYS,Micro Technologies and Heterogeneous Advanced Platforms for Implantable Medical Systems,http://www.kuleuven.be/research/excellence/manufacturing_ict/puers.html,0
CDREG,Carbon dioxide regulation of Earth s ecological weathering engine from microorganisms to ecosystems,https://erc.europa.eu/projects-and-results/erc-funded-projects/cdreg,0
SULFENIC,Unraveling the cellular sulfenome a search for new redox regulated pathways,https://erc.europa.eu/sites/default/files/document/file/erc_2011_stg_results_all_domains.pdf,0
BRAINCANNABINOIDS,Understanding the molecular blueprint and functional complexity of the endocannabinoid metabolome in the brain,https://erc.europa.eu/sites/default/files/press_release/files/stg-2_list_ls.pdf,0
LLECJ,Law and Language at the ECJ,http://llecj.karenmcauliffe.com/,1
SELF,Studying Developmental Neural Cognitive and Affective Aspects of the Self in Humans,http://research-information.bristol.ac.uk/en/projects/studying-developmental-neural-cognitive-and-affective-aspects-of-the-self-in-humans(df7449fc-15c9-4c14-850d-a2603b7d3238).html,0
ARCHADAPT,The architecture of adaptation to novel environments,http://www.2020-horizon.com/ARCHADAPT-The-architecture-of-adaptation-to-novel-environments(ARCHADAPT)-s1964.html,0
REALTIME,Real Time Computational Mechanics Techniques for Multi Fluid Problems,https://en.wikipedia.org/wiki/Computational_fluid_dynamics,0
DIPOLAR ROTOR ARRAY,Regular Arrays of Artificial Surface Mounted Dipolar Molecular Rotors,http://www.uochb.cz/web/structure/1155.html,0
HUMANIS,Human Motion Analysis from Image Sequences,http://vision.eecs.qmul.ac.uk/humanis/,0
NOLEPRO,Nonlinear Eigenproblems for Data Analysis,http://www.ml.uni-saarland.de/index.htm,0
TERAMIX,Study of Novel Low Noise Superconducting Mixers for Terahertz Radio Astronomy,http://www.esastap.org.za/download/aerap_projects_201209.pdf,0
NEDD8ANDCRLLIGASES,Regulation and Function of Cullin Ring E3 ubiquitin ligases and the Nedd8 ubiquitin like protein modification system,https://erc.europa.eu/sites/default/files/press_release/files/stg-2_list_ls.pdf,0
USEMS,Uncovering the Secrets of an Earthquake Multidisciplinary Study of Physico Chemical Processes During the Seismic Cycle,http://www.roma1.ingv.it/laboratori/laboratorio-hp-ht/usems-project,0
APGRAPH,Asymptotic Graph Properties,http://web.mat.bham.ac.uk/D.Osthus/APgraph.html,0
X-MUSIC,XUV X ray Multidimensional Spectroscopy of Fundamental Electron Dynamics and Impulsive Control of X ray Light,https://erc.europa.eu/sites/default/files/document/file/erc_2013_cog_full_results_by_domain.pdf,0
CRASH,CRyptographic Algorithms and Secure Hardware,http://perso.uclouvain.be/fstandae/crash.html,0
VIRAL HOST FACTORS,Identification of Host Determinants for Virus Entry using a Haploid Genetic Approach,http://erc.europa.eu/sites/default/files/content/Rarediseasesfiche.pdf,0
EXTREMOPHILE MAMMAL,Molecular exploitation of an extremophile mammal,https://erc.europa.eu/molecular-exploitation-extremophile-mammal,0
EVALUATE,Energy Vulnerability and Urban Transitions in Europe,http://urban-energy.org/evaluate/,0
SMART,Shapeable Magnetoelectronics in Research and Technology,http://www.smartsensorics.eu/,0
BIG_IDEA,Building an Integrated Genetic Infectious Disease Epidemiology Approach,https://erc.europa.eu/sites/default/files/press_release/files/erc_stg2010results_ls.PDF,0
IL-22 AND IL-22BP,Identifying the immune and microbial network controlling the IL 22 IL 22bp axis to open the doors for targeted therapies,https://erc.europa.eu/sites/default/files/document/file/erc_2013_stg_results_all_domains.pdf,0
ORISTARS,Toward a Complete View of Star Formation The Origin of Molecular Clouds Prestellar Cores and Star Clusters,http://www-dsm.cea.fr/en/thematique/index.php?id=196,0
ULTRAFASTEUVPROBE,Ultrafast EUV probe for Molecular Reaction Dynamics,http://eeas.europa.eu/delegations/israel/documents/eu_israel/list_of_projects_7th_rtd_framework_programme_en.xls,0
EVOCHLAMY,The Evolution of the Chlamydiae an Experimental Approach,http://www.microbial-ecology.net/research/the-evolution-of-the-chlamydiae-an-experimental-approach-evochlamy,0
THE LAST SONG,The Last Song of the Troubadours Linguistic Codification and Construction of a Literary Canon in the Crown of Aragon 14th and 15th centuries,https://erc.europa.eu/sites/default/files/press_release/files/stg-2_list_sh.pdf,0
CHEMBIOMECH,Exploring mechanism in chemical biology by high throughput approaches,https://erc.europa.eu/sites/default/files/publication/files/Biotechnology%202012.pdf,0
TREX,Novel Developments in Time Projection Chambers TPCs for Rare Event Searches in Underground Astroparticle EXperiments,https://erc.europa.eu/sites/default/files/document/file/erc_2009_stg_results.pdf,0
NOTCH PROTEOLYSIS,Targeting the Notch Protease Interface,http://www.maastrolab.com/#!notch/c1k1e,0
IVM-VIRUS-NAB,In vivo dynamics of antibody responses to lymph borne viruses,http://erc.europa.eu/sites/default/files/document/file/erc_2011_stg_results_ls.pdf,0
ARSEM,LANGUAGE PHILOLOGY CULTURE Arab Cultural Semantics in Transition,https://arts.st-andrews.ac.uk/arsem/,1
IMMUNEMESIS,The Plant Immune System Epistasis and Fitness Tradeoffs,http://weigelworld.org/news-archive.html,0
HEATTRONICS,Mesoscopic heattronics thermal and nonequilibrium effects and fluctuations in nanoelectronics,http://ltl.tkk.fi/wiki/Tero_Heikkil%C3%A4,0
FISNT,Frontiers of Integrated Silicon Nanophotonics in Telecommunications,http://www.2020-horizon.com/FISNT-Frontiers-of-Integrated-Silicon-Nanophotonics-in-Telecommunications(FISNT)-s3441.html,1
COXINEL,COherent Xray source INferred from Electrons accelerated by Laser,http://www.tendersinfo.com/projects_details/31758480,0
SIGMA-VISION,Sparsity Image and Geometry to Model Adaptively Visual Processings,http://gpeyre.github.io/sigma-vision/,0
INSILICO-CELL,Predictive modelling and simulation in mechano chemo biology a computer multi approach,http://i3a.unizar.es/en/listado_proyectos,0
HORIZONCF,New horizons in organo fluorine chemistry,https://risweb.st-andrews.ac.uk/portal/en/persons/david-ohagan(60f91aed-e9c0-4fa0-9d3e-dfd0e04f7331)/projects.html,0
O-CODE,Cracking the orthographic code,https://erc.europa.eu/sites/default/files/publication/files/Brochure_Cognitif_Psychology.pdf,0
CELLCONTROL,Synthetic regulatory circuits for programmable control of cell physiology,http://erc.europa.eu/sites/default/files/document/file/erc_2011_stg_results_ls.pdf,0
RESHAPE,Reverse engineering of vascular patterning through mosaic in vivo analysis of endothelial cell shape regulation,http://www.kuleuven.be/research/excellence/human_health/gerhardt.html,0
SIAMCP,Follow the PAIN Novel Somatotopically Based Integrative Approach to Study Mechanisms of Detection Transmission and Perpetuation of Nociceptive Inflammatory and Neuropathic Pain,https://erc.europa.eu/sites/default/files/press_release/files/erc_stg2010results_ls.PDF,0
SEQUENCES,New Strategies for Controlling Polymer Sequences,https://www.researchgate.net/publication/250926663_Strategies_for_Controlling_Sequences_in_Radical_Chain-Growth_Polymerizations,0
C.O.C.O.,Circuits of con specific observation,https://www.scribd.com/doc/302194302/Ashcraft-Et-Al-2009,0
ROMANS,Rotating Opto Magnetic Analysis System,http://erc.europa.eu/sites/default/files/press_release/files/erc_pr_poc_2013_first_results.pdf,0
TROFOCLIM,Tropical forests and climate change understanding links to predict future responses,https://www.wageningenur.nl/en/show/trofoclim.htm,0
REMODELLING,ATP dependent nucleosome remodelling Single molecule studies and super resolution microscopy,https://www.en.uni-muenchen.de/about_lmu/research/collaborations/eu_proj/7frp_completed/ideas/en_abgeschl_7frp_id_erc_start/index.html,0
NANOQUANT,Nanofiber Quantum Networks,https://erc.europa.eu/sites/default/files/document/file/erc_2013_cog_full_results_by_domain.pdf,0
WIMPS KAIROS,The Moment of Truth for WIMP Dark Matter,http://darkandotherwise.blogspot.com/feeds/posts/default?orderby=updated,0
EXPRESSIVE,EXPloring REsponsive Shapes for Seamless desIgn of Virtual Environments be retained,https://erc.europa.eu/projects-and-results/erc-funded-projects/GRAPHICS,0
SMART,Statistical Mechanics of Active Matter,http://iopscience.iop.org/0964-1726/page/Scope,0
PHODIR,PHOtonic based full DIgital Radar,https://erc.europa.eu/photonic-based-full-digital-radar,0
TURBOFLOW,Decoding the complexity of turbulence at its origin,http://www.ds.mpg.de/hof,0
INNOSTOCH,INNOVATIONS IN STOCHASTIC ANALYSIS AND APPLICATIONS with emphasis on STOCHASTIC CONTROL AND INFORMATION,http://www.mn.uio.no/english/research/about/eu/erc/adg.html,0
REGULATORYCIRCUITS,Novel Systematic Strategies for Elucidating Cellular Regulatory Circuits,http://erc.europa.eu/sites/default/files/press_release/files/adg1_06-11-08_interdisc.pdf,0
CIRQYS,Circuit QED with hybrid electronic states,http://cache.media.education.gouv.fr/file/2014-ERC/19/0/auditionERCKontos_340190.pdf,0
ANGIOMET,Angiogenesis metabolism crosstalk in vascular homeostasis and disease,https://erc.europa.eu/projects-and-results/erc-funded-projects?f[0]=sm_field_cordis_project_funding%3AStarting%20Grant%20%28StG%29&f[1]=sm_field_cordis_project_subpanel%3ALS4,0
DISPEQ,Qualitative study of nonlinear dispersive equations,https://www.u-cergy.fr/fr/laboratoires/agm/contrats/dispeq.html,0
UNDEAD,Unifying Domestication and Evolution through Ancient DNA,https://erc.europa.eu/unifying-domestication-and-evolution-through-ancient-dna,0
NOTES,New Opportunities in Terahertz Engineering and Science,https://www.terahertzsystems.org/about,0
EBLA CHORA,The early state and its chora Towns villages and landscape at Ebla in Syria during the 3rd Millennium BC Royal archives visual and material culture remote sensing and artificial neural networks,http://www.unibo.it/en/research/projects-and-initiatives/Unibo-Projects-under-7th-Framework-Programme/ideas/ebla-chora,0
REJOIND,The manufacturing of a biological tissue REgeneration of the JOINt by Developmental engineering,https://www.mtm.kuleuven.be/Prometheus/Projects,0
ERGOX,Enzymology of oxidative sulfur transfers,https://erc.europa.eu/sites/default/files/document/file/erc_2013_stg_results_all_domains.pdf,0
GRAPHENOCHEM,Large Scale Production Cloning Chemical Functionalization and Materials Applications of Graphene,https://erc.europa.eu/sites/default/files/document/file/erc_2009_adg_results_all%20domains.pdf,0
DINOPRO,From Protist to Proxy Dinoflagellates as signal carriers for climate and carbon cycling during past and present extreme climate transitions,https://erc.europa.eu/projects-and-results/erc-funded-projects/dinopro,0
DII,The Design of International Institutions Legitimacy Effectiveness and Distribution in Global Governance,http://su.avedas.com/converis/contract/281,0
SUPRENIX,Commercial feasibility of supramolecular polymers in life sciences and medical technology,https://erc.europa.eu/sites/default/files/document/file/erc_poc_2011_full_results.pdf,0
STROMALIGN,Mechanisms and Targeting Stromal Contribution to Tumour Invasion and Metastasis,http://trabajosencienciaeinvestigacion.blogspot.com/,0
CISS,Chiral Induced Spin Selectivity,http://www.yissum.co.il/technologies/project/14-2012-2769,0
PAGE,Paleoanthropology at the Gates of Europe Human Evolution in the Southern Balkans,http://www.researchgate.net/profile/Vangelis_Tourloukis/publication/236955472_Human_evolution_in_the_southern_Balkans/links/54647fe70cf2cb7e9da9ddba.pdf,0
CORTEXSELFCONTROL,Self Modulating Neurons in the Cerebral Cortex From Molecular Mechanisms to Cortical Network Activities,http://rp7.ffg.at/upload/medialibrary/ERC_Starting_Grantees_2007.xls,0
BCLYM,Molecular mechanisms of mature B cell lymphomagenesis,http://www.cnio.es/ing/sr/docs/11/12-facts%20and%20figures/05%20competitive%20funding.pdf,0
GLOBALDIVERCITIES,Migration and New Diversities in Global Cities Comparatively Conceiving Observing and Visualizing Diversification in Urban Public Spaces,http://www.mmg.mpg.de/fileadmin/user_upload/Subsites/GlobalDiverCities/Poster/Poster_SCD_GlobalDiverCities.pdf,0
BRAINGAIN,NOVEL STRATEGIES FOR BRAIN REGENERATION,http://www.dopaminet.eu/page.php?26,1
GENEREGULATION,Deciphering the code of gene regulation using massively parallel assays of designed sequence libraries,http://pharmaceuticalintelligence.com/tag/transcription/page/2/,0
EXACTA,Exploring the aggressiveness of prostate cancer to enable an individualised treatment approach,https://erc.europa.eu/sites/default/files/press_release/files/stg-2_list_ls.pdf,0
CCMP,Physics Of Magma Propagation and Emplacement a multi methodological Investigation,http://www.gfz-potsdam.de/en/section/physics-of-earthquakes-and-volcanoes/projects/ccmp-pompei/,0
WTBLDOHRNCE,Walking the tightrope between life and death Oxygen homeostasis regulation in the nematode Caenorhabditis elegans,https://erc.europa.eu/walking-tightrope-between-life-and-death-oxygen-homeostasis-regulation-nematode-caenorhabditis-elega,0
WHITELIGHT,Polymer Based Color Conversion Films for White Lighting Devices,https://erc.europa.eu/polymer-based-color-conversion-films-white-lighting-devices,0
DRUGPROFILBIND,Chemogenomic profiling of drug protein binding by shape enthalpy entropy and interaction kinetics,http://www.academia.edu/13743747/Systems_Biology_in_Austria_2011._The_establishment_of_a_new_field_in_a_national_context_project_report_,0
BACNK,Recognition of bacteria by NK cells,https://erc.europa.eu/recognition-bacteria-nk-cells,0
KATP-DIABETES,ATP sensitive potassium channels from atomic structure to human disease,https://erc.europa.eu/sites/default/files/document/file/erc_2012_adg_results_ls.pdf,0
FQHE,Statistics of Fractionally Charged Quasi Particles,https://erc.europa.eu/sites/default/files/content/selection_panel/advanced_grant_2008.pdf,0
NEEDLEFREE,Needle free injection with supersonic microjets,https://erc.europa.eu/sites/default/files/press_release/files/erc_2011_poc_results.pdf,0
BOTTOM-UP_SYSCHEM,Systems Chemistry from Bottom Up Switching Gating and Oscillations in Non Enzymatic Peptide Networks,https://erc.europa.eu/systems-chemistry-bottom-switching-gating-and-oscillations-non-enzymatic-peptide-networks,0
TRACTAR,Tracking and Targeting a T DNA Vector for Precise Engineering of Plant Genomes,http://eeas.europa.eu/delegations/israel/documents/eu_israel/list_of_projects_7th_rtd_framework_programme_en.xls,0
BRAINBALANCE,Rebalancing the brain Guiding brain recovery after stroke,https://erc.europa.eu/sites/default/files/press_release/files/erc_stg2010results_sh_0.pdf,0
BIC,Cavitation across scales following Bubbles from Inception to Collapse,https://erc.europa.eu/projects-and-results/erc-funded-projects/unpredict,0
MOQUACINO,Memory enabled Optical Quantum Communications and Information Networks,http://iopscience.iop.org/1367-2630/17/4/043006/article,0
ANGLE,Accelerated design and discovery of novel molecular materials via global lattice energy minimisation,https://erc.europa.eu/accelerated-design-and-discovery-novel-molecular-materials-global-lattice-energy-minimisation,0
CAPRI,Clouds and Precipitation Response to Anthropogenic Changes in the Natural Environment,http://eeas.europa.eu/delegations/israel/documents/eu_israel/list_of_projects_7th_rtd_framework_programme_en.xls,0
PROOFCERT,ProofCert Broad Spectrum Proof Certificates,https://team.inria.fr/parsifal/proofcert/,1
RADMED,Radical Medicine Redefining Oxidative Stress,https://carim.mumc.maastrichtuniversity.nl/harald-schmidt-receives-prestigious-erc-grant,1
CHESS,Challenges in Extraction and Separation of Sources,http://www.gipsa-lab.fr/projet/erc_chess/home.html,1
EPIFM,Evaluation Practices in Financial Markets,http://www.sociology.ed.ac.uk/research/grants_and_projects/current_projects/evaluation_practices_in_financial_markets,0
PRECISION INFLATION,Precision tests of the inflationary scenario,https://en.wikipedia.org/wiki/Inflation_(cosmology),0
VARIS,Variational Approach to Random Interacting Systems,http://archive.ekt.gr/news/events/ekt/2008-04-11/presentation_plopez_b.ppt,0
MATHCONSTRUCTION,Constructing Mathematical Knowledge beyond Core Intuitions,https://erc.europa.eu/projects-and-results/erc-funded-projects/MATHCONSTRUCTION,0
GAUGE/GRAVITY,The Gauge Gravity Duality and Geometry in String Theory,https://en.wikipedia.org/wiki/String_theory,0
QPQV,Quantum plasmas and the quantum vacuum New vistas in physics,http://grantsoffice2.adm.slu.se/documents/NL_EU-team_080425_VR_ERC.ppt,0
DIBOSON,Direct and Indirect Searches for New Physics with Diboson Final States at ATLAS,https://erc.europa.eu/sites/default/files/document/file/erc_2011_stg_results_pe.pdf,0
