,acronym,title,foundProjectUrl1,classification
17076,CRYSTAL,Critical System Engineering Acceleration,http://www.crystal-artemis.eu/,1
17077,BESST,Breakthrough in European Ship and Shipbuilding Technologies,http://besst.it/,1
17079,TRANSIT,Transformative Social Innovation Theory project,http://www.transitsocialinnovation.eu/,1
17081,MYWEB,Measuring Youth Well Being,http://fp7-myweb.eu/,1
17082,ARMEVA,Advanced Reluctance Motors for Electric Vehicle Applications,http://www.criticalrawmaterials.eu/portfolio/armeva-advanced-reluctance-motors-for-electric-vehicle-applications/,1
17083,WELDAPRIME,Self repairable Zinc free Weldable Anti corrosion Primer for the Steel protection,http://weldaprime.com/,1
17087,POLLINS,Automated Pollution Inspection Scanning System for Soil using a robotic vehicle,http://www.pollins.eu/,1
17088,ASTARTE,Assessment STrategy And Risk Reduction for Tsunamis in Europe,http://astarte-project.eu/,1
17089,POWER-UP,Demonstration of 500 kWe alkaline fuel cell system with heat capture,http://www.fch.europa.eu/project/demonstration-500-kwe-alkaline-fuel-cell-system-heat-capture,1
17090,CRESSI,Creating Economic Space for Social Innovation,http://siresearch.eu/social-innovation/project/cressi-creating-economic-space-social-innovation,1
17092,E-COMPARED,European COMPARative Effectiveness research on online Depression,http://www.e-compared.eu/,1
17096,ANTIRESDEV,The effects of antibiotic administration on the emergence and persistence of antibiotic resistant bacteria in humans and on the composition of the indigenous microbiotas at various body sites,http://www.ucl.ac.uk/antiresdev/,1
17097,AMISA,Architecting Manufacturing Industries and systems for Adaptability,http://www.amisa.eu/,1
17100,ELICIT,Environmentally Low Impact Cooling Technology,http://elicit-project.eu/,1
17101,KILL●SPILL,Integrated Biotechnological Solutions for Combating Marine Oil Spills,http://www.killspill.eu/,1
17102,LEANWIND,Logistic Efficiencies And Naval architecture for Wind Installations with Novel Developments,http://www.leanwind.eu/,1
17105,REHAB@HOME,Engaging Game based Home Rehabilitation for Improved Quality of Life,http://www.rehabathome-project.eu/,1
17107,CLEAN4YIELD,Contamination and defect control for increased yield for large scale R2R production of OPV and OLED,http://www.clean4yield.eu/,1
17108,CLI,The CLIO consortium Optimization of Cerenkov Luminescence Imaging for Image Guided Cancer Surgery,http://www.clioproject.eu/,1
17109,DECATHLON,Development of Cost efficient Advanced DNA based methods for specific Traceability issues and High Level On site applicatioNs,http://www.decathlon-project.eu/article/objectives,1
17111,CO2CARE,CO2 Site Closure Assessment Research,http://www.co2care.org/,1
17112,TRAFOON,Traditional Food Network to improve the transfer of knowledge for innovation,http://www.trafoon.eu/,1
17113,STOP,Suicidality Treatment Occurring in Paediatrics,http://stop-study.com/,1
17115,FINMAP,Financial Distortions and Macroeconomic Performance Expectations Constraints and Interaction of Agents,http://www.finmap-fp7.eu/,1
17116,ARGOS,Advanced pRotection of critical buildinGs by Overall anticipating System,http://www.argos-project.eu/,1
17117,CASCADE,Exploring the Security Democracy Nexus in the Caucasus,http://www.cascade-caucasus.eu/,1
17119,AVATAR,AdVanced Aerodynamic Tools for lArge Rotors,http://www.eera-avatar.eu/,1
17121,GLOBAQUA,MANAGING THE EFFECTS OF MULTIPLE STRESSORS ON AQUATIC ECOSYSTEMS UNDER WATER SCARCITY,http://globaqua-project.eu/,1
17123,CITYHUSH,Acoustically Green Road Vehicles and City Areas,http://www.cityhush.eu/,1
17124,VISICORT,Adverse Immune Signatures and their Prevention in Corneal Transplantation,http://www.eurostemcell.org/connections/visicort,1
17125,GARCIA,Gendering the Academy and Research combating Career Instability and Asymmetries,http://garciaproject.eu/,1
17126,MECODEM,Media Conflict and Democratisation,http://www.mecodem.eu/,1
17127,SPOTLIGHT,Sustainable prevention of obesity through integrated strategies,https://www.spotlightproject.eu/,1
17128,MANSYS,MANufacturing decision and supply chain management SYStem for additive manufacturing,http://www.mansys.info/,1
17129,MNEMERGE,A Framework Model on MNE s impact on global development challenges in emerging markets,http://mnemerge.com/,1
17132,TRIGGER,King of hearts joints and lungs periodontal pathogens as etiologic factor in RA CVD and COPD and their impact on treatment strategies,http://fp7trigger.com/index.html,1
17134,BLUE MINING,Breakthrough Solutions for the Sustainable Exploration and Extraction of Deep Sea Mineral Resources,http://www.bluemining.eu/press-release/,1
17135,ARIMNET2,Coordination of the Agricultural Research in the Mediterranean,http://www.arimnet.net/,1
17137,IRPWIND,Integrated Research Programme on Wind Energy,http://www.irpwind.eu/,1
17138,AIRTN,Air Transport Net AirTN,http://www.airtn.eu/,1
17139,UFO,UltraFast wind sensOrs for wake vortex hazards mitigation,http://www.ufo-wind-sensors.eu/home,1
17140,VALERIE,VALorising European Research for Innovation in agriculturE and forestry,http://www.ccri.ac.uk/valerie/,1
17141,NAREB,Nanotherapeutics for antibiotic resistant emerging bacterial pathogens,http://nareb.eu/,1
17142,RETROKIT,RetroKit Toolboxes for systemic retrofitting,http://www.retrokitproject.eu/,1
17143,SEAFRONT,Synergistic Fouling Control Technologies,http://seafront-project.eu/,1
17144,CARGOVIBES,Attenuation of ground borne vibration affecting residents near freight railway lines,http://www.cargovibes.eu/Home,1
17146,EUROFANCOLEN,Phase I II Gene Therapy Trial of Fanconi anemia patients with a new Orphan Drug consisting of a lentiviral vector carrying the FANCA gene A Coordinated International Action,http://www.eurofancolen.eu/apps/,1
17147,INFOCORE,IN FORMING CONFLICT PREVENTION RESPONSE AND RESOLUTION THE ROLE OF MEDIA IN VIOLENT CONFLICT,http://www.infocore.eu/,1
17150,AGRICISTRADE,Exploring the potential for agricultural and biomass trade in the Commonwealth of Independent States,http://www.agricistrade.eu/,1
17151,MATRICS,Multidisciplinary Approaches to Translational Research In Conduct Syndromes,http://matrics-project.eu/about/facts-and-figures,1
17153,ADAPTIWALL,Multi functional light weight WALL panel based on ADAPTive Insulation and nanomaterials for energy efficient buildings,http://www.adaptiwall.eu/,1
17154,GPLUSE,Genotype and Environment contributing to the sustainability of dairy cow production systems through the optimal integration of genomic selection and novel management protocols based on the development,http://www.gpluse.eu/,1
17155,MYNEWGUT,Microbiome Influence on Energy balance and Brain Development Function Put into Action to Tackle Diet related Diseases and Behavior,https://www.icc.or.at/projects/mynewgut,1
17158,SMS,Sensing toxicants in Marine waters makes Sense using biosensors,http://www.project-sms.eu/,1
17160,APPLEGENIE,Predictive diagnostics based on gene expression for rapid assessment of crop load programs and bitter pit disorder in apple fruit,http://www.applegenie.eu/,1
17162,DRIVE4EU,DRIVE4EU Dandelion Rubber and Inulin Valorization and Exploitation for Europe,http://www.drive4eu.eu/,1
17163,EZ-LINE,Novel Technology for Low Cost Re lining of Pipe Infrastructure,http://ezline.info/,1
17164,CARGO-ANTS,Cargo handling by Automated Next generation Transportation Systems for ports and terminals,http://cargo-ants.eu/,1
17166,DROPSA,Strategies to develop effective innovative and practical approaches to protect major European fruit crops from pests and pathogens,http://dropsaproject.eu/,1
17167,SENSINDOOR,Nanotechnology based intelligent multi SENsor System with selective pre concentration for Indoor air quality control,http://www.sensindoor.eu/,1
17168,FORCE,Fisheries and aquaculture Oriented Research Capacity in Egypt,http://www.forceproject.eu/index9ed2.html?lang=en,1
17169,INFACT,Functional materials for fast diagnosis of wound infection,http://www.in-fact.eu/,1
17172,CONTAIN,Container Security Advanced Information Networking,http://containproject.com/,1
17175,SNOOPY,Sniffer for concealed people discovery,http://www.snoopy-project.eu/,1
17176,NMTRYPI,New Medicines for Trypanosomatidic Infections,http://www.nmtrypi.eu/,1
17177,PIPER,Position and Personalize Advanced Human Body Models for Injury Prediction,http://www.piper-project.eu/,1
17184,POCACITO,POst CArbon CIties of TOmorrow foresight for sustainable pathways towards liveable affordable and prospering cities in a world context,http://pocacito.eu/,1
17185,ENF 2013,EuroNanoForum 2013 Nanotechnology Innovation From research to commercialisation the bridge to Horizon2020,http://www.etp-nanomedicine.eu/public/news-events/events/events-archive/euronanoforum-2013,1
17188,INFRAVATION,ERA NET Plus on Infrastructure Innovation,http://infravation.net/,1
17190,PP-MIPS,An innovative phosphorus rich intumescent oligomer enabling commercially competitive high performance halogen free fire protection of polypropylene,http://www.pp-mips.eu/,1
17191,HARDALT,New generation of protective coatings alternative to hard chrome,http://www.cetri.net/projects/hardalt/,1
17192,POLICYMIX,Assessing the role of economic instruments in policy mixes for biodiversity conservation and ecosystem services provision POLICYMIX,http://policymix.nina.no/,1
17197,OCEANERA-NET,The coordination of national research activities of Member States and Associated States in the field of Ocean Energy ERA NET,http://www.c-energy2020.eu/eu-funding/eu-funding-opportunities/,1
17198,DEEPFISHMAN,Management and monitoring of deep sea fisheries and stocks,http://wwz.ifremer.fr/deepfishman,1
17199,WATERBIOTECH,Biotechnology for Africa s sustainable water supply,http://www.waterbiotech.eu/,1
17200,ENERCORN,DEMONSTRATION OF A 16MW HIGH ENERGY EFFICIENT CORN STOVER BIOMASS POWER PLANT,http://www.2020-horizon.com/ENERCORN-Demonstration-of-a-16mw-high-energy-efficient-corn-stover-biomass-power-plant(ENERCORN)-s8895.html,1
17201,COMPETE,International comparisons of product supply chains in the agro food sectors determinants of their competitiveness and performance on EU and international markets,http://compete-project.eu/,1
17202,CASSAMOBILE,Flexible Mini Factory for local and customized production in a container,http://cassamobile.eu/,1
17203,TACTICS,Tactical Approach to Counter Terrorists in Cities,http://www.fp7-tactics.eu/,1
17204,HERCULES,Sustainable futures for Europe s HERitage in CULtural landscapES Tools for understanding managing and protecting landscape functions and values,http://www.hercules-landscapes.eu/,1
17205,MAPPER,Multiscale Applications on European e Infrastructures,http://www.mapper-project.eu/,1
17207,ELVA,Advanced Electric Vehicle Architectures,http://www.elva-project.eu/,1
17209,ESGI,European Sequencing and Genotyping Infrastructure,http://www.esgi-infrastructure.eu/,1
17210,ICARUS,An ICT Enabled Approach to Optimising the Reliability of Manual Ultrasonic Non destructive Testing,http://www.icarus-project.eu/,1
17214,GEEWHEZ,manaGEmEnt and leisure middleWare for tHemE parks and Zoo,http://www.geewhez.eu/,1
17215,TIGER DEMO,Trans Rail Integrated Goods European Express Routes Demonstrators,http://www.transport-research.info/project/trans-rail-integrated-goods-european-express-routes-demonstrators,1
17216,E-HIMALAYA,extended HIgh performance MAss market GNSS receiver muLti stAndard readY for mArket,http://fp7-e-himalaya.com/,1
17219,BRAAVOO,Biosensors Reporters and Algal Autonomous Vessels for Ocean Operation,http://braavoo.org/,1
17220,CRANESINSPECT,Continuous Reliable Advanced Novel Efficient Structural Health Monitoring system for crane inspection applications,http://www.cranesinspect.eu/,1
17223,SMARTFUSION,Smart Urban Freight SolutIONs,http://www.smartfusion.eu/,1
17224,RIVAS,Railway Induced Vibration Abatement Solutions,http://www.rivas-project.eu/,1
17226,FUTUREVOLC,A European volcanological supersite in Iceland a monitoring system and network for the future,http://futurevolc.hi.is/,1
17227,REFORCELL,Advanced Multi Fuel Reformer for Fuel Cell CHP Systems,http://reforcell.eu/,1
17228,ALASCA,Advanced Lattice Structures for Composite Airframes,http://www.transport-research.info/project/advanced-lattice-structures-composite-airframes,1
17229,LOVE,Low temperature heat valorisation towards electricity production,http://love.epfl.ch/,1
17230,APS-NET,Active Passive Sensor NETwork,http://www.mmradar.com/about/,1
17232,CRASHING,Characterization of Structural Behaviour for High Frequency Phenomena,http://www.materials.imdea.org/research/projects/CRASHING,1
17233,POLARBEAR,Production and Analysis Evolution For Lattice Related Barrel Elements Under Operations With Advanced Robustness,http://www.transport-research.info/project/production-and-analysis-evolution-lattice-related-barrel-elements-under-operations-advanced,1
17235,CORLINE,Corline Heparin Technology Enabling Regenerative Medicine,http://www.2020-horizon.com/CORLINE-Corline-Heparin-Technology-Enabling-Regenerative-Medicine(CORLINE)-s5133.html,1
17236,EMPYRO,Polygeneration through pyrolysis Simultaneous production of fuel oil process steam electricity and organic acids,http://www.empyroproject.eu/,1
17237,WI-HEALTH,A wireless network with autonomously powered and active long range acoustic nodes for total structural health monitoring of bridges,http://www.wi-health.eu/,1
17239,PATHWAYS,Exploring transitions pathways to sustainable low carbon societies,http://www.pathways-project.eu/home,1
17240,RAZONE,Development of sustainable and cost effective water quality management technology for the aquaculture industry,http://www.igb.fraunhofer.de/en/competences/physical-process-technology/process-and-wastewater-purification/razone.html,1
17241,BRAINSAFE II,Development of a Novel Autonomous Non Invasive Absolute Intracranial Pressure Measurement Device Based on Ultrasound Doppler Technology,http://www.fp7brainsafe.com/,1
17242,ENDLESS RUNWAY,The Endless Runway,http://www.endlessrunway-project.eu/,1
17245,EARN,Euro Algerian Research Networking,http://www.earn.dz/aproposE.php,1
17248,TRAYSRENEW,Development of innovative renewable trays for poultry products based on biopolymers and bast fibers,http://intranet.itene.com/traysrenew,1
17250,ANTIBOTABE,Neutralizing antibodies against botulinum toxins A B E,http://antibotabe.com/,1
17251,WINGS,West Nile Integrated Shield Project Epidemiology Diagnosis and Prevention of West Nile Virus in Europe,http://west-nile-shield-project.eu/project.html,1
17253,SKILLPRO,Skill based Propagation of Plug Produce Devices in Reconfigurable Production Systems by AML,http://www.skillpro-project.eu/index.php/project,1
17254,METU-MEMS,METU MEMS Research and Applications Center,http://www.mems.metu.edu.tr/index.php?option=com_content&view=article&id=102&Itemid=159&lang=en,1
17256,CASSIS,Coordination Action for the integration of Solar System Infrastructures and Science,http://www.cassis-vo.eu/,1
17258,EASEE,Envelope Approach to improve Sustainability and Energy efficiency in Existing multi storey multi owner residential buildings,http://www.easee-project.eu/,1
17259,BRIDGE-BSR,Bridging Life Science Research and SMEs in the Baltic Sea Region Putting Cluster Policies into Practise for the Benefit of SME s,http://www.scanbalt.org/projects/finalised+projects/bridge+bsr,1
17260,Virtual Campus Hub,Virtual Campus Hub,http://www.virtualcampushub.eu/,1
17261,PALM PROTECT,Strategies for the eradication and containment of the invasive pests Rhynchophorus ferrugineus Olivier and Paysandisia archon Burmeister,https://secure.fera.defra.gov.uk/palmprotect/index.cfm,1
17262,QUASIDRY,Quasi anhydrous and dry membranes for next generation fuel cells,http://www.aime.icgm.fr/spip.php?article216,1
17265,INFLATER,Development of a universal flood protection tool using the force of the water to protect against floods,http://inflater.eu/,1
17266,TWENTIES,Transmission system operation with large penetration of Wind and other renewable Electricity sources in Networks by means of innovative Tools and Integrated Energy Solutions,http://www.twenties-project.eu/node/1,1
17267,BYEFOULING,Low toxic cost efficient environment friendly antifouling materials,http://www.sintef.no/Projectweb/BYEFOULING/,1
17268,PAINCAGE,The NGF system and its interplay with endocannabinoid signalling from peripheral sensory terminals to the brain new targets for the development of next generation drugs for neuropathic pain,http://www.paincage.eu/,1
17269,EFFIHEAT,Development of high EFFiciency Stirling HEAT pump,http://effiheat.eu/,1
17272,ACEM RAIL,Automated and cost effective maintenance for railway,http://www.acem-rail.eu/,1
17274,ENTRACTE,Economic iNsTRuments to Achieve Climate Targets in Europe,http://www.entracte-project.eu/,1
17275,GGP,Generations and Gender Programme A European Research Infrastructure on the Causes and Consequences of Demographic Developments,https://www.nidi.nl/en/research/fg/110006,1
17276,ROBOYEAST,Robustness of Yeast Strains and Bioprocesses for Industrial Production of Novel Compounds,http://www.centersysbio.uni-stuttgart.de/Research/Projects/Completed/RoBoYeast.html,1
17279,IHIVARNA,Therapeutic TriMix mRNA based Vaccine in Chronic HIV 1 Infected Patients Receiving Antiretroviral Therapy,http://synapse-managers.com/portfolios/hivarna/,1
17281,NANOFLOC,Electro agglomeration and separation of Engineered NanoParticles from process and waste water in the coating industry to minimise health and environmental risks,http://www.igb.fraunhofer.de/en/competences/physical-process-technology/process-and-wastewater-purification/nanofloc.html,1
17282,VINAT,THEORETICAL ANALYSIS DESIGN AND VIRTUAL TESTING OF BIOCOMPATIBILITY AND MECHANICAL PROPERTIES OF TITANIUM BASED NANOMATERIALS,http://www.materials.imdea.org/research/projects/VINAT,1
17283,CLOSED,Clonidine for Sedation of Paediatric Patients in the Intensive Care Unit,http://www.closed-fp7.eu/,1
17286,TULCS,Tools for Ultra Large Container Ships,http://www.transport-research.info/project/tools-ultra-large-container-ships,1
17287,MATCH,Monoblock Acetabular cup with Trabecular like Coating,http://www.glass-ts.com/projects/match-monoblock-acetabular-cup-with-trabecular-like-coating,1
17290,TARGETS,Targeted Advanced Research for Global Efficiency of Transportation Shipping,http://www.targets-project.eu/,1
17292,DIREKT,Disarming the intravascular innate immune response to improve treatment modalities for chronic kidney disease,http://www.kidneydirekt.com/,1
17293,MIRA,Mediterranean Innovation and Research Coordination Action,http://www.miraproject.eu/,1
17294,CENDARI,Collaborative EuropeaN Digital Archival Infrastructure,http://www.cendari.eu/,1
17295,THINK,A Think Tank Hosting an Interdisciplinary Network to provide Knowledge support to EU Energy Policy Making,http://www.eui.eu/Projects/THINK/Home.aspx,1
17296,WBC-INCO.NET,Western Balkan Countries INCO NET,http://wbc-inco.net/,1
17299,WINDTRUST,Demonstration of more reliable innovative designs on a 2MW Wind turbine,http://windtrust.eu/News--Events/News/Innovative-Technologies-And-Large-Machines-To-Make-Wind-Energy-Cheaper---A-Talk-With-A-Greek-Expert.kl,1
17303,LOCOLITE,An industry system enabling the use of a patented materials processing technology for Low Cost forming of Lightweight structures for transportation industries,http://locolite.net/,1
17304,OH-NEXTGEN,Training of the One Health Next Scientific Generation in the Sahel and Maghreb,http://www.oh-nextgen.eu/,1
17305,DEWI,Dependable Embedded Wireless Infrastructure,http://www.dewiproject.eu/,1
17306,MAAT,Multibody Advanced Airship for Transport,http://www.eumaat.info/,1
17310,OPTIMUS,Demonstration of methods and tools for the optimisation of operational reliability of large scale industrial wind turbines,http://optimusfp7.eu/,1
17311,CASYM,Coordinating Action Systems Medicine Implementation of Systems Medicine across Europe,https://www.casym.eu/,1
17313,ECOARTISNOW,Snow generation with reduced energy consumption and noise emission more consistent quality and extended operating temperature ranges,http://www.igb.fraunhofer.de/en/competences/physical-process-technology/heat-and-sorption-systems/ecoartisnow.html,1
17315,BERENICE,Benznidazol and Triazol REsearch group for Nanomedicine and Innovation on Chagas diseasE,http://berenice-project.eu/,1
17316,FORUM-AE,FORUM on Aviation and Emissions,http://www.forum-ae.eu/,1
17318,CESAR,Cost Efficient Methods and Processes for Safety Relevant Embedded Systems,http://www.cesarproject.eu/,1
17319,EATS,ETCS Advanced Testing and Smart Train Positioning System,http://www.eats-eu.org/index.html,1
17320,COMPIPE,Composite Pipes and Fittings for Aero Engines Dressing,http://www.compipe.eu/news/news-compipe-official-start.jsp,1
17321,IASS,IMPROVING THE AIRCRAFT SAFETY BY SELF HEALING STRUCTURE AND PROTECTING NANOFILLERS,http://www.iass-project.eu/,1
17322,ENVIROMONITOR,Demonstration of an on site Automated Environmental Monitoring Instrument for real time detection of hazardous air born particles and Activation of alarms,http://www.enviromonitor.eu/,1
17326,GLOBAL excursion,GLOBAL excursion Extended Curriculum for Science Infrastructure Online,http://www.globalexcursion-project.eu/?page_id=6,1
17327,GPSME,A General Toolkit for GPUtilisation in SME Applications,http://www.gp-sme.eu/,1
17332,REPAIR,Future RepAIR and Maintenance for Aerospace industry,http://www.rep-air.eu/,1
17336,CHEMOGUIDE,Chemotherapy guidance based on efficacy of treatment regimen in cancer cells from the individual patient,http://www.euussciencetechnology.eu/content/chemotherapy-guidance-based-efficacy-treatment-regimen-cancer-cells-individual-patient,1
17342,ATTACK,Adoptive engineered T cell Trials to Achieve Cancer Killing,http://attack-cancer.org/,1
17344,D3COS,Designing Dynamic Distributed Cooperative Human Machine Systems,http://www.d3cos.eu/,1
17348,WESENSEIT,WeSenseIT Citizen Observatory of Water,http://wesenseit.eu/,1
17349,E-SCOP,Embedded systems Service based Control for Open manufacturing and Process automation,http://www.escop-project.eu/,1
17351,AQUA-PULSE,Photocatalysis with UV LED Sources for Efficient Water Purification,http://www.cappa.ie/advanced-research/projects/past-projects/,1
17352,CONCERTO,Guaranteed Component Assembly with Round Trip Analysis for Energy Efficient High integrity Multi core Systems,http://www.cister.isep.ipp.pt/projects/concerto/,1
17354,TRANSBIOBC,Translation of novel Biomarkers for Bladder Cancer for clinical outcome prediction,http://transbiobc.org/,1
17358,PACITA,Parliaments and Civil Society in Technology Assessment,http://www.pacitaproject.eu/,1
17360,GENIUS,GEneric diagNosis InstrUment for SOFC Systems,http://www.fch.europa.eu/project/generic-diagnosis-instrument-sofc-systems,1
17362,MOBYPOST,Mobility with Hydrogen for Postal Delivery,http://mobypost-project.eu/,1
17363,EPIONE,Natural sensory feedback for phantom limb pain modulation and therapy,http://project-epione.eu/,1
17364,NEOVANC,Treatment of late onset bacterial sepsis caused by vancomycin susceptible bacteria in neonates and infants aged under three months,http://www.neovanc.org/,1
17365,DOTNAC,Development and Optimization of THz NDT on Aeronautics Composite Multi layered Structure,http://cappadocia-fp7.eu/dotnac-development-and-optimization-of-thz-ndt-on-aeronautics-composite-multi-layered-structure/,1
17366,INDICSER,Indicators for evaluating international performance in service sectors,http://indicser.com/,1
17367,UV LED,Energy efficient UV LED curing without inerting,http://www.fp7-uvled.eu/project,1
17369,HYTEC,Hydrogen Transport in European Cities,http://hy-tec.eu/,1
17372,ADDSAFE,Advanced Fault Diagnosis for Safer Flight Guidance and Control,http://www.transport-research.info/project/advanced-fault-diagnosis-safer-flight-guidance-and-control,1
17374,BEAUTY,Bio Ethanol engine for Advanced Urban Transport by Light Commercial Vehicle Heavy DutY BEAUTY,http://www.transport-research.info/project/bio-ethanol-engine-advanced-urban-transport-light-commercial-vehicle-heavy-duty-beauty,1
17375,GENE2FARM,Next generation European system for cattle improvement and management,http://www.gene2farm.eu/,1
17377,THE ISSUE,Traffic Health Environment Intelligent Solutions Sustaining Urban Economies,http://www.nereus-regions.eu/THE_ISSUE_project,1
17378,ADVANSYS,Design of Advanced Antenna and Multi Sensor Hybrid Receiver for Machine Control in Harsh Environment,http://www.transport-research.info/project/design-advanced-antenna-and-multi-sensor-hybrid-receiver-machine-control-harsh-environment,1
17381,HERMES,Establishing a CompreHEnsive transport Research information Management and Exchange System,http://hermes-project.net/,1
17383,LASIE,LArge Scale Information Exploitation of Forensic Data,http://www.lasie-project.eu/,1
17385,EMSAC,European Marine Science Applications Consortium,http://www.europolemer.eu/Europole-Mer-From-2007-to-2012/Knowledge-Transfer/EMSAC,1
17386,ERICKA,Engine Representative Internal Cooling Knowledge and Applications,http://www.transport-research.info/project/engine-representative-internal-cooling-knowledge-and-applications,1
17387,ARANGE,Advanced multifunctional forest management in European mountain ranges,http://www.arange-project.eu/,1
17388,LEAN PPD,Lean Product and Process Development,http://www.leanppd.org/,1
17389,SUPERFLEX,Develop and demonstrate a Mini factory concept for production of personalized skin care products for elderly population,http://fp7-superflex.eu/,1
17391,PACE-NET PLUS,Pacific Europe Network for Science Technology and Innovation,http://pacenet.eu/,1
17392,SUSANA,SUpport to SAfety ANalysis of Hydrogen and Fuel Cell Technologies,http://www.support-cfd.eu/,1
17393,MON4STRAT,Therapeutic Beta Lactam Monitoring for Stratified Treatment of hospital acquired pneumonia improved dose dependent efficacy decreased treatment duration and prevention of emergence of resistance,http://www.mon4strat.ulg.ac.be/,1
17395,ECOGEL CRONOS,High productivity manufacturing process of composite parts based on zero emissions fast curing coatings and heated moulds,http://www.ecogelcronos.eu/,1
17396,HEFPA,Health Equity and Financial Protection in Asia,http://www.bmg.eur.nl/english/hefpa/,1
17397,STEP-WISE,Science Technology and Policy interfacing using WISE RTD,http://www.eugris.info/displayProject.asp?ProjectID=4724&Aw=STEP-WISE&Cat=Project,1
17398,ScalaLife,Scalable Software Services for Life Science,http://www.scalalife.eu/,1
17399,HOSANNA,Holistic and sustainable abatement of noise by optimized combinations of natural and artificial means,http://www.hosanna.bartvanderaa.com/,1
17402,METALMORPHOSIS,Optimization of joining processes for new automotive metal composite hybrid parts,http://www.metalmorphosis.eu/,1
17404,BIOLYFE,Second generation BIOethanol process demonstration scale for the step of Lignocellulosic hYdrolysis and FErmentation,http://www.biolyfe.eu/,1
17405,A-PIMOD,Applying Pilot Models for Safer Aircraft,http://www.apimod.eu/,1
17407,INSPIRE,Innovative methodology for small populations research,http://www2.warwick.ac.uk/fac/med/research/hscience/stats/currentprojects/inspire/,1
17408,PREDICTION-ADR,Personalisation of tREatment In Cardiovascular disease through next generation sequencing in Adverse Drug Reactions,http://www.prediction-adr.eu/the-project/,1
17410,ECO-SEE,Eco innovative Safe and Energy Efficient wall panels and materials for a healthier indoor environment,http://www.eco-see.eu/,1
17411,BELLEROPHON,comBinig cELLular and humoral immunE RespOnses as a vaccine strategy against staPHhylOcoccus aureus pathogeN,http://www.pneumonp.eu/pneumonp-project/network/,1
17414,TRANSMANGO,Assessment of the impact of drivers of change on Europe s food and nutrition security,http://www.transmango.eu/,1
17415,PERMED,Personalized Medicine 2020 and beyond Preparing Europe for leading the global way PerMed,http://www.permed2020.eu/1399.php,1
17416,BALTINFECT,Unlocking infectious diseases research potential at Riga Stradins University,http://www.baltinfect.lv/about-project,1
17421,ECOSHOPPING,Energy efficient Cost competitive retrofitting solutions for Shopping buildings,http://www.ecoshopping-project.eu/,1
17425,OPTICS,Observation Platform for Technological and Institutional Consolidation of research in Safety,http://www.optics-project.eu/,1
17426,PULSARPLANE,PulsarPlane Worldwide Air Transport Operations,http://sips.inesc-id.pt/projects?type=past_international,1
17428,CLINES,Cluster based Innovation through Embedded Systems technology,http://www.clines-project.eu/,1
17429,PEMREL,Sample power electronic module construction for testing characterisation and manufacturability assessment,http://www.2020-horizon.com/UNIVERSITY-OF-GREENWICH-p5160g2.html,1
17431,INTRAPID,Innovative inspection techniques for laser powder deposition quality control,http://www.intrapid.eu/,1
17432,PIGWAVES,In Line Service For Internal Inspection Of Unpiggable Buried Oil Pipelines Using Long Range Ultrasound Guided Waves In Fifty Metre Segments,http://www.pigwaves.eu/,1
17434,CORE-JETFUEL,Coordinating research and innovation of jet and other sustainable aviation fuel,http://www.core-jetfuel.eu/default.aspx,1
17437,ALBICAN,High speed all electric bio cantilever,http://www.2020-horizon.com/ALBICAN-High-speed-all-electric-bio-cantilever(ALBICAN)-s2976.html,1
17438,FABIMED,Fabrication and Functionalization of BioMedical Microdevices,http://www.fabimed.eu/,1
17439,DROUGHT-R&SPI,Fostering European Drought Research and Science Policy Interfacing,http://www.eu-drought.org/,1
17441,HYPER,Integrated hydrogen power packs for portable and other autonomous applications,http://www.fch.europa.eu/project/integrated-hydrogen-power-packs-portable-and-other-autonomous-applications,1
17444,GIAVAP,Genetic Improvement of Algae for Value Added Products,http://www.giavap.eu/,1
17448,HYPACTOR,Pre normative research on resistance to mechanical impact of composite overwrapped pressure vessels,http://www.hypactor.eu/,1
17449,DENAMIC,Developmental neurotoxicity assessment of mixtures in children,http://www.denamic-project.eu/,1
17451,NEARS,New European Aviation Research Strategy,http://www.transport-research.info/project/new-european-aviation-research-strategy,1
17453,BELERA,Reinforcing carbon nanotubes and photonics research cooperation between the Belarusian State University of Informatics and Radioelectronics and the European Research Area,http://www.increast.eu/en/1636.php,1
17455,A-PARADDISE,Anti Parasitic Drug Discovery in Epigenetics,http://a-paraddise.cebio.org/,1
17460,E-CAERO,European Collaborative Dissemination of Aeronautical research and applications,http://www.transport-research.info/project/european-collaborative-dissemination-aeronautical-research-and-applications,1
17462,SHIVA,Stratospheric ozone Halogen Impacts in a Varying Atmosphere,http://shiva.iup.uni-heidelberg.de/index.html,1
17463,ALL4RESTGO2MARKET,Validation and commercialization of improved solutions for rest systems from ALL4REST project ALL4RESTgo2MARKET,http://all4restgo2market.com/,1
17466,OPTS,OPtimization of a Thermal energy Storage system with integrated Steam Generator,https://ise.fraunhofer.de/en/business-areas/solar-thermal-technology/research-topics/solar-thermal-power-plants/projects/current-projects/opts-2013-optimization-of-a-thermal-energy-storage-system-with-integrated-steam-generator,1
17467,STABALID,STAtionary BAtteries LI ion safe Deployment,http://stabalid.eu-vri.eu/,1
17468,JEDI ACE,Japanese European De Icing Aircraft Collaborative Exploration,http://www.jediace.net/,1
17469,H2MOVES SCANDINAVIA,H2moves eu Scandinavia,http://www.h2moves.eu/project.html,1
