acronym,title,projectUrl
EMM3,Emerging Materials and Methods for 3rd generation solar cells,
SINANOTUNE,Dopant-surface interactions in silicon nanoclusters,
ARISE,Agricultural Revolution in Southern Europe?,
COP1-DRP1,Exploring the role of mitochondrial dynamics in tumor regulation by Cop1,
ISASLC,Intelligent Support for Authoring Semantic Learning Content,
MRCA,MITOCHONDRIAL RESPIRATORY CHAIN ASSEMBLY,
SOCIALBRAIN,The young social brain at work: from neurobiology to innovative pharmacotherapies for autism spectrum disorders,
BET(TER) TARGETS,"Targeting BET Bromodomains in Cancer –
Mechanisms of Sensitivity and Resistance",
MANEQUI,Mathematical studies on critical non-equilibrium phenomena via mean field theories and theories of nonlinear partial differential equations,
MOBVIR,Host mobility and pathogen virulence in host-pathogen interactions: ecology and evolution,
STATINS-REDOX,Effects of atorvastatin on vascular and myocardial redox state and inflammatory mechanisms in patients with ischemic heart disease,
HUMANWOLFDOG,Redefining wild-domestic boundaries in a changing landscape through the human-wolf-dog relationships,
ADSPRA,Advanced Digital Signal Processing for Radio Astronomy Applications,
ASODAFCA,Asymmetric Organocatalysed Diels-Alder/Fragmentation Cascades,
WINLOSE,The Winner-Loser Divide?: A Comparative Analysis of Voting Behaviour and Cleavage Formation in Post-Communist Party Systems,
BRAINVISUALECOLOGY,Linking neuronal activity to ecology: How the sensory environment of a species shapes the neural representation of the external world in the insect brain,
UNBOUND23,WELFARE UNBOUND. THE CASE OF URBAN POLICIES AGAINST HUMAN TRAFFICKING: FROM CHICAGO TO SICILY,
RWANDANCE,"""Dance Performances in Post-Genocide Rwanda: Continuity, Creativity and Identity""",
MODELECORESTORATION,Ecological Restoration in Model Communities,
FP7 TNT FUNCTION,"""Towards the mechanism and function of tunneling nanotube (TNT)-dependent, intercellular exchange of cargo""",
NUSIRALS,Novel Ultra-Sensitive Infra-Red Absorption Laser Sensors,
NANOMEGA,Novel approach to toxicity testing of nanoparticles mimicing lung exposure. Possible protective effect of omega-3 acids,
DROSOERSTRESS,ER Stress and Photoreceptor Degeneration in Drosophila,
CLASSFORCING,"""Class forcing, internal consistency and the outer model program.""",
MICSED,MICSED - Molecular Interactions in Complex Systems,
NANOTOX,"""Nanoparticle - Cell Interactions, a Pathway for Understanding Nanotoxicity:  from a Model System to in-vitro System.""",
V-STIR,Visual-spatiotemporal integration for recognition,
FIBRE,Textile Fibre in Italy Before Roman Empire,
KE07-LDH,Application of directed evolution to the study of structural enzyme dynamics,
PGN-INNATE,Molecular recognition of bacterial cell wall peptidoglycans and related molecules by innate immune receptors,
REACTION CNTR CIDNP,Origin of the asymmetric electron transfer in photosynthesis explored by photo-CIDNP MAS NMR,
CROWN,Cross-layer Research on Green Cooperative Cognitive Radio Networks and Services,
CHROMOSOME STABILITY,Chromosomal addresses and mechanism of chromatin binding by the Scc2/Scc4 cohesin and condensin loading complex,
QTORSS,Quantum Teleportation of Remote Solid-state Spins,
DECADE,Development of Efficient and Robust  Controllers for Advanced Energy Systems,
FLITTS,Organizing for sustainability: The importance of Formalization of control and Learning In the Transition Towards Sustainability,
ORATOR,Integrating Object Recognition and ActiOn for action sentence production and comprehension in a developmental humanoid Robot,
OMICS@VIB,VIB International Postdoctoral Program to boost '-omics' technologies throughout the institute,
INTGAUGESTRING,Integrable Structures in Supersymmetric Gauge Theory and its String Dual,
SOLARREVOLUTION,Revolutionizing Understanding of Organic Solar Cell Degradation to Design Novel Stable Materials,
DIB SCREENING,Rapid functional characterization of ion channels with droplet interface bilayers,
IDCHAPERONES,Unfoldomics of the cellular stress response: How do intrinsically disordered chaperones work?,
SINGLEMOLALZHEIMER,Dissecting Alzheimer’s disease at a single molecule level,
POWDERBOND,Developing powder coatings for contact curing of structural adhesives for vehicle bonding applications,
EARLYUNIVERSE,Early Universe Modelling and Confrontation with Cosmological Data,
POSAT,Prolong Organ Survival After Transplantation,
ALM,Advanced Lubrication Modelling,
DSM.GBPP.LT,"""Dispersal and Speciation in Micrometazoans. Geographic Barriers, Phylogeography and Phylogeny  in Limnoterrestrial Tardigrades""",
ORALSTEM,Role of CD133 in controlling oral epithelial stem cell fate determination,
GRB,Probing Star Formation and Galaxy Evolution with Gamma-Ray Bursts,
POSTTSUNAMI,Three years post-Tsunami: long-term effects of trauma in children aged 7-15 - a culture-sensitive approach,
GIRDLE EVO-DEVO,Still Connected: Evolutionary implications of the separation of the head from pectoral girdle in tetrapods and their fish relatives,
BI-NANO PT/HYDRO CNF,“New Bi-Functional Catalyst and Meso-porous Layer for PEM Fuel Cells: Low Loading of Pt Nanoparticles on One Side of a Hydrophobic CNF Layer”,
AGUASOCIAL,Social Innovation in the Water Treatment Sector in the Amazon,
MATERIALS NANOMECH,"""Nanomechanics of defects in solids: applications to nanolayers, nanoparticles, nanocrystals and biomaterials""",
PGFC,Role of PPARgamma in the interstitial fluid volume regulation and contribution to cardiovascular complications of TZDs,
REAL-TIME ASOC,Real-time understanding of dexterous deformable object manipulation with bio-inspired hybrid hardware architectures,
IMPROVE,Improving risk assessment in environmental decision making through robust uncertainty estimation,
SAT-FAT-FREE,Emulsion-templated structuring of liquid oil for future development of saturated fat-free food products,
RSWW,"""Researching the past: Scotland and the Wider World, 1400-1800""",
RES-NIGHT-NOR-2010,The Researchers’ Night 2010 in Norway,
ESNSTM,Electron Spin Noise Scanning Tunneling Microscopy,
HUMANSATSEA,Integrating the human element into law of the sea: the quest for a comprehensive legal regime and adequate implementation tools at the international and EC level,
MOSAIC,Method of Osteo-fracture Study through Automatic Identification and Classification: biomechanical analysis of bone trabecular structure,
MOLWAVE,Study of attosecond electronic wavepacket dynamics in molecules using High Harmonic Generation,
VIRAL_IDP,Revealing the role of intrinsically disordered proteins in transcription and replication of measles and sendai paramyxoviruses using nuclear magnetic resonance spectroscopy,
MEMORYROW,Politics of Memory and Memory Cultures of the Russian-Ottoman War 1877/1878: From Divergence to Dialogue,
H-GET,"""Hypothesis generation, evaluation and testing: An organic, developmental perspective""",
GRAWINAE,"""GRANARIES AND WAREHOUSES IN NORTH AFRICA AND EGYPT DURING THE ROMAN AGE. TYPOLOGY, BUILDING TECHNIQUES, FUNCTION, PRODUCTIVE CONTEXT.""",
DRIBAC,DNA Repair in Individual BActerial Cells,
SUPAFLY,Multivariate selection and human-induced environmental stress: adaptive genetic and plastic responses in the yellow dung fly,
MAGNAFACT,Fungal dimorphism and plant infection during Magnaporthe grisea – rice interaction,
WNET-GT,Analysis and Management of Wireless Networks with Selfish Users,
POLATER,Polaritonic TeraHertz Devices,
APHISPIT,Are saliva proteins key determinants of host plant specificity in the pea aphid complex?,
SER,"""Sky, Earth and Researchers""",
FRAWM,"Feeding the roman army in the western Maghreb.
Multidisciplinary approach for the study of the army's grain supply in the southern limit of the Roman Empire (province of Mauretania Tingitana)",
COLLIS.EUS,Soft Collaborative Intelligent Systems,
TASCLIM,High-resolution quantitative climate reconstructions for understanding current trends: the past 2000 years of Tasmanian climate variability,
U-MOBILITY,FOSTERING RESEARCHER MOBILITY IN UNIVERSIDAD DE MALAGA,
SIRENA,Silesian Researchers NOW!,
MEMORY CAPACITY,Investigating the neural correlates of working memory capacity using functional magnetic resonance imaging and transcranial magnetic stimulation,
FUNSURF,Functional Supramolecular Networks on Surfaces,
NANIONLIGAND,Development of a new method for brief compound exposures to ion channels proteins using an automated patch clamp platform,
BTTMON,BLADE TIP TIMING MEASUREMENT TECHNIQUE FOR TURBINE MONITORING IN WORKING CONDITIONS,
SCIENCE@HOME,"""Belgian Researchers Animating a Night on the theme of """"Science at home""""""",
LANGCOGINT,The interface between language and cognition in neurodevelopmental disorders: Evidence from cross-linguistic comparisons,
GREEN,Low power high image quality display using colour sequential display technology,
REVVAC,Identification of vaccine candidates using reverse vaccinology,
INSITE,Intra-continental Reconstruction of the North Atlantic Oscillation using Stalagmite Isotopes and Trace Elements,
CO-COMP,A Large Temperature Glide CO2/Lubricant Co-Compression Ground Source Heat Pump,
SORBET,Smart Objects for Intelligent Building Management,
BIOAPPRONFS WETT,Biomimetic Approaches of Natural Functional Surfaces with hierarchical micro & nano structure and the extreme Wettability,
PICENGINEERING,Basal factor engineering and synthetic nucleosomal DNA super-template construction for pre-initiation complex assembly,
GEOSUMSETS,Some geometric aspects of sum sets,
PHENOGENYEAST,Exploring the phenotypic landscape of nectar yeasts in relation to their genetic background,
FORESTFLOWERS,Expressed sequences (EST) as tags for functional genes for genetic characterisation of flowering woody ornamental shrubs from an oriental origin,
ARKADIA AND CANCER,CHARACTERISATION OF ARKADIA FUNCTION IN THE REGULATION OF SNON STABILITY AND ITS ROLE AS A POTENTIAL TUMOUR SUPPRESSOR,
VERTIGO,"""Volcanic ash: field, laboratory and numerical investigations of processes during its lifecycle""",
COAST,Chiral Organometallics for Asymmetric Synthesis,
INNATEDNASENSOR,A proteomic screen to identify cytoplasmic DNA sensor proteins mediating type I Interferon production,
BIORA,Biomedical Robotics and Applications,
DECNAHED,Development of Composite Nanomaterials for Hydrogen Energy Devices,
MICRO(WAVE)-NMR,On-line monitoring of microwave-assisted chemical reactions by small-volume NMR techniques,
TS-ANALOG,MOLECULAR DESIGN OF NOVEL PHARMACEUTICAL COMPOUNDS BASED ON TRANSITION STATE STRUCTURES ACCESSED VIA KINETIC ISOTOPE EFFECTS: AN EXPERIMENTAL AND THEORETICAL STUDY,
PARA-PEST,The role of host personality and stress responses in parasite dynamics,
WOLFRAM,A Programme to Attract Postdoctoral Researchers to the Basque Country in any Research Field,
SINGLEMEMB,Real-time tracking of single membrane translocases,
SUMMER,Software for the Use of Multi-Modality images in External Radiotherapy,
HE&GS,"""The role of Glutamine synthetase in Liver Failure: Molecular, Functional and Therapeutic modulation""",
NPHH,Narrating the Past in the Hindu Himalayas: On Social Memory in South Asian Oral Traditions,
FOOD ATTENTION,Paying attention to food: investigating the mechanisms underlying individual differences in the attention grabbing properties of food,
EPPIC,Energetic Particle Precipitation Interconnection with Climate,
SENSE,Structure and Ecological Niche in the Soil Environment,
CILMI,Computational Intelligence in Lifestyle Management Infrastructure,
ADORA,Structural and Functional Studies of Human Adenosine A2A Receptor G protein Complex: Toward Understanding GPCR Activation,
BLOCKTIGER,Building capacity for testing genetic vector control measure against the tiger mosquito Aedes Albopictus,
PIEZOSCAFF,Piezoelectric nanohybrid scaffolds for bone regeneration,
ARCH-CULV,Super-span soil-steel bridge (animal crossing) – backfill and long-term monitoring,
COMBINED MHD AND RT,Magnetohydrodynamics and Radiative Transfer: Development of a combined Solar Prominences modeling technique,
PPARS,Peroxisome proliferator-activated receptor gamma in inflammation,
2D-HETEROSTRUCTURES,Graphene Heterostructures by Self-Assembly:Top-down meets Bottom-up,
BRAVISSIMO,BRAssinosteroid Venture Increasing StudentS' International MObility,
SOILARCHNAG,EFFECT OF SOIL ARCHITECTURE ON TRANSPORT AND RETENTION OF SILVER NANO-LITTER,
WARECALC,WATER RESOURCES VULNERABILITY TO CLIMATE AND ANTHROPOGENIC LANDSCAPE CHANGES,
OOE-NIGHT,Upper Austrian Researchers' Night,
NANOEYE,Optical Fiber-based Nanobiosensors for Early Prostate Cancer Diagnosis,
APCATPROM,A study of the mechanistic basis for catalytic promiscuity in the alkaline phosphatase superfamily,
AN D-T INVARIANTS,Analytic Donaldson-Thomas invariants,
SMASE-HPV,Pulmonary hypertension and acute lung injury: Role of sphingomyelinase in the signalling of hypoxia in pulmonary arteries,
ZEBRAFISHFOREBRAIN,"""Organization, plasticity and perceptual functions of neuronal circuits in a higher olfactory forebrain area""",
"""SPICES, GUT & BRAIN""","""TRP Channels in Gut and Brain – Function, Role and Ligand Crosstalk""",
LAND CRAB OLFACTION,Transition from sea to land: Olfactory function and adaptations in terrestrial crustaceans,
ROMIDASHBOARD,Measuring and Improving Return on Marketing Investment with actionable dashboards: which marketing actions yield most returns in fast moving economies?,
GATA3 IN KIDNEY,The role of the transcription factor GATA3 in kidney function and disease,
EXACT HOLOGRAPHY,Towards an exact holographic non-AdS/non-CFT correspondence: black holes and gauge theories,
C-BIRD,Cooperative Business and Innovative Rural Development: Synergies between Commercial and Academic Partners,
ANINEX,User Centred Computer Animation Techniques for Next Generation Digital Creation and Modelling,
DIABICLIPS,Unravelling the unconventional processing and presentation of preproinsulin to the immune system in human Type 1 Diabetes: the role of intramembrane-cleaving proteases,
TRACENTREAT,Molecular technology for nuclear imaging and radionuclide therapy,
JMAP,Joint Max Born Institute - Amplitude Phd Program,
CHAOPT,Chaotic Cellular Neural/Nonlinear Networks for Solving Constraint Satisfaction,
TRANSGEN,The development of vectors for genetic manipulation and gene discovery in mammalian systems,
TUSCOPAL,Tunable Strong Coupling Phenomena at Atomistic Level,
CORPAGEST,CorpAGEst. A corpus-based multimodal approach to the pragmatic competence of the elderly,
GS2DS,Systematic Analysis of Gene Synergies to Discover Drug Synergies,
ADRENAL ENZYMES,Extended studies into the molecular pathogenesis of Congenital Adrenal Hyperplasia - towards novel therapeutic approaches,
LFAA,How do low frequency acoustic cues improve speech recognition and music appreciation for cochlear implant users?,
SEX SEL - VAR,Sexual selection - How is variation maintained?,
AFRICANMIGRANTWOMEN,African Migrant Women,
CX43-CRF,Implication of connexin 43 in chronic renal failure,
HICONTCELLSCREEN,Development of systems for high content screening of live cells,
HII3D,Human-Information Interaction in 3D Virtual Environments,
PEPMIDAS,Gold(III)-based anticancer agents: dithiocarbamato-peptide derivatives as improved intracellular drug transfer and delivery systems supported by transporter proteins,
STING HOST DEFENCE,Elucidating the role of the protein STING in innate immunity to DNA and intracellular pathogens,
BET-ORG-OWN,Towards A Behavioral Theory of Organizational Ownership: A Comparative Study in Shareholder Behavior,
CNTCONTACT,Doped semiconductor contacts for low resistance contacts to carbon nanotubes,
SYNTHLE BRCA,Synthetic lethality approaches to BRCA-associated cancer,
AQUO,Achieve QUieter Oceans by shipping noise footprint reduction,
PROTEIN PREDICTION,Application of reduced space modeling and sparse experimental restraints to  structure determination of proteins and protein assemblies,
IDPBYNMR,High resolution tools to understand the functional role of protein intrinsic disorder,
PHYLOBAS,Towards an improved animal phylogeny: Congruence between morphology and molecules in basal metazoans,
EUCITISPACE-II,The Space of Citizenship in Europe,
SMART-NEST,Smart Technologies for Transport Safety - Innovation Cluster Nesting,
PULSAR SURVEY,A state-of-the-art pulsar survey to aid gravitational wave detection efforts through pulsar timing,
GTOXOME,The impact of genotoxic stress on the mRNA-interactome and RNA-regulons,
AGAME,"""Archaic and classical Greek Amphoras in north-western Mediterranean area and central Europe: diffusion, origin and contents""",
ISRAELI PATENT LAW,Israeli Patent Law - Theoretical and Comparative Perspective,
SEMISPINNET,Initial Training Network in Nanoscale Semiconductor Spintronics,
CLIMATENIGHT2012,Climate Night Hamburg 2012,
PHILOWEB,Philosophy of the Web: From Hypertext Representations to Collective Intelligence,
TEACHING IN ANTS,Efficiency and regulation of teaching under environmental constaints,
ADSOR-RESOR CYCLE,A new type adsorption-resorption cycle for the combined power generation and refrigeration driven by low grade heat,
EMC IN APT,Towards the analysis of energy conversion materials at the atomic scale,
EXEL,"""Formation, maintenance and differentiation of the extraembryonic endoderm lineage""",
BITES,Biodiversity Informatics and Technology Exchange for Snakebite management,
SELOPERSE,Settlement and Landscape Organisation of the Persepolis Region,
THERMOSOMENANOREACT,Nanoreactors for controlled radical polymerizations based on the thermosome from Thermoplasma acidophilum: Templating synthesis of polymer nanoparticles and in-situ regeneration of the template,
COPULCO,Cascaded Optical Pulse Compressor,
ECOLOGYOFMOVEMENT,"""New approach to animal movement modeling combining ecological and cognitive sciences, with application to wildlife responses to infrastructure""",
ARSEEDAS,Alternative splicing of NADPH-Oxidases as a mechanism for seed dormancy regulation,
RN2011CZ,The Researchers’ Night 2011 in the Czech Republic: Science Opens Spaces,
EOR OBSERVABILITY,"""Character and Observational Signatures of the Cosmic Dark Ages, the First Stars and the Epoch of Reionization""",
RECIPROCITY,Modeling reciprocity in games,
METABONOMICS IN NETS,Evolving landscape of neuroendocrine tumor disease: Predicting tumor behaviour using metabolic profiling,
PACMAN,A Study on Particle Accelerator Components Metrology and Alignment to the Nanometre scale,
CHINFISI,China's Economic Relations with Western Europe during Cold War (1952-66),
IBAHMA,Ion Beam Applications to High-density Memory Archives,
IMPSCORE,Introducing stacking and halogen bonding effects into ligand-target interaction energy calculations,
PANCREATIC STEM CELL,Identification and characterization of molecular markers of pancreatic Endocrine Progenitor Cells,
SUBSA,SUBCOMPONENT SELF-ASSEMBLY AS A ROUTE TO NEW STRUCTURES AND MATERIALS,
SEA TADPOLE,Studying ultrafast opto-magnetism in space and time with femtosecond temporal resolution and nanometer spatial resolution,
ONCOGENIC SPLICING,Characterizing the oncogenic properties and target genes of the splicing factor protooncogene SF2ASF,
GENMED,Genetic imprinting and mental disease,
MAGNIM,Tailored biodegradable magnesium implant materials,
MENCOFINAS,Magnetic Energy Conversion in Fine Nanoparticle Systems,
SUPERPANELS,Strengthening and Upholding the Performances of the new Engineered Research PANELS,
IRC-IMTA,An International Research Consortium for promoting and developing Integrated Multi-Trophic Aquaculture,
CASCADES,Versatile and Environmentally Friendly New Reaction Methodologies for Synthetic Organic Chemistry with Application to Natural Product Synthesis,
PREPARING TO SEE,Neural mechanisms of top-down preparation and their influence on visual awareness of real-world objects,
ESE,Energy Systems Engineering,
PAR4CR,Partnership for the Development of Cognitive Radio,
IRIS,IRIS: Towards Natural Interaction and Communication,
DIFERENS,Durham International Fellowships for Research and Enterprise,
CHEMICAL FINGERPRINT,Ultra-trace element fingerprinting of geological and environmental archives,
FLOODPLAINEVOLUTION,An Evolutionary Approach to Biodiversity Conservation: Riverine Floodplains of the European Alps as a Model System,
PECQDPV,PLASMONICALLY ENHANCED COLLOIDAL QUANTUM DOT PHOTODETECTORS AND PHOTOVOLTAICS,
SCICULTURECITIZENS,Researcher's Gallery: Where Science meets Culture and Citizens,
RNEST08,Researchers' Night 2008 Estonia,
GABAAR,Development of novel tools and techniques for the study of the structure and dynamics of GABAergic inhibitory synapses,
IMPULSE,CRG International Postdoctoral Fellowship Programme in Life Sciences,
SEQUENCING,Reaction Sequencing: A concise asymmetric approach to the antibacterial pleuromutilin,
KINETICCF,"Mathematical Theory of Kinetic Equations and Applications to
Coagulation and Fragmentation processes",
CLIMATENIGHT2011,Climate Night Hamburg 2011,
BILDE,How Can “Images Drive Out Images”? The Use and Function of Devotional Imagery in Heinrich Seuse’s Exemplar: A Reassessment,
PETALEVODEVO,Resurrection of Developmental Pathways in the Evolution of the Petal,
PNMI,From the Planetary to the Nanoscale: Magnetism at the Interface,
NANOASSAY,Development of a multiplex nanofluidic assay for selective detection and monitoring of Alzheimer's disease biomarkers,
SEER,From Sea to Etna with European Researchers,
ITREGDIFFERENTIATION,Kinetic analysis of molecular profiles during human induced regulatory T cell (iTreg) differentiation: an integrative study,
FANTASTICNIGHT,FANTASTIC NIGHT - open the doors to your neighbour scientists!,
PROTFLEXPRED,Prediction of protein flexibility and its role in protein-protein interactions and binding specificity,
INFLUENZA PREDICTION,Phylogenetic prediction of the evolutionary trajectory of the influenza virus,
SNO,Science Night Out,
HOUSE,Home sweet home: investigating Neolithic houses in Britain through the microwear and residue analysis of tools,
SMARTS,Super-resolution Fluorescence Microscopy based on Artificial Mesoscopic Structures,
TOPCANBIOX,Structural and functional studies of eukaryotic and prokaryotic topoisomerases and their complexes with molecules of therapeutical interest,
MIGMEDCIS,"""The comparative analysis of the economic aspects of international migration: EU, Mediterranean, and CIS""",
SCINET,"""Science without Empire: Science, Medicine, Scientific networks and the Danish Halle Mission in the Danish East Indies, 1770-1845""",
LUNA,LUnga notte della ricerca - Lange NAcht der Forschung,
DELUMOPV,Delayed Luminescence Spectroscopy of Organic Photovoltaic Systems,
DM AND CHROMATIN,Impact of the chromatin environment on the CTG repeat instability involved in myotonic dystrophy type 1,
AMID,"""Actors, Markets, and Institutions in Developing Countries: A micro-empirical approach""",
MITISCD36LTA,The role of glycoprotein CD36 as a platelet receptor for Streptococci and Staphylococci,
CODEC,Real-time decoding of conscious and non-conscious perceptual events in the human brain,
EIT ADDRESSING,EIT based addressing of individual ions in a microtrap,
FDIANDEUINTEGRATION,FDI and DETERMINANTS OF CAPITAL STRUCTURE IN NEW MEMBER STATES OF EU,
RECSES,Researchers in chemistry supporting economy and society,
NANO2SOLAR,From nanolayers to solar cells: Advanced in-situ optical characterization of thin-film materials,
CREATION,A CREATION of new methodology for the analysis of the influence of textiles on human beings,
TDP-43,Taming TDP43: High-throughput screening for compounds to reduce aggregation of the new player in MND,
CHRONOS,Route to On-Chip Resonating Optical Clocks via Nonlinear Optics,
METHDRE,Distal regulatory elements in cancer progression and treatment: focus on DNA methylation and hydroxymethylation,
MMFP,Multimodal Face Processing,
TOPHECOL,Factors regulating the input of terrestrial material and patterns in food web structure in African inland aquatic systems,
TURNTAKE,Turn-Taking in Human-Robot Interactions: a Developmental Robotics Approach,
RDDDLOC,The involvement of mRNA degradation and DNA damage response factors in mRNA localization during Drosophila oogenesis,
TVNPI,TV News for Promoting Interculturalism: A Novel Step towards Immigrant Integration,
SOCIALITY-PARASITISM,Parasitic influences on an animal society,
AUGERCRSOURCE,Search for the sources of ultra-high-energy cosmic rays with the Pierre Auger Observatory: from Auger South data to seamless integration of trigger and aperture for Auger North for full-sky coverage,
VIRULENCE EVOLUTION,The evolutionary genetics of virulence: host-pathogen interactions in Daphnia magna,
FLUIDS IN THE EARTH,"""Fluids in the Earth, reconstructing their composition through space and time""",
LOCAL COMP GRAPHENE,Measuring the inverse local Compressibility in suspended Graphene devices,
HEARD,"""Development of an Intra European Auditory Speech Perception standard for hearing impaired subjects with conventional/digital hearing instrumens, hybrid devices or cochlear implants""",
COMANT,Comminution dating of glacio-marine sediments in Antarctica and the Southern Ocean,
ANGIOTOX,"""Histopathologic and Mechanistic Assessment of Angiogenesis Inhibitor Related Toxicities: A Cross-Sectoral, Multi-disciplinary Approach.""",
STU POSTERMAC,Studies of Polynuclear Clusters for Biomass Conversion,
SMARTER,Sustainable Manufacturing Adaptive Services with Cloud Architectures for Enterprises,
VOLTAIRERELIGION,Religion in selected writings of Voltaire,
HEALTHBEHAVIORINLDCS,Health-related Behavior and Cost-effectiveness of Delivery Mechanisms of Health Products in Poor Economies: Structural and Experimental Evidence from Insecticide-treated bednets in Orissa (India),
COOLING TECHNIQUE,Elaboration of an evaporative cooling technique with shear-driven liquid films,
ACRIT CY,Analysis of Constructions of Religious Identities among Turks in Cyprus (1925-2010),
PARNAS,Partnership for Numerical Acoustic Simulation of aero-engines,
CAN-EVOLUTION,The evolution of cancer in ageing societies: An international perspective,
MECARTUBES,IN-SITU FILLING OF CARBON NANOTUBES WITH METALS,
BOUSS,Theory and Numerical Analysis for Boussinesq systems with applications in coastal hydrodynamics,
BEAUVERIOLIDE,Beauveriolide-Derived Cyclodepsipeptides as a New Class of Anti Alzheimer’s Drugs,
AEROMAP,"Global mapping of aerosol properties using neural network
inversions of ground and satellite based data",
MSAEO,Market Selection and Aggregate Economic Outcomes,
COCHLEAR SENSOR,"""Development of high sensitivity, wide dynamic range, mechanoelectrical transducer integrating artificial hair cell with artificial neurons.""",
3D GENE SHAPE,Hearts and limbs: Linking morphometrics with 3D analysis of gene expression patterns,
GREEK IN CONTACT,Language contact in the eastern Mediterranean in the Late Middle Ages : Greek in a multilingual society,
FLARESEIS,Seismology of flaring coronal loops,
HIFI,Hybrid Fluorescence Optoacoustic Imaging,
IRGENOMICS,Genetical genomics of type 2 diabetes and cardiovascular phenotypes in experimental systems,
MIEDT,MIEDT: Modeling and Implementation of Expert Driving Techniques towards the Development of New Active Safety Systems for Passenger Vehicles,
NANOSENS,Electrochemical biosensors as new generation of biotechnological devices for food safety and quality monitoring,
STABELAS,Stability of composite structures for civil engineering applications,
DEROGUE WAVES,Deterministic Forecasting of Rogue Waves in the Ocean,
PSNOP,Engineering aspects and mechanisms of a natural pyrrhotite simultaneous nitrogen and phosphorus removal (PSNOP) biofilter technology,
SYNACTAUD,Requirement for hair cell electrical activity in the auditory sensory map formation: Assessment by genetically controlled inhibition of synaptic activity in mice,
INVESTEUCULT,Investing in Culture towards Economic and Social Development: International and European Law Perspectives,
MERMAID,Microbial Resource Management and Engineering in the Urban Water Cycle,
CATFOLD,Cooperatively enhanced asymmetric hydrogen bonding catalysis,
SHARE,Society Heading for Awareness in Research Engagement,
INTERNEURONS,Optogenetic decomposition of inhibitory micro-circuits in the mouse V1 and S1,
MASCARENES FERNS,Investigating the fern diversity of the Mascarene Islands using phylogeographic approaches,
TASTE,New Transformations of Secondary Alkylboronic Esters,
HEMHOME,Defining regulators of hematopoietic stem cell homing and engraftment,
HIMAMIS,Highly mismatched alloys to implement multiband solar cells,
MEDGATE,Reconstructing Mediterranean-Atlantic exchange during the Miocene,
POPULARPROTESTCHINA,"""The Middle Class, Civil Rights and Popular Protest in Urban China""",
ENERGY-SMARTOPS,"""Energy savings from smart operation of electrical, process and mechanical equipment""",
STABILITYMETRICS,Stability in algebraic geometry and its relationship with canonical Kahler metrics,
GESIDICS,Generalized Sampling and Infinite-Dimensional Compressed Sensing,
OBJECTGUIDEDACTIONS,Recognizing Object Guided Human Actions,
NORMS4SRA,Norm-Governed Self-Organised Systems for Sustainable Resource Allocation,
DBCAR,Decisions and Behaviors for Cognitive Automobiles Research,
IRGSCIMA,Integrated Risk Governance via Spatial Complexity Inspired Models and Algorithms,
FLY-PHY,The molecular physiology and the evolution of a new pathway promoting developmental stability,
MLPM2012,Machine Learning for Personalized Medicine,http://www.mlpm.eu
CHEERS,Chemical and Physical Properties and Source Apportionment of Airport Emissions in the context of European Air Quality Directives,
TOPDSC,Topological aspects of dynamical independence and chaos,
SMURF2 IN CANCER,"""Molecular mechanisms of tumor suppressor functions of HECT-type E3 ligase Smurf2: roles in chromatin organization, dynamics, gene expression and DNA damage response and repair""",
TARES,Theory Applied to Real Embedded Systems,
GLOBALMIDDLEEAST,"""The Middle East Metropolises in Times of Globalisation: Territorial Recomposition, Regional Competition, Global Insertion""",
CLEANSKY,Network for Cloud Computing Eco-System,
THROUGH AMATEUR EYES,Through Amateur Eyes: Film and Photography in Nazi Germany,
ANT,Mining for new antimicrobials in ant associated actinomycetes,
IRMA,Information Role Models with Applications,
COSMIC,COral Surface MICrolayer: production and dynamics of mucus-associated microbial communities,
NGDL,Novel gas diffusion layer for PEM fuel cells,
NAINH,The Development of Mechanism-Based Inhibitors of Influenza Neuraminidase to target Drug Induced Resestance,
PHOTOPATTTOCELL,Photopatterning of Cellulose Films for Creation of 2- and 3-Dimensional Nanostructures,
PHOTOCONTROL,Design of photocontrollable polyelectrolyte-based nanoengineered container systems,
GABA CELL TYPES,Differentiation of GABAergic interneuron subtypes in the mouse cerebral cortex,
INVIVOPOL,Assembly and host interactions of influenza virus polymerase in the living cell,
LEUOBESE,METABOLIC EFFECTS OF LEUCINE SUPPLEMENTATION ON THE PREVENTION AND TREATMENT OF DIET-INDUCED OBESITY,
CYANOBAC-RESPIRATION,Organization and Dynamics of Respiratory Electron Transport Complexes in Cyanobacteria,
EPFL FELLOWS,"""Experienced Researcher Fellowship Programme at the """"Ecole Polytechnique Fédérale de Lausanne (EPFL)""""""",
METHANGOLD,Activation of Methane and Other Alkanes with Electrophilic Gold complexes,
CAFTECH,Unraveling the therapeutic potential of cancer-associated fibroblasts (CAF) in cancer using cell-specific targeting technology,
SGCNB,"""Sheep and goat management in Cyprus from the Neolithic to the Bronze Age: an archaeozoological, isotopic and ethnographic approach""",
CONFER,Automatic Detection of Conflict Escalation and Resolution in Social Interactions,
IMOVE,Extraction of information on muscle control during movements,
PTASNCL,Proof-theoretical and Algebraic Study of Nonclassical Logics,
CYTODEV,Functions of the midbody ring in embryogenesis and tumorigenesis,
DENTBIOCOMP,Novel bioactive glass-ceramic composites for dental restorations,
