title,projectUrl,acronym,return_code,redirect_url
Biosimulation - A New Tool in Drug Development,http://www.biosim-network.net,BIOSIM,200,
FTP: from Vision to Reality - Implementing the Strategic Research Agenda,http://www.forestplatform.org/index.php?mid=102,FTP:VIREALITY,404,
Accurate Diagnosis of prostate cancer using Optoacoustic detection of biologically functionalized gold Nanoparticles  - a new Integrated biosensor System,http://www.fp6-adonis.net/,ADONIS,200,
Radiotherapy for breast cancer and subsequent risk of cardiovascular events,http://www.race.ki.se/,RACE,200,
Organic viticulture and wine-making: development of environment and consumer friendly technologies for organic wine quality improvement and scientifically based legislative framework,http://www.orwine.org,ORWINE,200,
Safety and efficacy of computed tomography (CT): a broad perspective,http://www.msct.eu,CT SAFETY AND EFFICA,200,
Safety and efficacy for new techniques and imaging using new equipment to support European legislation.,http://www.sentinal.eu.com,SENTINEL,200,
Sustainable methods for optimal design and operation of ships with air-lubricated hulls,http://www.smooth-ships.eu,SMOOTH,200,
Promoting European Traceability Excellence & Research,http://www.eu-peter.org/,PETER,403,
"Molecular mechanisms underlying chemotherapy resistance, therapeutic escape, efficacy and toxicity",http://chemores.ki.se/index.html,CHEMORES,200,
AIR QUALITY ASSESSMENT FOR EUROPE: FROM LOCAL TO CONTINENTAL SCALE,http://www.air4eu.nl/,AIR4EU,200,
Sensitive nanoparticle assay for the detection of HIV,http://www.detecthiv.eu,DETECTHIV,[Errno -2] Name or service not known,
Kinship and social security,http://www.eth.mpg.de/kass/,KASS,302,http://web.eth.mpg.de/kass/
"Evolution of animal body plans as inferred by developmental biology, morphology, molecular phylogeny, and palaeontology",http://www.molmorph.net,MOLMORPH,[Errno -2] Name or service not known,
Diversity and The European public sphere: towards a citizens' Europe,http://eurospheres.org/,EUROSPHERE,403,
European Observatory for Long-term Governance on Radioactive Waste Management,http://www.obraproject.eu,OBRA,[Errno -2] Name or service not known,
A Europe-South America Network for Climate Change Assessment and Impact Studies,http://www2.claris-eu.org/,CLARIS,200,
Genomics of Cardiomyocyte Signalling to Treat and Prevent Heart Failure,http://www.eugeneheart.eu,EUGENEHEART,400,
Dynamics of Institutions and Markets in Europe,http://www.dime-eu.org,DIME,200,
Innovative ambient intelligence based services to support life-cycle management of flexible assembly and manufacturing systems,http://www.uninova.pt/inami/,INAMI,404,
A micro-level analysis of violent conflict,http://www.microconflict.eu/,MICROCON,200,
European School of Neuroimmunology (EFNI); 4th Teaching Course - Barcelona,http://www.esni.org,ESNI COURSE 2003,301,http://www.esni.isniweb.org/
Education through Characters with emotional-Intelligence and Role-playing Capabilities that Understand Social interaction,http://www.e-circus.org/,eCIRCUS,200,
Mass Produced Optical Diagnostic Labcards Based on Micro and Nano SU8 Layers,http://www.optolabcard.com/,OPTOLABCARD,200,
Advanced techniques for optical manipulation using novel 3D light field synthesis,http://www.ppo.dk/atom3D.html,ATOM3D,200,
Reconstituting Democracy in Europe,http://www.reconproject.eu/,RECON,200,
EXPRESSED SEQUENCE TAGS (ESTS) OF TOXIC ALGAE,http://genome.imb-jena.de/ESTTAL/cgi-bin/Index.pl,ESTTAL,200,
Interoperability research for networked enterprises applications and software,http://www.interop-noe.org/,INTEROP,200,
Flexible Change Management for the Factory of the Future,http://www.x-change-project.net/,X-CHANGE,403,
Integration of European Wetland research in a sustainable management of water cycle,http://eurowet.brgm.fr/,EUROWET,timed out,
Chiral dichroism in the transmission electron microscope,http://www.chiraltem.physics.at/,CHIRALTEM,200,
QUADRENNIAL OZONE SYMPOSIUM 2004,http://www.ist-world.org/ProjectDetails.aspx?ProjectId=274d298e5dc04f3883068bcab116aee4,THE MAIN AIM QOS2004,[Errno 111] Connection refused,
Methods and Tools for Integrated Sustainability Assessment (MATISSE),http://www.matisse-project.net/projectcomm/,MATISSE,200,
Assessment tools for breakthroughs in science and technology,http://www.rcss.ed.ac.uk/atbest/,ATBEST,404,
Health impacts of long-term exposure to disinfection by-products in drinking water,http://www.hiwate.eu,HI-WATE,[Errno -5] No address associated with hostname,
Imaging with neutral atoms,http://www.ina-research.org/,INA,[Errno -2] Name or service not known,
Zero Order Dimension based Industrial components Applied to teleCommunications,http://www.if.pwr.wroc.pl/zodiac,ZODIAC,404,
GYROSCOPE: A multidisciplinary approach to host-shifting and invasive potential by gyrodactylid parasites,http://www.cardiff.ac.uk/biosi/contactsandpeople/stafflist/a-d/cable-joanne-dr-overview_new.html,GYROSCOPE,302,http://www.cardiff.ac.uk/biosciences
Semantic Web-based Open engineering Platform,http://www.swop-project.eu/,SWOP,200,
Cybernetic manufacturing systems,http://www.crfproject-eu.org/progetticrf/sito/sites/cybermans/top.htm,CYBERMANS,200,
Strategies for inclusion and social cohesion in Europe from education,http://www.includ-ed.eu/,INCLUD-ED,200,
"PHYSICS AND TECHNOLOGY OF ELEMENTAL, ALLOY AND COMPOUND SEMICONDUCTOR NANOCRYSTALS: MATERIALS AND DEVICES",http://www.sprg.ru/seminano.htm,SEMINANO,404,
Revolution in Industrial Environment: Ambient Intelligence Technology for Systemic Innovation in Manufacturing SMEs,http://ami4sme.org/,AMI-4-SME,200,
Quality in gender equality policies,http://www.quing.eu/,QUING,200,
The development and the operation of the greek national mobility centres network (PYTHEAS),http://mobility.certh.gr/,PYTHEAS,[Errno -2] Name or service not known,
Model-based Adaptive Product and Process Engineering,http://193.71.42.92/websolution/UI/Troux/07/default.asp?webid=260,MAPPER,timed out,
Sustainable Microbial and Biocatalytic Production of Advanced Functional Materials,http://lpre.cperi.certh.gr/bioproduction/,BIOPRODUCTION,200,
"Sustainability Impact Assessment: Tools for Environmental, Social and Economic Effects of Multifunctional Land Use in European Regions",http://www.sensor-ip.org/,SENSOR,200,
The role of knowledge in the construction and regulation of health and education policy in Europe : convergences and specificities among nations and sectors,http://www.knowandpol.eu/,KNOWANDPOL,200,
Safety assessment and lifetime Management of industrial Piping Systems,http://www.woelfel.de/en/engineering-services/research-development/safe-pipes.html,SAFE PIPES,404,
Flexible framework for Indicators for Sustainability in Regions using system dynamics modelling,http://www.insure-project.net/,INSURE,403,
"Transnational Terrorism, Security and the Rule of Law",http://www.transnationalterrorism.eu/,TTSRL,200,
"Noise pollution effects on auditory organ - pathogenesis, risk assessment, prevention and treatment",http://www.imp.lodz.pl,NOISEHEAR,200,
Safe production and use of nanomaterials,http://www.nanosafe.org/scripts/home/publigen/content/templates/show.asp?L=EN&P=55&vTicker=alleza,NANOSAFE2,200,
Support of Commission Services in Web Intelligence & Monitoring,http://press.jrc.cec.eu.int,IZETA_IBD2003,[Errno -2] Name or service not known,
Sectoral emission reduction potentials and economic costs for climate change,http://www.ecofys.com/,SERPEC-CC,200,
"Quality, safety and value optimisation of the milk supply chain in rapidity evolving Central and Eastern European markets",http://www.optimilk.net,OPTIMILK,[Errno -2] Name or service not known,
IN Sltu study and DEvelopment of processes involving nanoPORous Solids,http://www.pores.gr/,INSIDE_PORES,[Errno -2] Name or service not known,
Bio-sensing textiles to support health management,http://www.biotex-eu.com/,BIOTEX,403,
"Understanding effects of land use changes on ecosystems to halt loss of biodiversity due to habitat destruction, fragmentation and degradation",http://www.coconut-project.net/,COCONUT,301,http://www.coconut.pensoft.net/
Combined study of nanostructured magnetic materials,http://labfiz.uwb.edu.pl/zfmag/tok/index.php,NANOMAG-LAB,302,http://physics.uwb.edu.pl/main/zfmag/tok/
"Aligning, Holding and Fixing Flexible and Difficult to Handle Components",http://www.affix-ip.eu/,AFFIX,[Errno -2] Name or service not known,
Integrating new technologies for the study of benthic ecosystem response to human activity: towards a Coastal Ocean Benthic Observatory (COBO),http://www.cobo.org.uk/,COBO,403,
Coordination of multidisciplinary knowledge and Research Activities to support Leadership for European Apparel Production From Research along Original Guidelines,http://www.leapfrog-eu.org/,LEAPFROG CA,200,
White Biotechnology for added value products from renewable plant polymers: Design of tailor-made biocatalysts and new industrial bioprocesses,http://www.biorenew.org/,BIORENEW,[Errno 113] No route to host,
PV CAtapult,http://www.pvcatapult.org/,PV-CATAPULT,403,
Innovative Production Machines and Systems (I* PROMS),http://www.iproms.org/,I*PROMS,302,http://ww25.iproms.org/
Black Sea scientific network,http://www.blackseascene.net,BLACK SEA SCENE,200,
Flexible Assembly Systems through Work-place Sharing and Time Sharing Human-Machine Cooperation,http://www.pisa-project.eu/,PISA,200,
New Automotive components Designed for and manufactured by Intelligent processing of light Alloys,http://www.nadiaproject.org,NADIA,200,
Self-organizing ICT Resource Management,http://www.sorma-project.org,SORMA,200,
Interface controlled nucleation and crystallisation,http://www.uni-jena.de/Intercony.html,INTERCONY,404,
Protection from unfair suretyships in the European Union,http://www.zerp.uni-bremen.de/english/home.html,UNFAIR SURETYSHIPS,302,https://www.jura.uni-bremen.de/institute/zentrum-fuer-europaeische-rechtspolitik/
COSMOLOGY AND COMPUTATIONAL ASTROPHYSICS AT CATANIA ASTROPHYSICAL OBSERVATORY,http://web.ct.astro.it/cosmoct/web_group/,CCACAO,200,
The Influence of Stellar High Energy Radiation on Planetary Atmospheres,http://www.astropa.unipa.it/ISHERPA,ISHERPA,301,http://www.astropa.unipa.it/ISHERPA/
Consolidation and deconsolidation of democracy in the transition societies of Central and Eastern Europe,http://www.hait.tu-dresden.de,DEMOCRACY,200,
Third Generation Scaffolds for Tissue Engineering and Regenerative Medicine,http://www.3gscaff.uu.se/,3G-SCAFF,[Errno -2] Name or service not known,
Metabolomics and Oncology: Transfer of European Technology,http://beregond.bham.ac.uk/~ugunt/home/gunther.shtml,MOTET,404,
Providing dependable and adaptive service technology for pervasive information and communication,http://www.ist-plastic.org/,PLASTIC,200,
Knowledge Processing System development,http://www.novitech-bpm.eu,KPS,[Errno -2] Name or service not known,
Algebraic Geometry,http://www.renyi.hu/budalggeo.html,BUDALGGEO,200,
"Holistic Implementation of European thermal treated hard wood in the sector of construction industry and noise protection by sustainable, knowledge-based and value added products.",http://www.holiwood.org,HOLIWOOD,200,
PEGASUS: Integrating engineering processing and materials technologies for the European automotive sector.,http://www.pegasus-eu.net/,PEGASUS,200,
Transfer of knowledge in transport infrastructure financing,http://www.kgazd.bme.hu/kgazd_private/MC/TrInfRegDev_EN.pdf,TRANS-AID,200,
Research and training on restoration and protection of the city environment in industrial regions,http://www.katinz.rb.polsl.pl/reprocity,REPROCITY,[Errno 111] Connection refused,
Mitochondria and beta-amyloid in brain ischemia/reperfusion,http://www.ncbi.nlm.nih.gov/pubmed/21734444,MITOCHONDRIA & ABETA,200,
IPv6 task force steering committee,http://www.ipv6tf-sc.org,IPV6 TF-SC,200,
Policy-based security tools and framework,http://www.positif.org,POSITIF,200,
Integrated Project - Research Area CINE,http://www.ipracine.org/,IP-RACINE,403,
"M-Pipe, the media pipe",http://www.ist-mpipe.org/,M-PIPE,200,
End-to-end Reconfigurability E¿R,http://www.e2r.motlabs.com,E2R,[Errno -2] Name or service not known,
Broadband technologies transforming business models and challenging regulatory frameworks - lessons from the music industry,http://www.musiclessons.se,MUSICLESSONS,200,
Top amplifier research groups in a European team,http://www.target-net.org/,TARGET,timed out,
Traffic accident causation in Europe,http://www.trace-project.org,TRACE,200,
Co-ordinating strategic initiatives on embedded systems in the European research area,http://www.cosine-ist.org/,COSINE,200,
Interactive roadmap for long distance rambling,http://www.walkonweb.org/,WALKONWEB,Server Error,
Integrated project on pervasive gaming,http://iperg.sics.se/index.html,IPERG,200,
Holographic and action capture techniques,http://www.eptron.es/projects/holonics/holonics.htm,HOLONICS,301,http://www.eptron.es/
Changing knowledge and disciplinary boundaries through integrative research methods in the social sciences and humanities,http://www.hull.ac.uk/researchintegration,RESEARCH INTEGRATION,301,http://www.hull.ac.uk/researchintegration/
Open broadband access networks,http://www.ist-oban.org/,OBAN,301,https://www.telenor.no/fou/prosjekter/oban/
Cross-media programming of sports. Enhanced format provisioning and streamlined cross-platform production of live content and additional user information,http://www.lematch.org,LEMATCH,[Errno -2] Name or service not known,
Democracy in Europe and the mobilization of society,http://demos.iue.it,DEMOS,200,
Spatial-temporal patterns for action-oriented perception in roving robots,http://www.spark.diees.unict.it/,SPARK,200,
"science, education and learning in freedom",http://selfproject.eu/,SELF,404,
Promotiing participation of innovative SMEs through regional networking,http://www.innosme.eu,INNOSME,403,
Generic open link-layer API for unified Media Access,http://www.ist-gollum.org/,GOLLUM,200,
The Mobile Cooperation and Coordination Action - MOCCA,http://mocca.objectweb.org/,MOCCA,302,http://mocca.ow2.org/
CHALLENGERS: Support action on challenges in Grids,http://www.challengers-org.eu,CHALLENGERS,200,
Co-operation platform for research and standards,http://www.w3.org/2004/copras/,COPRAS,200,
Towards a global security and visibility framework for Justice in Europe,http://www.ejustice.eu.com/,EJUSTICE,200,
Cultural applications: Local institutions mediating electronic resource access,http://www.calimera.org/,CALIMERA,200,
Monitoring and measurement cluster,http://www.ist-mome.org,MOME,302,https://www.ist-mome.org/
Evolutionary strategies for radio resource management in cellular heterogeneous networks,http://www.everest-ist.upc.es,EVEREST,200,
Aircraft Emissions and Reduction Technologies (AERONET III),http://www.aero-net.info/,AERONET III,200,
Technology to support sustainable humanitarian crisis management,http://stream.etro.vub.ac.be/,STREAM,200,
Supply Networks,http://codesnet.polito.it/,CO-DESNET,200,
Boosting the international profile of IST projects in the networked audiovisual systems and home platforms field to capitalize on and exploit results,http://www.ist-bip.org/,BIP,200,
eastern enlargement - western enlargement; cultural encounters in the European economy and society after the accession,http://www.ceu.hu/cps/res/res_dioscuri.htm,DIOSCURI,404,
Cooperating embedded systems for exploration and control featuring wireless sensor networks,http://www.embedded-wisents.org/,EMBEDDED WISENTS,200,
Biometrics and security,http://www.biosec.org,BIOSEC,[Errno -2] Name or service not known,
Palpable computing - A new perspective on ambient computing,http://www.ist-palcom.org/,PALCOM,200,
Service oriented development in a unified framework (SODIUM),http://www.atc.gr/sodium/news.asp,SODIUM,404,
Emergency ultra-wideband radio for positioning and communications,http://www.ist-europcom.org/page2.aspx?title=project%20overview,EUROPCOM,[Errno -2] Name or service not known,
CONTENT4ALL - Cross-platform tools for community content publishing,http://www.content4all.org/,CONTENT4ALL,[Errno -2] Name or service not known,
InteroperabilIty of virtual organisations on complex semantic grid,http://www.inteligrid.com,INTELIGRID,302,http://www.hugedomains.com/domain_profile.cfm?d=inteligrid&e=com
Roll-to-roll manufacturing technology for flexible OLED devices and arbitrary size and shape displays,http://www.vtt.fi/proj/rolled,ROLLED,[Errno -2] Name or service not known,
Web services and semantics,http://www.w3.org/2004/ws2/,WS2,301,http://www.w3.org/2004/WS2/
Multi-sensory autonomous cognitive systems interacting with dynamic environments for perceiving and learning affordances,http://www.macs-eu.org/,MACS,200,
Argumentation service platform with integrated components,http://www.argumentation.org/,ASPIC,200,
Policies for research and innovation in the move towards the european research area,http://www.prime-noe.org,PRIME,200,
OpenFutures - Future Centres as collaborative working environments,http://www.open-futures.net,OPENFUTURES,200,
Automatic Analysis of Bounded Resources for Embedded Systems,http://www.embounded.org/,EMBOUNDED,200,
Free libre and open source software - Worldwide impact study,http://flossworld.org/index.php,FLOSSWORLD,200,
"Integration of Geographical Information Systems with DB, decision-support management and an auditory system to develop an advanced system that will be able to give support on decisions in a crisis",http://www.medsi.org,MEDSI,302,http://ww1.medsi.org/
Dynamic Visual Network,http://www.dyvine.eu/,DYVINE,[Errno -2] Name or service not known,
"Pattern analysis, statistical modelling and computational Learning",http://www.pascal-network.org/,PASCAL,200,
Super-peer semantic search engine,http://www.alvis.info/alvis/,ALVIS,[Errno -2] Name or service not known,
Scanning the potentialities for future ICT research collaboration between China and the European Union,http://www.ict-china.eu,SPICE,[Errno -2] Name or service not known,
Safeguards in a world of AMbient Intelligence,http://swami.jrc.es/pages/index.htm,SWAMI,[Errno -2] Name or service not known,
The European knowledge space,http://www.knowledgeboard.com/index.html,KB20,200,
Socio-economic Impact Assessment of Stand-alone and Co-operative Intelligent Vehicle Safety Systems (IVSS) In Europe,http://www.eimpact.info,eIMPACT,200,
Co-ordination action on human rights violations,http://www.cahrv.uni-osnabrueck.de/,CAHRV,200,
Flexible large area display using nanotechnology light emitting devices,http://www.opera2015.org/projects/detail.asp?id=67,NANOPAGE,404,
Improving the safety of beef and beef products for the consumer in production and processing,http://www.prosafebeef.eu,PROSAFEBEEF,404,
Uniform interface to grid services,http://www.unigrids.org/,UNIGRIDS,200,
"Triage, monitoring and treatment - handbook for management of the public in the event of malevolent use of radiation",http://www.tmthandbook.org/,TMT HANDBOOK,200,
Thinking ONtologiES,http://infserver.unibz.it/tones/,TONES,[Errno -2] Name or service not known,
Critical information infrastructure research coordination,http://www.ci2rco.org,CI2RCO,200,
Unified eLearning Environment for the school,http://www.unite-ist.org/,UNITE,[Errno -2] Name or service not known,
"Health promoting, safe seafood of high eating quality in a consumer driven fork-to-farm concept",http://www.seafoodplus.org,SEAFOODPLUS,200,
Advancing Traffic Efficiency and Safety through Software Technology,http://www.atesst.org,ATESST,200,
Integrated multi-layer optimization in broadband DVB-S.2 SAtellite Networks,http://www.ist-imosan.gr,IMOSAN,[Errno -2] Name or service not known,
Promoting ecosystems and regional development - in support of regional operational support of regional operational programming,http://www.peardrop.eu,PEARDROP,[Errno -5] No address associated with hostname,
Cooperative communication system to realise enhanced safety and efficiency in European road transport,http://www.com2react-project.org/,COM2REACT,200,
MODELing solution for softWARE systems,http://www.modelware-ist.org/,MODELWARE,200,
Mobile workers' secure business applications in ubiquitous environments,http://www.mosquito-online.org/,MOSQUITO,200,
Cognitive systems for cognitive assistants,http://www.cognitivesystems.org/,COSY,200,
News engine web services,http://www.news-project.com/,NEWS,200,
A distributed interactive audio-visual virtual reality system,http://www.uni-verse.org/,UNI-VERSE,301,http://www.thepsychicuniverse.org/
Intelligent Self-describing Technical and Environmental Networks,http://www.s-ten.eu/,S-TEN,[Errno -2] Name or service not known,
enabling users for - distance-working and organizational mobility using ambient intelligence service networks,http://www.eu-domain.eu.com/pn/index.php,EU-DOMAIN,200,
Virtual information and knowledge environment Framework,http://www.vikef.net/,TWO KNOWLEDGE VIKEF,404,
Misuse detection system,http://www.comarch.com/en/mds/,MDS,301,http://www.comarch.com/telecommunications/
"Changing interests and identities in European border regions: EU policies, ethnic minorities and socio-political transformation in member states and accession countries",http://www.eliamep.gr/main.asp?cat=3,EUROREG,404,
Information society technologies to open knowledge. Russia,http://www.istok-ru.eu,ISTOK.RU,200,
Competition contents and broadband for the Internet in Europe,http://www.cocombine.org/,COCOMBINE,[Errno -2] Name or service not known,
Monitoring and addressing synergies and opportunities between Europeans and indians,http://www.euroindia-it.org,MONSOON,403,
"Restructuring demining research from regional, initiatives within Europe",http://www.delve.vub.ac.be/,DELVE,200,
Programmable Artificial Cell Evolution (PACE),http://134.147.93.66/bmcmyp/Data/PACE/Public,PACE,401,
Advanced tools for developing highly realistic computer games,http://www.gametools.org/,GAMETOOLS,200,
RSFQ control of Josephson Junction Qubits,http://www.ic.chalmers.se/rsfq/rsfqubit/index.htm,RSFQUBIT,[Errno -2] Name or service not known,
Analysing Broadband Access for Rural Development,http://www.a.bard.org,A-BARD,[Errno -2] Name or service not known,
Development of a knowledge platform to support Euro-Latin American research Partnerships in ICT,http://www.solar-ict.eu,SOLAR-ICT,Server Error,
Smart chips for smart surroundings,http://www.smart-chips.net/public/html/index.php,4S,404,
Extending information society networks to Western Balkan countries,http://www.is2web.org,IS2WEB,200,
Media monitoring and multimodal analysis for time critical decisions,http://www.direct-info.net/,DIRECT-INFO,301,http://direct-info.net/
Development of research competence in dynamic systems and game theory; theoretical time series econometrics and finance and productivity measurement in the Agri-Food system,http://economics.soc.uoc.gr/html/index.php?newlang=eng,DYTSPM,404,
4G MC-CDMA multiple antenna system on chip for radio enhancements,http://www.ist-4more.org,4MORE,403,
Broadcasting and multicasting over enhanced UMTS mobile broadband networks,http://b-bone.ptinovacao.pt/,B-BONE,403,
Supply Information Dynamic Exchange and Control by Web-based Interaction Network,http://www.spider-win.de/spider-win.htm,SPIDER-WIN,[Errno -2] Name or service not known,
Reveal this: retrieval of video and language for the home user in an information society,http://www.reveal-this.org,REVEAL THIS,200,
Regional impact of information society technologies in Africa (IST-AFRICA 2005 - 2006),http://www.ist-africa.org,IST-AFRICA,302,http://www.ist-africa.org/home/
MIcrosystems platform for MObile Services and Applications,http://www.mimosa-fp6.com/,MIMOSA,200,
Virtual cost engineering studio,http://euproject.v-ces.com/,V-CES,[Errno -2] Name or service not known,
Intelligent small world autonomous robots for micro-manipulation,http://i60p4.ira.uka.de/~seyfried/tikiwiki-1.7.3/tiki-index.php?page=I-Swarm,I-SWARM,[Errno -2] Name or service not known,
MHP conformance testing improvement by development of new conformance tests in Europe,http://www.irt.de/mhp-confidence/,MHP-CONFIDENCE,302,https://www.irt.de/mhp-confidence/
Reference Systems for Cybersecurity,http://cybersecurity.jrc.it,,[Errno -5] No address associated with hostname,
The Portal for Projects and Communities In the Virtual Organisation Domain,http://www.ve-forum.org/,VE-FORUM,200,
The MHP knowledge project,http://www.mhp-knowledgebase.org/,MHP-KDB,timed out,
Mammography with molecular imaging,http://www.mammiproject.com,MAMMI,200,
Spatial economics and remote sensing of elephant resources,http://www.savetheelephants.org/,SEARS,403,
European Pressure Equipment Research Council,http://eperc.jrc.nl/,,[Errno -2] Name or service not known,
Networked Organisations - Research into Standards,http://www.no-rest.org/,NO-REST,timed out,
Cross-Organisational Workflow Formation and Enactment,http://www.crosswork.info/,CROSSWORK,403,
"Ubiquitous Networks with a secure provision of services, access, and content delivery",http://www.ubisec.org/,UBISEC,403,
Supporting European Competence in the Area of Ubiquitous Mobile Communications,http://www.telecom.ece.ntua.gr/spectrum/,SPECTRUM,404,
Feasibility study for a 'Flying Wafer' concept to implement a European virtual 300mm RandD-Line,http://www.flying-wafer.info/,FLYING WAFER,403,
Advanced displays research integration action,http://www.adria-network.org/,ADRIA,200,
The Innovative Rights and Access Management Inter-platform SolUtion,http://www.tiramisu-project.org/,TIRAMISU,200,
Network management of traffic monitoring infrastructure,http://www.csg.ethz.ch/people/dimitroc,CAG,200,
European Robotics Network,http://www.euron.org/,EURON,200,
The European Treasury Platform,http://www.mytreasury.org/,MYTREASURY,[Errno -2] Name or service not known,
"Secure, Internet-able, mobile platforms leadIng citizens towards simplicity",http://www.ist-simplicity.org,SIMPLICITY,301,http://ist-simplicity.org/
Flexible Gateways Architecture for enhanced access network services and applications,http://www.teletel.gr/flexinet,FLEXINET,301,http://www.teletel.eu/
Robust mixed-signal design methodologies for smart power ICs,http://www-g.eng.cam.ac.uk/robuspic/,ROBUSPIC,200,
Solar Atmospheric and Interplanetary Research,http://www.solairenetwork.eu,SOLAIRE,200,
PRO active actions for NMS,http://www.pro-nms.net,PRO_NMS,301,http://pro-nms.net/
GREAT-IST,http://www.great-ist.org,GREAT-IST,[Errno -2] Name or service not known,
Monitoring Illicit Discharges from Vessel,http://humanitarian-security.jrc.it/oilspill/oilspill.htm,,[Errno -5] No address associated with hostname,
Encouraging and stimulating future RTD cooperation in the field of information society technologies between Europe and Asia-Pacific region,http://www.engage-ist.org,ENGAGE,200,
Broadband in Europe for All: a Multi-Disciplinary Approach,http://www.ist-bread.org/,BREAD,200,
Monitoring Compliance with EU Fisheries Regulations,http://intelligence.jrc.cec.eu.int/fish/index.htm,,[Errno -2] Name or service not known,
Wide Bandgap semiconductors,http://www.widgap.org/,WIDGAP,[Errno -2] Name or service not known,
Compliance and Control of Agricultural and Regional Policies,http://mars.jrc.it,,[Errno -5] No address associated with hostname,
Pictures from the past: A wireless network of magic digital cameras and palmtops for archaeological travels through the time,http://services.txt.it/agamemnon,AGAMEMNON,403,
Canada-Europe collaboration in IST research and technology development,http://www.ist-ec.org,IST-EC 2,Server Error,
Application of Probabilistic Inductive Logic Programming,http://www.aprill.org/,APRIL II,200,
"Browsing, listening, interacting, performing, sharing on future HIFI systems",http://shf.ircam.fr/,SEMANTIC HIFI,200,
Side Channel Analysis Resistant Design Flow,http://www.scard-project.eu,SCARD,301,http://scard-project.eu/
LOW COST INTELLIGENT NETWORKED OPTIC SENSOR,http://www.inos-ist.org/,INOS,200,
High Density Integration of Dies into Electronics Substrates,http://www.hidingdies.net/ ,HIDING DIES,[Errno -2] Name or service not known,
Understanding Networks of Learning Design,http://www.unfold-project.net/,UNFOLD,301,http://unfold-project.net/
Advanced satellite mobile systems-task force specific support action,http://asms.wss.bcentral.com/mossa,MOSSA,[Errno -2] Name or service not known,
Russia-EU communities in IST,http://www.singleimage.co.uk,RECIST,200,
Enhancing the participation of research organizations from associated candidate countries to the 6th Framework Programme,http://www.european-ist.net,EUROPEAN IST,200,
Support for EU-China cooperation in the ICT field,http://www.eurochina-ict.org,CHINACOOP,200,
Statistical and Econometric Tools for Economic Analysis,http://www.jrc.cec.eu.int/uasa/,,[Errno -2] Name or service not known,
Crop Monitoring for Food Security,http://mars.jrc.it/food,,[Errno -5] No address associated with hostname,
Information Support for Effective and Rapid External Aid,http://dma.jrc.cec.eu.int /,,[Errno -2] Name or service not known,
Process management and design system for microsystem technologies,http://82.201.2.110/promenade/,PROMENADE,timed out,
Digital Switchover. Developing Infrastructures for Broadband Access,http://www.athena-ip.org/,ATHENA,200,
Improvement of the emergency risk management through secure mobile Mechatronic support to bomb disposal,http://www.rescuer-ist.net/,RESCUER,200,
Semiconductor Nanospintronics,http://obelix.physik.uni-wuerzburg.de/nanospin/,NANOSPIN,[Errno 111] Connection refused,
Methodology and tools infrastructure for the creation of knowledge units,http://metokis.salzburgresearch.at/index.html,METOKIS,200,
SECURE-JUSTICE: secure communication and collaboration framework for the judicial co-operation environment,http://www.secure-justice.org,SECURE-JUSTICE,[Errno -2] Name or service not known,
Novel Magneto-Optical Biosensors for Malaria Diagnosis,http://www.mottest.org/,MOT-TEST,200,
Protection of the Environment from Ionising Radiation in a Regulatory Context,http://www.ceh.ac.uk/protect,PROTECT,timed out,
Enabling efficient and operational mobility in large heterogeneous IP networks,http://www.ist-enable.org,ENABLE,[Errno -2] Name or service not known,
Hotspot ecosystem research on the margins of European seas,http://www.eu-hermes.net/,HERMES,200,
"Young stellar objects, their surroundings and jets: advanced observational and MHD studies",http://www.astropa.unipa.it/~orlando/PHOENIX,PHOENIX,301,http://www.astropa.unipa.it/~orlando/PHOENIX/
Aero-acoustical and thermo-acoustical coupling in energy processes,http://www.cerfacs.fr/aether,AETHER,403,
Investigation of the electroweak symmetry breaking and the origin of mass using the first data of the ATLAS detector at the LHC,http://artemis.web.cern.ch/artemis/,ARTEMIS,200,
Smart molecules for super materials,http://www.sfi.ie/uploads/documents/upload/Excellence_book.pdf,SMART,404,
Middleware Platform for Developing and Deploying Advanced Mobile Services,http://www.ist-midas.org/,MIDAS,200,
Developing knowledge practices - laboratory,http://www.kp-lab.org/,KP-LAB,200,
Dependable security by enhanced reconfigurability,http://www.deserec.eu,DESEREC,200,
Intelligent Logistics for Innovative Product Technologies,http://www.ilipt.org/public/,ILIPT,302,http://dfltweb1.onamae.com/
"Cooperative systems for road safety ""Smart Vehicles on Smart Roads""",http://www.safespot-eu.org,SAFESPOT,200,
Broadband to rural America over satellite integrated links,http://www.dvb-brasil.eu/,BRASIL,[Errno -2] Name or service not known,
Development of 4k compatible LCOS micro-display for D-cinema and simulation applications,http://www.4ork.net/index.html,FORK,200,
Applied Genomic strategies for treatment and prevention of cardiovascular death in Uraemia and end stage renal disease,http://www.genecure.eu/,GENECURE,302,http://www.regenet.eu/xcms/text/id/3625
MachIne learning for embedded programs optimization,http://www.milepost.eu,MILEPOST,200,
Semantic web services interoperability for geospatial decision making,http://www.swing-project.org,SWING,301,http://swing-project.org/
Photonic Components for Ultra wideband Radio over optical Fiber,http://www.ist-uroof.org,UROOF,[Errno -2] Name or service not known,
European Multi-threaded Dynamic SME Networks for Market-Driven ELV Recycling,http://195.187.100.149/emult/,E-MULT,timed out,
OpenKnowledge,http://www.openk.org,OpenKnowledge,301,http://openk.org/
